DIRECTORIO,se_siente_inseguro_barrio,se_siente_inseguro_ciudad,inseguro_caminando_solo_noche,inseguro_caminando_solo_dia,la_seguridad_en_los_ultimos_6_meses,puede_ser_victima_delito,inseguro_trabajo/estudio,inseguro_parques,inseguro_lugares_comerciales,inseguro_transporte_publico,inseguro_puentes_peatonales,inseguro_discotecas,causa_delincuencia,hurto_celulares_aumento,ladrones_pandillas_aumento,vendedores_droga_aumento,pobreza_aumento,desempleo_aumento,inmigrante_aumento,venta_compra_articulos_robados,habitantes_calle_aumento,prostitucion_aumento,extorcion_aumento,satisfecho_vida,satisfecho_situacion_economica,satisfecho_situacion_laboral
618788,2,3,3,3,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,3,falta de educacion,aumento,disminuyo,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,2,3
618789,2,3,2,2,disminuyo,si,inseguro,inseguro,seguro,no toma transporte publico,seguro,2,desempleo,no sabe,aumento,no sabe,no sabe,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5
618789,2,3,2,2,disminuyo,si,inseguro,seguro,seguro,no toma transporte publico,seguro,2,desempleo,no sabe,aumento,no sabe,no sabe,aumento,disminuyo,no sabe,aumento,no sabe,no sabe,5,5,4
618789,2,2,2,2,disminuyo,si,inseguro,seguro,no frecuenta lugares comerciales,no toma transporte publico,seguro,2,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,disminuyo,no sabe,no sabe,5,5,5
618789,2,2,2,2,disminuyo,si,inseguro,inseguro,no frecuenta lugares comerciales,no toma transporte publico,seguro,5,desempleo,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,disminuyo,no sabe,no sabe,4,4,4
618790,3,4,3,3,siguio igual,no,inseguro,seguro,seguro,seguro,seguro,5,desempleo,aumento,disminuyo,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5
618790,3,4,3,3,siguio igual,no,inseguro,seguro,seguro,seguro,seguro,5,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,3,5
618791,2,3,2,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,5,falta de educacion,aumento,aumento,no sabe,aumento,aumento,aumento,aumento,aumento,aumento,disminuyo,5,4,9
618791,2,2,2,2,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,disminuyo,aumento,5,5,5
618792,2,3,2,2,disminuyo,no,inseguro,inseguro,inseguro,no toma transporte publico,inseguro,5,desempleo,no sabe,disminuyo,disminuyo,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,3,3,3
618793,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,no toma transporte publico,seguro,5,falta de educacion,aumento,no sabe,no sabe,aumento,aumento,disminuyo,no sabe,aumento,no sabe,no sabe,5,5,5
618794,2,3,2,2,disminuyo,si,inseguro,inseguro,inseguro,no toma transporte publico,inseguro,2,desempleo,aumento,disminuyo,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,4,3
618794,2,3,2,2,disminuyo,si,inseguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,2,2
618795,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,disminuyo,disminuyo,disminuyo,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,1,1
618795,2,3,2,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,disminuyo,no sabe,5,4,4
618796,2,2,2,2,disminuyo,si,inseguro,inseguro,inseguro,no toma transporte publico,seguro,5,desempleo,disminuyo,no sabe,no sabe,disminuyo,disminuyo,aumento,no sabe,disminuyo,no sabe,no sabe,5,5,5
618796,2,3,2,2,disminuyo,si,seguro,seguro,seguro,seguro,seguro,5,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,4,4
618797,2,3,2,2,disminuyo,si,seguro,seguro,seguro,no toma transporte publico,seguro,3,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,5,5,5
618798,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,4,9
618798,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,4,4
618798,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,aumento,aumento,aumento,disminuyo,no sabe,aumento,no sabe,no sabe,5,3,3
618799,2,3,3,2,disminuyo,si,inseguro,seguro,inseguro,seguro,no frecuenta puentes y peatonales,5,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,disminuyo,no sabe,5,3,3
618799,2,3,3,2,disminuyo,si,inseguro,no frecuenta parques,inseguro,seguro,no frecuenta puentes y peatonales,5,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,disminuyo,no sabe,5,3,3
618799,2,3,3,2,disminuyo,si,inseguro,inseguro,inseguro,seguro,no frecuenta puentes y peatonales,2,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,5,3,1
618799,2,3,3,2,disminuyo,si,inseguro,inseguro,inseguro,seguro,no frecuenta puentes y peatonales,5,falta de educacion,aumento,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,disminuyo,no sabe,5,3,1
618799,2,3,3,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,seguro,no frecuenta puentes y peatonales,5,desempleo,aumento,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,disminuyo,no sabe,5,4,1
618800,3,3,3,3,siguio igual,si,inseguro,seguro,seguro,seguro,seguro,5,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,4,4,4
618800,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,4,4
618800,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,4,4
618800,3,3,3,3,siguio igual,no,seguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,4,4,4
618801,2,3,3,2,disminuyo,si,seguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,4,4
618801,3,3,3,3,siguio igual,si,seguro,seguro,no frecuenta lugares comerciales,seguro,seguro,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,4,4,4
618801,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,4,4,4
618802,2,3,2,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,aumento,no sabe,disminuyo,aumento,aumento,aumento,no sabe,aumento,disminuyo,no sabe,5,5,1
618802,2,2,2,2,disminuyo,si,inseguro,inseguro,inseguro,no toma transporte publico,inseguro,2,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,5,5
618803,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,inseguro,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,disminuyo,no sabe,5,5,2
618804,3,3,3,3,siguio igual,no,seguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,no sabe,no sabe,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,4,4,4
618804,3,3,3,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,no sabe,no sabe,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,3,4,4
618804,3,3,3,3,siguio igual,no,seguro,seguro,seguro,seguro,seguro,3,desempleo,aumento,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,4,4,4
618805,2,3,2,2,disminuyo,no,inseguro,inseguro,inseguro,no toma transporte publico,inseguro,5,desempleo,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,5,5,5
618805,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,5,desempleo,aumento,aumento,aumento,aumento,aumento,disminuyo,no sabe,aumento,no sabe,no sabe,5,5,5
618805,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,5,desempleo,aumento,no sabe,aumento,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,5,5,9
618807,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,5,desempleo,disminuyo,no sabe,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,4,3,3
618807,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,seguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,aumento,3,4,3
618807,2,2,3,2,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,falta de vigilacia policial,no sabe,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,4,3,3
618808,2,3,3,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,falta de vigilacia policial,no sabe,disminuyo,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,4,4,4
618808,2,3,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,seguro,5,desempleo,no sabe,disminuyo,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,4,4
618809,3,3,3,2,siguio igual,no,inseguro,seguro,seguro,seguro,seguro,5,falta de vigilacia policial,aumento,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,3,3,2
618809,3,3,3,2,siguio igual,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,seguro,5,falta de vigilacia policial,aumento,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,3,4,4
618809,3,3,5,5,siguio igual,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,ley poco dura contra delincuentes,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,3,3,3
618812,3,3,5,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,5,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,aumento,aumento,3,1,1
618812,3,3,5,3,siguio igual,si,seguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,5,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,aumento,no sabe,4,1,1
618812,3,3,3,3,siguio igual,no,seguro,no frecuenta parques,seguro,no toma transporte publico,no frecuenta puentes y peatonales,5,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,aumento,no sabe,3,2,2
618813,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,4,3
618813,2,2,2,2,disminuyo,si,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,5,1,1
618814,2,2,2,2,disminuyo,si,inseguro,seguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,2,ley poco dura contra delincuentes,no sabe,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,disminuyo,no sabe,5,4,4
618815,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,3,3,3
618815,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,4,2,2
618815,2,2,5,5,disminuyo,no,inseguro,inseguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,3,1,1
618816,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,no sabe,aumento,disminuyo,no sabe,aumento,no sabe,no sabe,5,1,1
618816,2,2,2,2,disminuyo,no,inseguro,seguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,3,3
618816,2,2,2,2,disminuyo,no,inseguro,seguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,no sabe,no sabe,no sabe,aumento,disminuyo,no sabe,disminuyo,no sabe,no sabe,4,2,2
618817,2,2,2,2,disminuyo,si,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,falta de educacion,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,disminuyo,no sabe,5,5,5
618817,2,2,2,2,disminuyo,si,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,falta de educacion,aumento,no sabe,no sabe,aumento,aumento,aumento,disminuyo,aumento,disminuyo,no sabe,5,5,5
618817,2,3,3,2,disminuyo,si,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,el consumo de drogas,aumento,disminuyo,aumento,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,5,5,5
618817,2,3,3,5,disminuyo,si,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,4,ley poco dura contra delincuentes,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,5,5,5
618817,2,2,2,2,disminuyo,no,inseguro,inseguro,inseguro,seguro,no frecuenta puentes y peatonales,3,desempleo,aumento,aumento,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,5,5
618818,2,2,2,2,disminuyo,si,inseguro,seguro,seguro,no toma transporte publico,no frecuenta puentes y peatonales,3,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,disminuyo,no sabe,no sabe,4,3,3
618819,3,3,3,2,siguio igual,no,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,5,falta de educacion,aumento,disminuyo,aumento,aumento,aumento,aumento,disminuyo,aumento,aumento,disminuyo,4,4,4
618820,2,2,2,2,disminuyo,no,inseguro,no frecuenta parques,inseguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,disminuyo,no sabe,no sabe,5,4,5
618820,2,3,5,2,disminuyo,no,inseguro,inseguro,seguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,disminuyo,no sabe,no sabe,5,4,3
618820,2,3,3,2,disminuyo,no,inseguro,seguro,seguro,no toma transporte publico,no frecuenta puentes y peatonales,3,desempleo,no sabe,aumento,disminuyo,aumento,aumento,aumento,no sabe,disminuyo,no sabe,no sabe,4,3,4
618820,2,3,2,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,3,desempleo,aumento,aumento,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,4,3,3
618820,2,2,3,2,disminuyo,si,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,4,1,1
618820,2,3,3,2,disminuyo,si,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,3,1
618820,2,3,3,2,disminuyo,no,inseguro,inseguro,seguro,inseguro,no frecuenta puentes y peatonales,5,desempleo,aumento,aumento,aumento,aumento,aumento,disminuyo,no sabe,aumento,no sabe,no sabe,4,2,1
618821,2,3,3,2,disminuyo,no,inseguro,inseguro,seguro,no toma transporte publico,no frecuenta puentes y peatonales,3,falta de educacion,aumento,aumento,no sabe,aumento,aumento,disminuyo,no sabe,aumento,no sabe,no sabe,4,4,4
618821,3,2,4,3,siguio igual,no,inseguro,seguro,seguro,inseguro,no frecuenta puentes y peatonales,3,ley poco dura contra delincuentes,aumento,aumento,no sabe,aumento,aumento,aumento,no sabe,disminuyo,no sabe,no sabe,3,3,2
618822,2,2,3,2,disminuyo,si,inseguro,no frecuenta parques,seguro,inseguro,no frecuenta puentes y peatonales,2,desempleo,aumento,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,3,4
618823,2,2,2,2,disminuyo,no,inseguro,inseguro,seguro,seguro,no frecuenta puentes y peatonales,2,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,5,5,5
618823,2,3,2,2,disminuyo,no,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,2,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,5,5
618824,2,4,3,3,disminuyo,si,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,5,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5
618824,2,3,3,2,disminuyo,si,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,3,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,5,5
618825,2,4,2,2,disminuyo,si,seguro,seguro,seguro,no toma transporte publico,no frecuenta puentes y peatonales,5,ley poco dura contra delincuentes,aumento,disminuyo,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5
618825,2,3,2,2,disminuyo,si,seguro,no frecuenta parques,seguro,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,5,5
618825,2,4,2,2,disminuyo,si,seguro,seguro,seguro,no toma transporte publico,seguro,5,ley poco dura contra delincuentes,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,3,3,1
618826,2,3,3,2,disminuyo,no,inseguro,no frecuenta parques,seguro,seguro,seguro,5,dar papaya,disminuyo,disminuyo,no sabe,disminuyo,aumento,disminuyo,no sabe,disminuyo,no sabe,no sabe,5,4,4
618826,2,3,2,2,disminuyo,no,inseguro,seguro,seguro,no toma transporte publico,no frecuenta puentes y peatonales,2,desempleo,disminuyo,no sabe,no sabe,disminuyo,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,2,1
618826,2,3,2,2,disminuyo,no,inseguro,inseguro,seguro,seguro,no frecuenta puentes y peatonales,5,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,4,4
618826,2,2,3,2,disminuyo,si,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,disminuyo,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,3,5
618826,2,3,2,2,disminuyo,no,seguro,inseguro,seguro,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,aumento,disminuyo,disminuyo,aumento,aumento,aumento,no sabe,aumento,disminuyo,no sabe,4,4,4
618826,2,2,5,5,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,3,2,4
618827,4,4,5,3,no vivia antes en la ciudad en ese periodo,si,seguro,seguro,seguro,seguro,seguro,5,ley poco dura contra delincuentes,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,1,1,1
618827,4,4,5,3,no vivia antes en la ciudad en ese periodo,si,seguro,seguro,seguro,seguro,seguro,5,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,1,3
618827,3,3,5,3,siguio igual,si,seguro,seguro,seguro,seguro,seguro,5,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,4,5
618827,3,3,5,3,siguio igual,no,seguro,seguro,seguro,seguro,seguro,5,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,no sabe,5,2,3
618827,3,3,5,5,siguio igual,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,aumento,no sabe,no sabe,1,2,1
618828,2,3,3,2,disminuyo,no,seguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,4,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,disminuyo,aumento,disminuyo,disminuyo,3,2,3
618828,2,3,2,2,disminuyo,no,seguro,seguro,inseguro,seguro,seguro,3,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,disminuyo,aumento,disminuyo,disminuyo,3,3,4
618828,2,3,3,2,disminuyo,no,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,5,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,disminuyo,aumento,disminuyo,disminuyo,5,2,2
618828,2,2,3,2,disminuyo,no,seguro,seguro,seguro,seguro,seguro,3,falta de vigilacia policial,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,disminuyo,aumento,3,3,3
618830,2,2,5,2,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,5,desempleo,no sabe,aumento,no sabe,aumento,aumento,no sabe,no sabe,disminuyo,no sabe,no sabe,4,1,1
618831,2,3,5,2,disminuyo,no,inseguro,no frecuenta parques,seguro,seguro,no frecuenta puentes y peatonales,5,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,3,3
618831,2,2,5,2,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,5,falta de educacion,no sabe,aumento,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,3,5
