DIRECTORIO,Sexo,Edad,Ocupacion,Ciudad,Clase,Estrato
604117,Mujer,73,Trabajando,Cali,Cabecera,2.0
604117,Hombre,20,Trabajando,Cali,Cabecera,2.0
604118,Hombre,44,Trabajando,Cali,Cabecera,1.0
604118,Mujer,33,Oficios del hogar,Cali,Cabecera,1.0
604118,Mujer,18,Estudiando,Cali,Cabecera,1.0
604118,Hombre,10,,Cali,Cabecera,1.0
604119,Mujer,74,Oficios del hogar,Cali,Cabecera,2.0
604119,Hombre,49,Trabajando,Cali,Cabecera,2.0
604119,Mujer,51,Trabajando,Cali,Cabecera,2.0
604119,Mujer,23,Trabajando,Cali,Cabecera,2.0
604120,Hombre,26,Trabajando,Cali,Cabecera,1.0
604120,Mujer,24,Oficios del hogar,Cali,Cabecera,1.0
604120,Mujer,3,,Cali,Cabecera,1.0
604120,Mujer,1,,Cali,Cabecera,1.0
604121,Hombre,77,Pensionado,Cali,Cabecera,1.0
604121,Mujer,79,Oficios del hogar,Cali,Cabecera,1.0
604121,Hombre,40,Trabajando,Cali,Cabecera,1.0
604122,Mujer,40,Oficios del hogar,Cali,Cabecera,1.0
604122,Hombre,48,Trabajando,Cali,Cabecera,1.0
604122,Mujer,14,,Cali,Cabecera,1.0
604122,Mujer,5,,Cali,Cabecera,1.0
604123,Mujer,17,Estudiando,Cali,Cabecera,1.0
604123,Hombre,5,,Cali,Cabecera,1.0
604123,Mujer,0,,Cali,Cabecera,1.0
604123,Hombre,45,Trabajando,Cali,Cabecera,1.0
604123,Mujer,37,Oficios del hogar,Cali,Cabecera,1.0
604124,Hombre,36,Trabajando,Cali,Cabecera,1.0
604124,Mujer,32,Estudiando,Cali,Cabecera,1.0
604124,Hombre,21,Estudiando,Cali,Cabecera,1.0
604124,Hombre,10,,Cali,Cabecera,1.0
604125,Mujer,45,Trabajando,Cali,Cabecera,2.0
604125,Hombre,60,Trabajando,Cali,Cabecera,2.0
604126,Mujer,76,Trabajando,Cali,Cabecera,1.0
604126,Hombre,79,Pensionado,Cali,Cabecera,1.0
604126,Mujer,49,Trabajando,Cali,Cabecera,1.0
604127,Mujer,62,Oficios del hogar,Cali,Cabecera,1.0
604128,Mujer,67,Trabajando,Cali,Cabecera,1.0
604130,Mujer,73,Trabajando,Cali,Cabecera,1.0
604131,Hombre,9,,Cali,Cabecera,1.0
604131,Mujer,5,,Cali,Cabecera,1.0
604131,Hombre,39,Trabajando,Cali,Cabecera,1.0
604131,Mujer,36,Oficios del hogar,Cali,Cabecera,1.0
604132,Hombre,66,Trabajando,Cali,Cabecera,1.0
604132,Mujer,20,Trabajando,Cali,Cabecera,1.0
604132,Hombre,20,Trabajando,Cali,Cabecera,1.0
604132,Mujer,4,,Cali,Cabecera,1.0
604133,Hombre,54,Trabajando,Cali,Cabecera,1.0
604133,Mujer,42,Oficios del hogar,Cali,Cabecera,1.0
604133,Mujer,21,Estudiando,Cali,Cabecera,1.0
604134,Mujer,34,Trabajando,Cali,Cabecera,2.0
604134,Mujer,13,,Cali,Cabecera,2.0
604134,Hombre,11,,Cali,Cabecera,2.0
604135,Hombre,36,Trabajando,Cali,Cabecera,1.0
604135,Mujer,26,Trabajando,Cali,Cabecera,1.0
604135,Mujer,10,,Cali,Cabecera,1.0
604135,Hombre,6,,Cali,Cabecera,1.0
604136,Hombre,55,Buscando trabajo,Cali,Cabecera,1.0
604136,Mujer,54,Buscando trabajo,Cali,Cabecera,1.0
604136,Hombre,27,Estudiando,Cali,Cabecera,1.0
604137,Mujer,74,Oficios del hogar,Cali,Cabecera,1.0
604137,Hombre,75,Ocio,Cali,Cabecera,1.0
604137,Hombre,41,Trabajando,Cali,Cabecera,1.0
604137,Hombre,32,Trabajando,Cali,Cabecera,1.0
604137,Mujer,35,Trabajando,Cali,Cabecera,1.0
604138,Mujer,23,Trabajando,Cali,Cabecera,2.0
604138,Mujer,5,,Cali,Cabecera,2.0
604138,Mujer,1,,Cali,Cabecera,2.0
604139,Mujer,65,Oficios del hogar,Cali,Cabecera,1.0
604139,Hombre,23,Trabajando,Cali,Cabecera,1.0
604139,Hombre,5,,Cali,Cabecera,1.0
604140,Hombre,58,Trabajando,Cali,Cabecera,2.0
604140,Mujer,85,Oficios del hogar,Cali,Cabecera,2.0
604140,Hombre,63,Trabajando,Cali,Cabecera,2.0
604140,Mujer,16,Estudiando,Cali,Cabecera,2.0
604141,Hombre,13,,Cali,Cabecera,1.0
604141,Hombre,4,,Cali,Cabecera,1.0
604141,Mujer,38,Oficios del hogar,Cali,Cabecera,1.0
604141,Hombre,46,Trabajando,Cali,Cabecera,1.0
604141,Hombre,17,Estudiando,Cali,Cabecera,1.0
604141,Hombre,16,Estudiando,Cali,Cabecera,1.0
604142,Mujer,41,Trabajando,Cali,Cabecera,1.0
604142,Hombre,43,Trabajando,Cali,Cabecera,1.0
604142,Hombre,14,,Cali,Cabecera,1.0
604142,Mujer,65,Oficios del hogar,Cali,Cabecera,1.0
604143,Hombre,28,Trabajando,Cali,Cabecera,1.0
604143,Mujer,34,Oficios del hogar,Cali,Cabecera,1.0
604143,Hombre,0,,Cali,Cabecera,1.0
604144,Hombre,36,Trabajando,Cali,Cabecera,2.0
604144,Mujer,29,Trabajando,Cali,Cabecera,2.0
604144,Mujer,10,,Cali,Cabecera,2.0
604144,Mujer,19,Estudiando,Cali,Cabecera,2.0
604145,Hombre,23,Trabajando,Cali,Cabecera,2.0
604145,Mujer,21,Trabajando,Cali,Cabecera,2.0
604145,Hombre,4,,Cali,Cabecera,2.0
604145,Mujer,3,,Cali,Cabecera,2.0
604146,Mujer,65,Oficios del hogar,Cali,Cabecera,2.0
604146,Hombre,64,Oficios del hogar,Cali,Cabecera,2.0
604146,Hombre,18,Estudiando,Cali,Cabecera,2.0
604146,Mujer,31,Oficios del hogar,Cali,Cabecera,2.0
604146,Mujer,10,,Cali,Cabecera,2.0
604146,Mujer,8,,Cali,Cabecera,2.0
604146,Hombre,40,Trabajando,Cali,Cabecera,2.0
604147,Mujer,56,Oficios del hogar,Cali,Cabecera,1.0
604147,Hombre,55,Trabajando,Cali,Cabecera,1.0
604147,Hombre,17,Estudiando,Cali,Cabecera,1.0
604148,Hombre,38,Trabajando,Cali,Cabecera,1.0
604149,Hombre,56,Trabajando,Cali,Cabecera,2.0
604150,Mujer,21,Oficios del hogar,Cali,Cabecera,1.0
604150,Hombre,27,Trabajando,Cali,Cabecera,1.0
604150,Hombre,3,,Cali,Cabecera,1.0
604150,Hombre,6,,Cali,Cabecera,1.0
604151,Hombre,66,Pensionado,Cali,Cabecera,1.0
604151,Mujer,41,Oficios del hogar,Cali,Cabecera,1.0
604151,Hombre,21,Trabajando,Cali,Cabecera,1.0
604151,Hombre,10,,Cali,Cabecera,1.0
604152,Mujer,28,Trabajando,Cali,Cabecera,1.0
604152,Hombre,35,Trabajando,Cali,Cabecera,1.0
604152,Mujer,12,,Cali,Cabecera,1.0
604152,Mujer,3,,Cali,Cabecera,1.0
604153,Hombre,59,Trabajando,Cali,Cabecera,1.0
604153,Mujer,27,Trabajando,Cali,Cabecera,1.0
604153,Hombre,4,,Cali,Cabecera,1.0
604153,Mujer,48,Oficios del hogar,Cali,Cabecera,1.0
604154,Mujer,32,Oficios del hogar,Cali,Cabecera,1.0
604154,Hombre,31,Trabajando,Cali,Cabecera,1.0
604154,Mujer,13,,Cali,Cabecera,1.0
604154,Hombre,10,,Cali,Cabecera,1.0
604155,Hombre,25,Trabajando,Cali,Cabecera,1.0
604155,Mujer,22,Estudiando,Cali,Cabecera,1.0
604155,Mujer,1,,Cali,Cabecera,1.0
604156,Hombre,27,Buscando trabajo,Cali,Cabecera,2.0
604156,Hombre,5,,Cali,Cabecera,2.0
604156,Mujer,13,,Cali,Cabecera,2.0
604157,Hombre,26,Trabajando,Cali,Cabecera,1.0
604157,Mujer,24,Oficios del hogar,Cali,Cabecera,1.0
604157,Mujer,4,,Cali,Cabecera,1.0
604157,Hombre,2,,Cali,Cabecera,1.0
604158,Mujer,31,Trabajando,Cali,Cabecera,2.0
604158,Hombre,42,Trabajando,Cali,Cabecera,2.0
604158,Mujer,14,,Cali,Cabecera,2.0
604158,Hombre,10,,Cali,Cabecera,2.0
604159,Hombre,35,Trabajando,Cali,Cabecera,2.0
604159,Mujer,62,Oficios del hogar,Cali,Cabecera,2.0
604160,Hombre,62,Trabajando,Cali,Cabecera,2.0
604160,Mujer,54,Oficios del hogar,Cali,Cabecera,2.0
604160,Hombre,15,Estudiando,Cali,Cabecera,2.0
604160,Hombre,4,,Cali,Cabecera,2.0
604161,Hombre,35,Trabajando,Cali,Cabecera,2.0
604161,Mujer,37,Oficios del hogar,Cali,Cabecera,2.0
604161,Mujer,16,Estudiando,Cali,Cabecera,2.0
604161,Mujer,14,,Cali,Cabecera,2.0
604162,Hombre,56,Trabajando,Cali,Cabecera,2.0
604163,Mujer,28,Oficios del hogar,Cali,Cabecera,2.0
604163,Hombre,26,Trabajando,Cali,Cabecera,2.0
604164,Mujer,37,Trabajando,Cali,Cabecera,2.0
604164,Hombre,39,Trabajando,Cali,Cabecera,2.0
604164,Hombre,7,,Cali,Cabecera,2.0
604165,Mujer,17,Oficios del hogar,Cali,Cabecera,1.0
604165,Hombre,15,Trabajando,Cali,Cabecera,1.0
604165,Hombre,8,,Cali,Cabecera,1.0
604165,Mujer,16,Oficios del hogar,Cali,Cabecera,1.0
604165,Mujer,39,Trabajando,Cali,Cabecera,1.0
604165,Hombre,20,Trabajando,Cali,Cabecera,1.0
604166,Mujer,74,Oficios del hogar,Cali,Cabecera,2.0
604166,Hombre,32,Trabajando,Cali,Cabecera,2.0
604167,Mujer,43,Trabajando,Cali,Cabecera,1.0
604167,Hombre,17,Estudiando,Cali,Cabecera,1.0
604167,Mujer,22,Buscando trabajo,Cali,Cabecera,1.0
604167,Hombre,5,,Cali,Cabecera,1.0
604167,Mujer,3,,Cali,Cabecera,1.0
604168,Hombre,50,Trabajando,Cali,Cabecera,1.0
604168,Mujer,50,Trabajando,Cali,Cabecera,1.0
604168,Mujer,14,,Cali,Cabecera,1.0
604169,Mujer,32,Trabajando,Cali,Cabecera,1.0
604169,Hombre,37,Trabajando,Cali,Cabecera,1.0
604170,Mujer,47,Trabajando,Cali,Cabecera,1.0
604170,Hombre,53,Trabajando,Cali,Cabecera,1.0
604170,Mujer,28,Trabajando,Cali,Cabecera,1.0
604170,Mujer,24,Trabajando,Cali,Cabecera,1.0
604170,Mujer,10,,Cali,Cabecera,1.0
604170,Mujer,7,,Cali,Cabecera,1.0
604171,Mujer,52,Trabajando,Cali,Cabecera,2.0
604171,Hombre,72,Oficios del hogar,Cali,Cabecera,2.0
604171,Hombre,28,Trabajando,Cali,Cabecera,2.0
604171,Hombre,18,Estudiando,Cali,Cabecera,2.0
604172,Mujer,62,Oficios del hogar,Cali,Cabecera,1.0
604172,Mujer,72,Oficios del hogar,Cali,Cabecera,1.0
604173,Hombre,50,Trabajando,Cali,Cabecera,1.0
604173,Hombre,77,Buscando trabajo,Cali,Cabecera,1.0
604173,Hombre,61,Buscando trabajo,Cali,Cabecera,1.0
604173,Mujer,58,Oficios del hogar,Cali,Cabecera,1.0
604173,Mujer,53,Oficios del hogar,Cali,Cabecera,1.0
604173,Hombre,60,Trabajando,Cali,Cabecera,1.0
604173,Mujer,31,Buscando trabajo,Cali,Cabecera,1.0
604173,Mujer,13,,Cali,Cabecera,1.0
604175,Hombre,46,Trabajando,Cali,Cabecera,1.0
604175,Mujer,39,Oficios del hogar,Cali,Cabecera,1.0
604175,Mujer,9,,Cali,Cabecera,1.0
604175,Mujer,8,,Cali,Cabecera,1.0
604175,Mujer,22,Trabajando,Cali,Cabecera,1.0
604176,Hombre,65,Trabajando,Cali,Cabecera,1.0
604176,Mujer,72,Oficios del hogar,Cali,Cabecera,1.0
604176,Mujer,42,Buscando trabajo,Cali,Cabecera,1.0
604176,Mujer,26,Trabajando,Cali,Cabecera,1.0
604176,Mujer,23,Trabajando,Cali,Cabecera,1.0
604176,Hombre,22,Buscando trabajo,Cali,Cabecera,1.0
604177,Hombre,40,Trabajando,Cali,Cabecera,1.0
604177,Hombre,26,Trabajando,Cali,Cabecera,1.0
604178,Hombre,42,Trabajando,Cali,Cabecera,1.0
604179,Mujer,48,Oficios del hogar,Cali,Cabecera,2.0
604179,Mujer,26,Trabajando,Cali,Cabecera,2.0
604179,Mujer,15,Estudiando,Cali,Cabecera,2.0
604180,Mujer,26,Buscando trabajo,Cali,Cabecera,1.0
604180,Hombre,11,,Cali,Cabecera,1.0
604180,Hombre,9,,Cali,Cabecera,1.0
604181,Mujer,69,Pensionado,Cali,Cabecera,1.0
604182,Hombre,42,Trabajando,Cali,Cabecera,1.0
604182,Hombre,26,Trabajando,Cali,Cabecera,1.0
604183,Mujer,74,Oficios del hogar,Cali,Cabecera,2.0
604183,Mujer,48,Incapacitado permanente para trabajar,Cali,Cabecera,2.0
604184,Hombre,79,Trabajando,Cali,Cabecera,1.0
604185,Hombre,43,Trabajando,Cali,Cabecera,1.0
604185,Mujer,41,Trabajando,Cali,Cabecera,1.0
604185,Mujer,21,Estudiando,Cali,Cabecera,1.0
604185,Hombre,19,Estudiando,Cali,Cabecera,1.0
604186,Hombre,36,Incapacitado permanente para trabajar,Cali,Cabecera,1.0
604187,Hombre,67,Trabajando,Cali,Cabecera,1.0
604187,Hombre,33,Trabajando,Cali,Cabecera,1.0
604187,Hombre,26,Trabajando,Cali,Cabecera,1.0
604188,Mujer,28,Trabajando,Cali,Cabecera,1.0
604188,Mujer,22,Estudiando,Cali,Cabecera,1.0
604188,Hombre,26,Trabajando,Cali,Cabecera,1.0
604189,Hombre,39,Trabajando,Cali,Cabecera,1.0
604189,Hombre,13,,Cali,Cabecera,1.0
604189,Mujer,76,Incapacitado permanente para trabajar,Cali,Cabecera,1.0
604189,Hombre,54,Trabajando,Cali,Cabecera,1.0
604190,Mujer,74,Pensionado,Cali,Cabecera,1.0
604190,Hombre,33,Trabajando,Cali,Cabecera,1.0
604191,Mujer,74,Oficios del hogar,Cali,Cabecera,1.0
604191,Mujer,43,Incapacitado permanente para trabajar,Cali,Cabecera,1.0
604191,Hombre,20,Trabajando,Cali,Cabecera,1.0
604191,Hombre,44,Trabajando,Cali,Cabecera,1.0
604192,Hombre,39,Trabajando,Cali,Cabecera,1.0
604192,Mujer,33,Trabajando,Cali,Cabecera,1.0
604192,Mujer,16,Estudiando,Cali,Cabecera,1.0
604192,Hombre,10,,Cali,Cabecera,1.0
604193,Mujer,42,Trabajando,Cali,Cabecera,1.0
604193,Hombre,45,Trabajando,Cali,Cabecera,1.0
604193,Hombre,44,Trabajando,Cali,Cabecera,1.0
604194,Mujer,44,Trabajando,Cali,Cabecera,1.0
604194,Hombre,45,Trabajando,Cali,Cabecera,1.0
604194,Hombre,12,,Cali,Cabecera,1.0
604194,Mujer,9,,Cali,Cabecera,1.0
604195,Mujer,36,Trabajando,Cali,Cabecera,1.0
604195,Hombre,41,Trabajando,Cali,Cabecera,1.0
604196,Hombre,47,Trabajando,Cali,Cabecera,2.0
604196,Mujer,43,Trabajando,Cali,Cabecera,2.0
604196,Mujer,20,Trabajando,Cali,Cabecera,2.0
604197,Mujer,58,Trabajando,Cali,Cabecera,1.0
604197,Mujer,35,Trabajando,Cali,Cabecera,1.0
604197,Mujer,9,,Cali,Cabecera,1.0
604198,Mujer,90,Oficios del hogar,Cali,Cabecera,2.0
604199,Mujer,37,Trabajando,Cali,Cabecera,2.0
604199,Mujer,8,,Cali,Cabecera,2.0
604200,Mujer,6,,Cali,Cabecera,1.0
604200,Hombre,4,,Cali,Cabecera,1.0
604200,Hombre,75,Trabajando,Cali,Cabecera,1.0
604200,Mujer,73,Oficios del hogar,Cali,Cabecera,1.0
604200,Mujer,41,Trabajando,Cali,Cabecera,1.0
604200,Hombre,39,Estudiando,Cali,Cabecera,1.0
604200,Mujer,22,Estudiando,Cali,Cabecera,1.0
604200,Mujer,1,,Cali,Cabecera,1.0
604200,Mujer,24,Trabajando,Cali,Cabecera,1.0
604200,Hombre,5,,Cali,Cabecera,1.0
604200,Mujer,17,Estudiando,Cali,Cabecera,1.0
604201,Mujer,65,Oficios del hogar,Cali,Cabecera,2.0
604201,Mujer,43,Oficios del hogar,Cali,Cabecera,2.0
604201,Hombre,21,Estudiando,Cali,Cabecera,2.0
604201,Hombre,64,Pensionado,Cali,Cabecera,2.0
604202,Hombre,21,Trabajando,Cali,Cabecera,1.0
604203,Mujer,66,Oficios del hogar,Cali,Cabecera,1.0
604203,Hombre,39,Trabajando,Cali,Cabecera,1.0
604203,Hombre,73,Ocio,Cali,Cabecera,1.0
604203,Hombre,37,Oficios del hogar,Cali,Cabecera,1.0
604203,Mujer,38,Oficios del hogar,Cali,Cabecera,1.0
604203,Mujer,10,,Cali,Cabecera,1.0
604204,Hombre,50,Trabajando,Cali,Cabecera,1.0
604204,Mujer,38,Trabajando,Cali,Cabecera,1.0
604204,Hombre,18,Estudiando,Cali,Cabecera,1.0
604204,Hombre,13,,Cali,Cabecera,1.0
604205,Hombre,52,Trabajando,Cali,Cabecera,2.0
604205,Mujer,23,Oficios del hogar,Cali,Cabecera,2.0
604205,Hombre,26,Trabajando,Cali,Cabecera,2.0
604205,Hombre,59,Trabajando,Cali,Cabecera,2.0
604205,Mujer,50,Trabajando,Cali,Cabecera,2.0
604205,Hombre,24,Trabajando,Cali,Cabecera,2.0
604206,Mujer,69,Oficios del hogar,Cali,Cabecera,1.0
604207,Mujer,50,Oficios del hogar,Cali,Cabecera,1.0
604207,Mujer,30,Oficios del hogar,Cali,Cabecera,1.0
604207,Hombre,27,Trabajando,Cali,Cabecera,1.0
604207,Mujer,9,,Cali,Cabecera,1.0
604207,Hombre,5,,Cali,Cabecera,1.0
604207,Hombre,0,,Cali,Cabecera,1.0
604207,Hombre,0,,Cali,Cabecera,1.0
604207,Mujer,0,,Cali,Cabecera,1.0
604208,Mujer,20,Ocio,Cali,Cabecera,1.0
604208,Mujer,74,Oficios del hogar,Cali,Cabecera,1.0
604208,Hombre,54,Trabajando,Cali,Cabecera,1.0
604208,Hombre,72,Incapacitado permanente para trabajar,Cali,Cabecera,1.0
604209,Hombre,67,Pensionado,Cali,Cabecera,1.0
604209,Mujer,67,Oficios del hogar,Cali,Cabecera,1.0
604210,Hombre,62,Pensionado,Cali,Cabecera,1.0
604210,Mujer,57,Trabajando,Cali,Cabecera,1.0
604211,Hombre,40,Trabajando,Cali,Cabecera,2.0
604211,Mujer,10,,Cali,Cabecera,2.0
604212,Hombre,39,Trabajando,Cali,Cabecera,1.0
604212,Hombre,11,,Cali,Cabecera,1.0
604213,Hombre,62,Trabajando,Cali,Cabecera,1.0
604213,Mujer,63,Oficios del hogar,Cali,Cabecera,1.0
604213,Mujer,30,Buscando trabajo,Cali,Cabecera,1.0
604214,Mujer,34,Oficios del hogar,Cali,Cabecera,1.0
604214,Hombre,37,Trabajando,Cali,Cabecera,1.0
604214,Mujer,14,,Cali,Cabecera,1.0
604215,Hombre,51,Trabajando,Cali,Cabecera,1.0
604215,Mujer,31,Oficios del hogar,Cali,Cabecera,1.0
604215,Hombre,18,Estudiando,Cali,Cabecera,1.0
604215,Mujer,15,Estudiando,Cali,Cabecera,1.0
604215,Hombre,8,,Cali,Cabecera,1.0
604215,Hombre,6,,Cali,Cabecera,1.0
604215,Hombre,61,Trabajando,Cali,Cabecera,1.0
604216,Mujer,62,Oficios del hogar,Cali,Cabecera,1.0
604216,Hombre,62,Pensionado,Cali,Cabecera,1.0
604217,Mujer,30,Trabajando,Cali,Cabecera,1.0
604217,Mujer,18,Trabajando,Cali,Cabecera,1.0
604217,Mujer,3,,Cali,Cabecera,1.0
604218,Mujer,50,Trabajando,Cali,Cabecera,1.0
604218,Hombre,21,Trabajando,Cali,Cabecera,1.0
604218,Mujer,20,Trabajando,Cali,Cabecera,1.0
604218,Mujer,17,Estudiando,Cali,Cabecera,1.0
604218,Hombre,3,,Cali,Cabecera,1.0
604219,Hombre,14,,Cali,Cabecera,1.0
604219,Hombre,42,Trabajando,Cali,Cabecera,1.0
604220,Mujer,33,Trabajando,Cali,Cabecera,1.0
604220,Hombre,49,Trabajando,Cali,Cabecera,1.0
604220,Mujer,13,,Cali,Cabecera,1.0
604220,Hombre,9,,Cali,Cabecera,1.0
604221,Hombre,38,Trabajando,Cali,Cabecera,1.0
604221,Mujer,32,Oficios del hogar,Cali,Cabecera,1.0
604221,Mujer,15,Estudiando,Cali,Cabecera,1.0
604221,Mujer,13,,Cali,Cabecera,1.0
604222,Mujer,56,Trabajando,Cali,Cabecera,1.0
604222,Mujer,10,,Cali,Cabecera,1.0
604861,Mujer,55,Oficios del hogar,Medellín,Cabecera,3.0
604861,Hombre,57,Trabajando,Medellín,Cabecera,3.0
604861,Hombre,30,Trabajando,Medellín,Cabecera,3.0
604861,Mujer,28,Trabajando,Medellín,Cabecera,3.0
604861,Hombre,25,Trabajando,Medellín,Cabecera,3.0
604861,Mujer,23,Trabajando,Medellín,Cabecera,3.0
604861,Hombre,0,,Medellín,Cabecera,3.0
604862,Mujer,58,Trabajando,Medellín,Cabecera,3.0
604862,Mujer,61,Oficios del hogar,Medellín,Cabecera,3.0
604863,Mujer,54,Trabajando,Medellín,Cabecera,3.0
604863,Hombre,19,Trabajando,Medellín,Cabecera,3.0
604863,Mujer,18,Estudiando,Medellín,Cabecera,3.0
604864,Hombre,27,Trabajando,Medellín,Cabecera,3.0
604864,Hombre,0,,Medellín,Cabecera,3.0
604864,Mujer,31,Trabajando,Medellín,Cabecera,3.0
604864,Hombre,8,,Medellín,Cabecera,3.0
604864,Mujer,23,Estudiando,Medellín,Cabecera,3.0
604865,Hombre,36,Trabajando,Medellín,Cabecera,3.0
604865,Mujer,33,Trabajando,Medellín,Cabecera,3.0
604865,Mujer,4,,Medellín,Cabecera,3.0
604866,Hombre,55,Trabajando,Medellín,Cabecera,3.0
604866,Mujer,55,Trabajando,Medellín,Cabecera,3.0
604867,Mujer,89,Incapacitado permanente para trabajar,Medellín,Cabecera,3.0
604867,Hombre,59,Trabajando,Medellín,Cabecera,3.0
604868,Hombre,34,Trabajando,Medellín,Cabecera,3.0
604868,Mujer,33,Trabajando,Medellín,Cabecera,3.0
604868,Mujer,4,,Medellín,Cabecera,3.0
604869,Mujer,26,Trabajando,Medellín,Cabecera,3.0
604869,Hombre,34,Trabajando,Medellín,Cabecera,3.0
604869,Hombre,8,,Medellín,Cabecera,3.0
604870,Mujer,51,Trabajando,Medellín,Cabecera,3.0
604870,Hombre,30,Trabajando,Medellín,Cabecera,3.0
604870,Mujer,22,Trabajando,Medellín,Cabecera,3.0
604870,Hombre,19,Estudiando,Medellín,Cabecera,3.0
604871,Mujer,42,Trabajando,Medellín,Cabecera,3.0
604871,Mujer,23,Trabajando,Medellín,Cabecera,3.0
604871,Hombre,21,Trabajando,Medellín,Cabecera,3.0
604872,Mujer,60,Oficios del hogar,Medellín,Cabecera,3.0
604872,Mujer,32,Oficios del hogar,Medellín,Cabecera,3.0
604872,Hombre,11,,Medellín,Cabecera,3.0
604872,Hombre,6,,Medellín,Cabecera,3.0
604874,Hombre,37,Trabajando,Medellín,Cabecera,3.0
604874,Hombre,33,Trabajando,Medellín,Cabecera,3.0
604875,Mujer,53,Oficios del hogar,Medellín,Cabecera,3.0
604875,Hombre,21,Trabajando,Medellín,Cabecera,3.0
604875,Mujer,82,Oficios del hogar,Medellín,Cabecera,3.0
604875,Mujer,5,,Medellín,Cabecera,3.0
604876,Hombre,41,Trabajando,Medellín,Cabecera,3.0
604876,Mujer,40,Trabajando,Medellín,Cabecera,3.0
604876,Hombre,12,,Medellín,Cabecera,3.0
604877,Mujer,55,Oficios del hogar,Medellín,Cabecera,3.0
604877,Hombre,61,Trabajando,Medellín,Cabecera,3.0
604877,Mujer,86,Otra actividad,Medellín,Cabecera,3.0
604878,Mujer,47,Oficios del hogar,Medellín,Cabecera,3.0
604878,Hombre,52,Trabajando,Medellín,Cabecera,3.0
604878,Hombre,28,Trabajando,Medellín,Cabecera,3.0
604878,Hombre,24,Trabajando,Medellín,Cabecera,3.0
604879,Hombre,43,Trabajando,Medellín,Cabecera,3.0
604880,Mujer,56,Oficios del hogar,Medellín,Cabecera,3.0
604880,Mujer,28,Trabajando,Medellín,Cabecera,3.0
604880,Mujer,8,,Medellín,Cabecera,3.0
604880,Mujer,26,Oficios del hogar,Medellín,Cabecera,3.0
604880,Hombre,1,,Medellín,Cabecera,3.0
604880,Mujer,26,Trabajando,Medellín,Cabecera,3.0
604880,Mujer,7,,Medellín,Cabecera,3.0
604881,Mujer,38,Trabajando,Medellín,Cabecera,3.0
604881,Mujer,63,Oficios del hogar,Medellín,Cabecera,3.0
604881,Mujer,28,Trabajando,Medellín,Cabecera,3.0
604882,Hombre,83,Pensionado,Medellín,Cabecera,3.0
604882,Mujer,75,Oficios del hogar,Medellín,Cabecera,3.0
604883,Mujer,43,Oficios del hogar,Medellín,Cabecera,3.0
605506,Mujer,33,Trabajando,Bogotá,Cabecera,2.0
605506,Hombre,10,,Bogotá,Cabecera,2.0
605506,Hombre,1,,Bogotá,Cabecera,2.0
605507,Mujer,38,Buscando trabajo,Bogotá,Cabecera,2.0
605507,Mujer,57,Trabajando,Bogotá,Cabecera,2.0
605507,Hombre,35,Buscando trabajo,Bogotá,Cabecera,2.0
605507,Mujer,38,Buscando trabajo,Bogotá,Cabecera,2.0
605507,Hombre,43,Trabajando,Bogotá,Cabecera,2.0
605508,Mujer,56,Oficios del hogar,Bogotá,Cabecera,2.0
605508,Hombre,77,Pensionado,Bogotá,Cabecera,2.0
605508,Mujer,34,Trabajando,Bogotá,Cabecera,2.0
605508,Mujer,28,Trabajando,Bogotá,Cabecera,2.0
605508,Hombre,4,,Bogotá,Cabecera,2.0
605509,Mujer,40,Trabajando,Bogotá,Cabecera,2.0
605509,Hombre,16,Estudiando,Bogotá,Cabecera,2.0
605510,Hombre,53,Trabajando,Bogotá,Cabecera,1.0
605510,Mujer,49,Trabajando,Bogotá,Cabecera,1.0
605510,Mujer,22,Estudiando,Bogotá,Cabecera,1.0
605510,Mujer,16,Estudiando,Bogotá,Cabecera,1.0
605510,Mujer,12,,Bogotá,Cabecera,1.0
605511,Hombre,47,Trabajando,Bogotá,Cabecera,2.0
605512,Hombre,31,Trabajando,Bogotá,Cabecera,1.0
605513,Mujer,59,Trabajando,Bogotá,Cabecera,3.0
605513,Mujer,20,Estudiando,Bogotá,Cabecera,3.0
605514,Mujer,66,Pensionado,Bogotá,Cabecera,3.0
605515,Hombre,58,Trabajando,Bogotá,Cabecera,3.0
605515,Mujer,87,Pensionado,Bogotá,Cabecera,3.0
605515,Hombre,61,Buscando trabajo,Bogotá,Cabecera,3.0
605515,Hombre,25,Trabajando,Bogotá,Cabecera,3.0
605516,Mujer,75,Trabajando,Bogotá,Cabecera,3.0
605517,Hombre,42,Trabajando,Bogotá,Cabecera,2.0
605517,Mujer,29,Oficios del hogar,Bogotá,Cabecera,2.0
605517,Hombre,5,,Bogotá,Cabecera,2.0
605517,Mujer,3,,Bogotá,Cabecera,2.0
605518,Hombre,64,Pensionado,Bogotá,Cabecera,3.0
605518,Mujer,83,Oficios del hogar,Bogotá,Cabecera,3.0
605519,Hombre,44,Trabajando,Bogotá,Cabecera,3.0
605519,Mujer,44,Oficios del hogar,Bogotá,Cabecera,3.0
605520,Hombre,62,Trabajando,Bogotá,Cabecera,3.0
605521,Mujer,54,Trabajando,Bogotá,Cabecera,3.0
605521,Mujer,25,Estudiando,Bogotá,Cabecera,3.0
605522,Hombre,62,Trabajando,Bogotá,Cabecera,3.0
605523,Mujer,42,Trabajando,Bogotá,Cabecera,3.0
