DIRECTORIO,Sexo,Edad,Ocupacion,Ciudad,Clase,Estrato
601351,Hombre,45,Trabajando,Bogotá,Cabecera,2.0
601351,Hombre,84,Incapacitado permanente para trabajar,Bogotá,Cabecera,2.0
601352,Mujer,60,Trabajando,Bogotá,Cabecera,1.0
601352,Hombre,81,Incapacitado permanente para trabajar,Bogotá,Cabecera,1.0
601353,Hombre,58,Trabajando,Bogotá,Cabecera,3.0
601626,Mujer,47,Oficios del hogar,Cali,Cabecera,2.0
601627,Mujer,51,Oficios del hogar,Cali,Cabecera,2.0
601627,Hombre,18,Estudiando,Cali,Cabecera,2.0
601627,Mujer,25,Trabajando,Cali,Cabecera,2.0
601628,Mujer,65,Oficios del hogar,Cali,Cabecera,2.0
601628,Hombre,39,Trabajando,Cali,Cabecera,2.0
601629,Mujer,39,Trabajando,Cali,Cabecera,2.0
601629,Mujer,24,Trabajando,Cali,Cabecera,2.0
601629,Mujer,5,,Cali,Cabecera,2.0
601629,Mujer,73,Oficios del hogar,Cali,Cabecera,2.0
601630,Mujer,45,Trabajando,Cali,Cabecera,2.0
601630,Mujer,11,,Cali,Cabecera,2.0
601630,Mujer,26,Oficios del hogar,Cali,Cabecera,2.0
601630,Hombre,25,Trabajando,Cali,Cabecera,2.0
601630,Hombre,3,,Cali,Cabecera,2.0
601631,Mujer,29,Trabajando,Cali,Cabecera,2.0
601631,Hombre,27,Trabajando,Cali,Cabecera,2.0
601631,Mujer,10,,Cali,Cabecera,2.0
601632,Mujer,31,Oficios del hogar,Cali,Cabecera,2.0
601632,Hombre,4,,Cali,Cabecera,2.0
601632,Mujer,2,,Cali,Cabecera,2.0
601632,Hombre,50,Trabajando,Cali,Cabecera,2.0
601633,Mujer,64,Oficios del hogar,Cali,Cabecera,2.0
601633,Hombre,84,Pensionado,Cali,Cabecera,2.0
601633,Mujer,30,Trabajando,Cali,Cabecera,2.0
601633,Hombre,12,,Cali,Cabecera,2.0
601634,Hombre,42,Trabajando,Cali,Cabecera,2.0
601634,Mujer,40,Oficios del hogar,Cali,Cabecera,2.0
601635,Hombre,33,Trabajando,Cali,Cabecera,2.0
601635,Mujer,31,Trabajando,Cali,Cabecera,2.0
601635,Mujer,6,,Cali,Cabecera,2.0
601635,Mujer,1,,Cali,Cabecera,2.0
601636,Mujer,63,Trabajando,Cali,Cabecera,2.0
601636,Hombre,80,Trabajando,Cali,Cabecera,2.0
601636,Hombre,40,Trabajando,Cali,Cabecera,2.0
601636,Mujer,40,Trabajando,Cali,Cabecera,2.0
601636,Mujer,2,,Cali,Cabecera,2.0
601637,Hombre,47,Trabajando,Cali,Cabecera,2.0
601637,Mujer,37,Oficios del hogar,Cali,Cabecera,2.0
601637,Hombre,15,Estudiando,Cali,Cabecera,2.0
601637,Hombre,11,,Cali,Cabecera,2.0
601637,Mujer,7,,Cali,Cabecera,2.0
601638,Hombre,63,Buscando trabajo,Cali,Cabecera,2.0
601638,Mujer,59,Oficios del hogar,Cali,Cabecera,2.0
601638,Mujer,28,Trabajando,Cali,Cabecera,2.0
601638,Hombre,17,Trabajando,Cali,Cabecera,2.0
601638,Hombre,17,Estudiando,Cali,Cabecera,2.0
601639,Hombre,57,Trabajando,Cali,Cabecera,2.0
601639,Mujer,53,Oficios del hogar,Cali,Cabecera,2.0
601639,Hombre,16,Trabajando,Cali,Cabecera,2.0
601639,Mujer,22,Trabajando,Cali,Cabecera,2.0
601639,Mujer,7,,Cali,Cabecera,2.0
601639,Hombre,5,,Cali,Cabecera,2.0
601640,Mujer,39,Trabajando,Cali,Cabecera,2.0
601640,Hombre,18,Estudiando,Cali,Cabecera,2.0
601640,Mujer,14,,Cali,Cabecera,2.0
601641,Mujer,59,Trabajando,Cali,Cabecera,2.0
601641,Mujer,30,Trabajando,Cali,Cabecera,2.0
601641,Mujer,12,,Cali,Cabecera,2.0
601642,Hombre,32,Trabajando,Cali,Cabecera,2.0
602170,Hombre,43,Trabajando,Bogotá,Cabecera,2.0
602170,Mujer,42,Oficios del hogar,Bogotá,Cabecera,2.0
602170,Hombre,14,,Bogotá,Cabecera,2.0
602170,Mujer,12,,Bogotá,Cabecera,2.0
602170,Hombre,73,Incapacitado permanente para trabajar,Bogotá,Cabecera,2.0
602171,Mujer,38,Trabajando,Bogotá,Cabecera,2.0
602171,Hombre,21,Estudiando,Bogotá,Cabecera,2.0
602171,Mujer,11,,Bogotá,Cabecera,2.0
602172,Mujer,56,Trabajando,Bogotá,Cabecera,2.0
602172,Mujer,20,Trabajando,Bogotá,Cabecera,2.0
602174,Hombre,21,Estudiando,Bogotá,Cabecera,1.0
602175,Mujer,65,Trabajando,Bogotá,Cabecera,2.0
602176,Mujer,37,Oficios del hogar,Bogotá,Cabecera,1.0
602176,Hombre,40,Trabajando,Bogotá,Cabecera,1.0
602176,Hombre,20,Buscando trabajo,Bogotá,Cabecera,1.0
602176,Hombre,15,Estudiando,Bogotá,Cabecera,1.0
602176,Hombre,13,,Bogotá,Cabecera,1.0
602178,Hombre,50,Trabajando,Bogotá,Cabecera,2.0
602180,Hombre,60,Buscando trabajo,Bogotá,Cabecera,1.0
602180,Mujer,60,Oficios del hogar,Bogotá,Cabecera,1.0
602181,Mujer,66,Incapacitado permanente para trabajar,Bogotá,Cabecera,2.0
602183,Mujer,64,Oficios del hogar,Bogotá,Cabecera,2.0
602183,Mujer,27,Otra actividad,Bogotá,Cabecera,2.0
602184,Mujer,71,Otra actividad,Bogotá,Cabecera,2.0
602185,Mujer,44,Trabajando,Bogotá,Cabecera,2.0
602185,Mujer,16,Estudiando,Bogotá,Cabecera,2.0
602185,Mujer,14,,Bogotá,Cabecera,2.0
602185,Mujer,12,,Bogotá,Cabecera,2.0
602371,Mujer,40,Trabajando,Cali,Cabecera,2.0
602371,Mujer,14,,Cali,Cabecera,2.0
602371,Mujer,6,,Cali,Cabecera,2.0
602373,Mujer,40,Trabajando,Cali,Cabecera,2.0
602373,Hombre,24,Trabajando,Cali,Cabecera,2.0
602373,Mujer,17,Estudiando,Cali,Cabecera,2.0
602374,Hombre,71,Pensionado,Cali,Cabecera,2.0
602374,Mujer,67,Oficios del hogar,Cali,Cabecera,2.0
602375,Hombre,67,Buscando trabajo,Cali,Cabecera,2.0
602375,Mujer,64,Oficios del hogar,Cali,Cabecera,2.0
602375,Mujer,40,Oficios del hogar,Cali,Cabecera,2.0
602375,Hombre,15,Estudiando,Cali,Cabecera,2.0
602375,Hombre,11,,Cali,Cabecera,2.0
602376,Mujer,48,Oficios del hogar,Cali,Cabecera,2.0
602376,Hombre,29,Trabajando,Cali,Cabecera,2.0
602376,Mujer,14,,Cali,Cabecera,2.0
602377,Mujer,44,Trabajando,Cali,Cabecera,2.0
602377,Hombre,48,Trabajando,Cali,Cabecera,2.0
602377,Mujer,79,Oficios del hogar,Cali,Cabecera,2.0
602377,Hombre,24,Trabajando,Cali,Cabecera,2.0
602377,Mujer,18,Trabajando,Cali,Cabecera,2.0
602377,Hombre,1,,Cali,Cabecera,2.0
602378,Mujer,78,Pensionado,Cali,Cabecera,3.0
602378,Hombre,57,Trabajando,Cali,Cabecera,3.0
602378,Mujer,56,Oficios del hogar,Cali,Cabecera,3.0
602378,Hombre,33,Trabajando,Cali,Cabecera,3.0
602379,Mujer,30,Trabajando,Cali,Cabecera,2.0
602379,Hombre,13,,Cali,Cabecera,2.0
602381,Mujer,38,Trabajando,Cali,Cabecera,2.0
602381,Hombre,16,Estudiando,Cali,Cabecera,2.0
602382,Hombre,51,Trabajando,Cali,Cabecera,2.0
602384,Mujer,58,Trabajando,Cali,Cabecera,2.0
602384,Hombre,61,Oficios del hogar,Cali,Cabecera,2.0
602385,Mujer,71,Oficios del hogar,Cali,Cabecera,2.0
602385,Hombre,40,Trabajando,Cali,Cabecera,2.0
602386,Mujer,41,Trabajando,Cali,Cabecera,2.0
602386,Mujer,17,Estudiando,Cali,Cabecera,2.0
602387,Hombre,19,Estudiando,Cali,Cabecera,2.0
602387,Hombre,7,,Cali,Cabecera,2.0
602387,Hombre,41,Trabajando,Cali,Cabecera,2.0
602387,Mujer,38,Oficios del hogar,Cali,Cabecera,2.0
602388,Mujer,26,Trabajando,Cali,Cabecera,2.0
602388,Mujer,5,,Cali,Cabecera,2.0
602388,Mujer,7,,Cali,Cabecera,2.0
602389,Mujer,42,Trabajando,Cali,Cabecera,2.0
602389,Hombre,42,Trabajando,Cali,Cabecera,2.0
602389,Hombre,16,Estudiando,Cali,Cabecera,2.0
602389,Hombre,9,,Cali,Cabecera,2.0
602711,Hombre,82,Pensionado,Medellín,Cabecera,3.0
602711,Mujer,61,Oficios del hogar,Medellín,Cabecera,3.0
602712,Mujer,49,Oficios del hogar,Medellín,Cabecera,3.0
602712,Mujer,22,Estudiando,Medellín,Cabecera,3.0
602713,Hombre,56,Trabajando,Medellín,Cabecera,3.0
602713,Mujer,47,Oficios del hogar,Medellín,Cabecera,3.0
602714,Hombre,68,Pensionado,Medellín,Cabecera,3.0
602715,Mujer,55,Trabajando,Medellín,Cabecera,3.0
602715,Mujer,65,Oficios del hogar,Medellín,Cabecera,3.0
602715,Hombre,10,,Medellín,Cabecera,3.0
603425,Mujer,67,Trabajando,Bogotá,Cabecera,2.0
603425,Hombre,26,Trabajando,Bogotá,Cabecera,2.0
603426,Hombre,30,Trabajando,Bogotá,Cabecera,1.0
603426,Mujer,28,Trabajando,Bogotá,Cabecera,1.0
603428,Hombre,63,Pensionado,Bogotá,Cabecera,1.0
603428,Hombre,37,Trabajando,Bogotá,Cabecera,1.0
603428,Hombre,17,Estudiando,Bogotá,Cabecera,1.0
603428,Mujer,33,Trabajando,Bogotá,Cabecera,1.0
603429,Mujer,39,Oficios del hogar,Bogotá,Cabecera,1.0
603429,Hombre,47,Trabajando,Bogotá,Cabecera,1.0
603429,Hombre,21,Trabajando,Bogotá,Cabecera,1.0
603429,Hombre,12,,Bogotá,Cabecera,1.0
603429,Hombre,71,Trabajando,Bogotá,Cabecera,1.0
603430,Hombre,79,Pensionado,Bogotá,Cabecera,2.0
603430,Mujer,48,Oficios del hogar,Bogotá,Cabecera,2.0
603431,Mujer,48,Trabajando,Bogotá,Cabecera,1.0
603431,Hombre,35,Trabajando,Bogotá,Cabecera,1.0
603431,Mujer,18,Estudiando,Bogotá,Cabecera,1.0
603431,Mujer,29,Trabajando,Bogotá,Cabecera,1.0
603431,Mujer,10,,Bogotá,Cabecera,1.0
603431,Mujer,5,,Bogotá,Cabecera,1.0
603432,Hombre,31,Trabajando,Bogotá,Cabecera,1.0
603432,Mujer,29,Oficios del hogar,Bogotá,Cabecera,1.0
603432,Mujer,9,,Bogotá,Cabecera,1.0
603432,Hombre,4,,Bogotá,Cabecera,1.0
603434,Mujer,50,Trabajando,Bogotá,Cabecera,1.0
603435,Mujer,63,Otra actividad,Bogotá,Cabecera,1.0
603436,Hombre,47,Trabajando,Bogotá,Cabecera,2.0
603436,Mujer,63,Buscando trabajo,Bogotá,Cabecera,2.0
603437,Hombre,44,Incapacitado permanente para trabajar,Bogotá,Cabecera,2.0
603437,Mujer,48,Trabajando,Bogotá,Cabecera,2.0
603437,Hombre,10,,Bogotá,Cabecera,2.0
603438,Hombre,63,Trabajando,Bogotá,Cabecera,2.0
603438,Mujer,88,Oficios del hogar,Bogotá,Cabecera,2.0
603439,Mujer,57,Oficios del hogar,Bogotá,Cabecera,1.0
603439,Hombre,62,Trabajando,Bogotá,Cabecera,1.0
603439,Hombre,28,Trabajando,Bogotá,Cabecera,1.0
603440,Hombre,55,Trabajando,Bogotá,Cabecera,1.0
603440,Mujer,50,Incapacitado permanente para trabajar,Bogotá,Cabecera,1.0
603440,Hombre,32,Trabajando,Bogotá,Cabecera,1.0
603440,Hombre,25,Buscando trabajo,Bogotá,Cabecera,1.0
603441,Mujer,18,Trabajando,Bogotá,Cabecera,1.0
603441,Mujer,35,Trabajando,Bogotá,Cabecera,1.0
603441,Mujer,17,Estudiando,Bogotá,Cabecera,1.0
603441,Hombre,9,,Bogotá,Cabecera,1.0
603442,Hombre,28,Buscando trabajo,Bogotá,Cabecera,2.0
603442,Mujer,25,Trabajando,Bogotá,Cabecera,2.0
603443,Mujer,65,Oficios del hogar,Bogotá,Cabecera,1.0
603443,Hombre,24,Buscando trabajo,Bogotá,Cabecera,1.0
603444,Hombre,44,Oficios del hogar,Bogotá,Cabecera,1.0
603444,Mujer,39,Trabajando,Bogotá,Cabecera,1.0
603444,Hombre,2,,Bogotá,Cabecera,1.0
603444,Mujer,0,,Bogotá,Cabecera,1.0
603445,Mujer,88,Incapacitado permanente para trabajar,Bogotá,Cabecera,1.0
603445,Hombre,92,Incapacitado permanente para trabajar,Bogotá,Cabecera,1.0
603445,Hombre,50,Incapacitado permanente para trabajar,Bogotá,Cabecera,1.0
603446,Mujer,24,Trabajando,Bogotá,Cabecera,2.0
603446,Hombre,30,Trabajando,Bogotá,Cabecera,2.0
603446,Hombre,4,,Bogotá,Cabecera,2.0
603447,Mujer,68,Oficios del hogar,Bogotá,Cabecera,2.0
603447,Mujer,31,Trabajando,Bogotá,Cabecera,2.0
603447,Hombre,33,Trabajando,Bogotá,Cabecera,2.0
603447,Hombre,7,,Bogotá,Cabecera,2.0
603447,Mujer,5,,Bogotá,Cabecera,2.0
603447,Mujer,3,,Bogotá,Cabecera,2.0
603448,Hombre,70,Pensionado,Bogotá,Cabecera,2.0
603448,Mujer,68,Oficios del hogar,Bogotá,Cabecera,2.0
603449,Mujer,32,Trabajando,Bogotá,Cabecera,2.0
603450,Mujer,58,Trabajando,Bogotá,Cabecera,2.0
603451,Hombre,57,Trabajando,Bogotá,Cabecera,2.0
603451,Mujer,55,Oficios del hogar,Bogotá,Cabecera,2.0
603451,Mujer,27,Trabajando,Bogotá,Cabecera,2.0
603451,Hombre,9,,Bogotá,Cabecera,2.0
603451,Hombre,33,Trabajando,Bogotá,Cabecera,2.0
603451,Hombre,24,Trabajando,Bogotá,Cabecera,2.0
603453,Hombre,20,Trabajando,Bogotá,Cabecera,1.0
603454,Mujer,27,Oficios del hogar,Bogotá,Cabecera,2.0
603454,Hombre,29,Trabajando,Bogotá,Cabecera,2.0
603454,Mujer,8,,Bogotá,Cabecera,2.0
603455,Mujer,56,Oficios del hogar,Bogotá,Cabecera,2.0
603455,Hombre,27,Buscando trabajo,Bogotá,Cabecera,2.0
603455,Mujer,24,Trabajando,Bogotá,Cabecera,2.0
603455,Hombre,20,Buscando trabajo,Bogotá,Cabecera,2.0
603455,Hombre,26,Buscando trabajo,Bogotá,Cabecera,2.0
603455,Mujer,22,Trabajando,Bogotá,Cabecera,2.0
603455,Hombre,3,,Bogotá,Cabecera,2.0
603455,Hombre,43,Buscando trabajo,Bogotá,Cabecera,2.0
603456,Mujer,65,Oficios del hogar,Bogotá,Cabecera,2.0
603456,Hombre,68,Pensionado,Bogotá,Cabecera,2.0
603457,Hombre,30,Oficios del hogar,Bogotá,Cabecera,2.0
603457,Hombre,34,Trabajando,Bogotá,Cabecera,2.0
603457,Hombre,37,Trabajando,Bogotá,Cabecera,2.0
603457,Hombre,3,,Bogotá,Cabecera,2.0
603457,Mujer,0,,Bogotá,Cabecera,2.0
603458,Mujer,59,Otra actividad,Bogotá,Cabecera,2.0
603458,Mujer,24,Trabajando,Bogotá,Cabecera,2.0
603458,Hombre,17,Estudiando,Bogotá,Cabecera,2.0
603459,Mujer,2,,Bogotá,Cabecera,1.0
603459,Mujer,19,Trabajando,Bogotá,Cabecera,1.0
603460,Mujer,34,Trabajando,Bogotá,Cabecera,2.0
603460,Hombre,10,,Bogotá,Cabecera,2.0
603460,Mujer,7,,Bogotá,Cabecera,2.0
603461,Hombre,55,Trabajando,Bogotá,Cabecera,2.0
603461,Hombre,21,Trabajando,Bogotá,Cabecera,2.0
603462,Mujer,62,Trabajando,Bogotá,Cabecera,2.0
603463,Mujer,53,Oficios del hogar,Bogotá,Cabecera,2.0
603463,Mujer,37,Trabajando,Bogotá,Cabecera,2.0
603463,Mujer,13,,Bogotá,Cabecera,2.0
603464,Hombre,51,Trabajando,Bogotá,Cabecera,2.0
603465,Hombre,32,Trabajando,Bogotá,Cabecera,1.0
603465,Mujer,31,Oficios del hogar,Bogotá,Cabecera,1.0
603465,Hombre,14,,Bogotá,Cabecera,1.0
603465,Mujer,7,,Bogotá,Cabecera,1.0
603466,Hombre,60,Pensionado,Bogotá,Cabecera,2.0
603466,Mujer,56,Oficios del hogar,Bogotá,Cabecera,2.0
603467,Mujer,45,Trabajando,Bogotá,Cabecera,2.0
603467,Mujer,26,Trabajando,Bogotá,Cabecera,2.0
603467,Mujer,19,Trabajando,Bogotá,Cabecera,2.0
603467,Mujer,17,Estudiando,Bogotá,Cabecera,2.0
603468,Mujer,29,Trabajando,Bogotá,Cabecera,2.0
603468,Hombre,30,Trabajando,Bogotá,Cabecera,2.0
603468,Hombre,13,,Bogotá,Cabecera,2.0
603468,Hombre,8,,Bogotá,Cabecera,2.0
603469,Hombre,39,Trabajando,Bogotá,Cabecera,2.0
603470,Mujer,80,Trabajando,Bogotá,Cabecera,2.0
603470,Hombre,53,Trabajando,Bogotá,Cabecera,2.0
603471,Hombre,61,Pensionado,Bogotá,Cabecera,2.0
603471,Mujer,60,Oficios del hogar,Bogotá,Cabecera,2.0
603473,Hombre,30,Trabajando,Bogotá,Cabecera,2.0
603473,Mujer,61,Trabajando,Bogotá,Cabecera,2.0
603473,Hombre,9,,Bogotá,Cabecera,2.0
603474,Hombre,59,Trabajando,Bogotá,Cabecera,2.0
603474,Mujer,60,Oficios del hogar,Bogotá,Cabecera,2.0
603475,Hombre,49,Trabajando,Bogotá,Cabecera,2.0
603475,Mujer,49,Oficios del hogar,Bogotá,Cabecera,2.0
603475,Hombre,14,,Bogotá,Cabecera,2.0
603476,Mujer,65,Buscando trabajo,Bogotá,Cabecera,2.0
603476,Hombre,22,Trabajando,Bogotá,Cabecera,2.0
603476,Hombre,45,Trabajando,Bogotá,Cabecera,2.0
603477,Hombre,66,Otra actividad,Bogotá,Cabecera,1.0
603477,Mujer,62,Trabajando,Bogotá,Cabecera,1.0
603477,Hombre,32,Trabajando,Bogotá,Cabecera,1.0
603478,Mujer,41,Trabajando,Bogotá,Cabecera,2.0
603478,Hombre,42,Trabajando,Bogotá,Cabecera,2.0
603479,Mujer,45,Oficios del hogar,Bogotá,Cabecera,2.0
603479,Hombre,31,Oficios del hogar,Bogotá,Cabecera,2.0
603480,Mujer,46,Buscando trabajo,Bogotá,Cabecera,2.0
603480,Mujer,25,Trabajando,Bogotá,Cabecera,2.0
603480,Mujer,23,Trabajando,Bogotá,Cabecera,2.0
603481,Hombre,38,Trabajando,Bogotá,Cabecera,2.0
603481,Mujer,41,Trabajando,Bogotá,Cabecera,2.0
603482,Mujer,59,Trabajando,Bogotá,Cabecera,2.0
603482,Mujer,10,,Bogotá,Cabecera,2.0
603482,Mujer,77,Incapacitado permanente para trabajar,Bogotá,Cabecera,2.0
603483,Mujer,44,Trabajando,Bogotá,Cabecera,2.0
603483,Hombre,48,Trabajando,Bogotá,Cabecera,2.0
603483,Mujer,25,Trabajando,Bogotá,Cabecera,2.0
603483,Mujer,23,Trabajando,Bogotá,Cabecera,2.0
603484,Mujer,33,Trabajando,Bogotá,Cabecera,2.0
603484,Mujer,14,,Bogotá,Cabecera,2.0
603484,Hombre,7,,Bogotá,Cabecera,2.0
603485,Mujer,27,Trabajando,Bogotá,Cabecera,2.0
603485,Mujer,73,Incapacitado permanente para trabajar,Bogotá,Cabecera,2.0
603485,Hombre,8,,Bogotá,Cabecera,2.0
603485,Hombre,6,,Bogotá,Cabecera,2.0
603485,Hombre,2,,Bogotá,Cabecera,2.0
603486,Hombre,43,Trabajando,Bogotá,Cabecera,2.0
603486,Hombre,8,,Bogotá,Cabecera,2.0
603487,Hombre,68,Pensionado,Bogotá,Cabecera,2.0
603487,Mujer,67,Oficios del hogar,Bogotá,Cabecera,2.0
603488,Hombre,38,Oficios del hogar,Bogotá,Cabecera,2.0
603488,Mujer,62,Ocio,Bogotá,Cabecera,2.0
603489,Mujer,66,Oficios del hogar,Bogotá,Cabecera,2.0
603489,Mujer,44,Trabajando,Bogotá,Cabecera,2.0
603489,Hombre,10,,Bogotá,Cabecera,2.0
603490,Mujer,41,Oficios del hogar,Bogotá,Cabecera,2.0
603490,Hombre,24,Trabajando,Bogotá,Cabecera,2.0
603490,Hombre,21,Trabajando,Bogotá,Cabecera,2.0
603491,Hombre,53,Trabajando,Bogotá,Cabecera,2.0
603491,Mujer,25,Trabajando,Bogotá,Cabecera,2.0
603492,Mujer,60,Trabajando,Bogotá,Cabecera,2.0
603492,Hombre,42,Trabajando,Bogotá,Cabecera,2.0
603492,Mujer,26,Oficios del hogar,Bogotá,Cabecera,2.0
603493,Mujer,41,Buscando trabajo,Bogotá,Cabecera,1.0
603493,Mujer,65,Oficios del hogar,Bogotá,Cabecera,1.0
603493,Mujer,22,Buscando trabajo,Bogotá,Cabecera,1.0
603493,Mujer,19,Buscando trabajo,Bogotá,Cabecera,1.0
603493,Hombre,14,,Bogotá,Cabecera,1.0
603494,Hombre,77,Pensionado,Bogotá,Cabecera,2.0
603494,Mujer,70,Oficios del hogar,Bogotá,Cabecera,2.0
603495,Mujer,68,Oficios del hogar,Bogotá,Cabecera,1.0
603495,Hombre,34,Incapacitado permanente para trabajar,Bogotá,Cabecera,1.0
603495,Hombre,70,Pensionado,Bogotá,Cabecera,1.0
603496,Hombre,41,Trabajando,Bogotá,Cabecera,1.0
603496,Hombre,33,Trabajando,Bogotá,Cabecera,1.0
603496,Mujer,32,Oficios del hogar,Bogotá,Cabecera,1.0
603496,Hombre,71,Oficios del hogar,Bogotá,Cabecera,1.0
603496,Mujer,71,Oficios del hogar,Bogotá,Cabecera,1.0
603497,Mujer,32,Trabajando,Bogotá,Cabecera,1.0
603497,Hombre,32,Trabajando,Bogotá,Cabecera,1.0
603497,Hombre,6,,Bogotá,Cabecera,1.0
603497,Hombre,10,,Bogotá,Cabecera,1.0
603498,Hombre,59,Trabajando,Bogotá,Cabecera,1.0
603498,Mujer,54,Oficios del hogar,Bogotá,Cabecera,1.0
603498,Mujer,25,Estudiando,Bogotá,Cabecera,1.0
603498,Mujer,7,,Bogotá,Cabecera,1.0
603499,Hombre,30,Trabajando,Bogotá,Cabecera,1.0
603499,Hombre,11,,Bogotá,Cabecera,1.0
603500,Mujer,36,Trabajando,Bogotá,Cabecera,1.0
603500,Mujer,7,,Bogotá,Cabecera,1.0
603501,Hombre,33,Trabajando,Bogotá,Cabecera,1.0
603501,Mujer,33,Trabajando,Bogotá,Cabecera,1.0
603501,Hombre,10,,Bogotá,Cabecera,1.0
603501,Hombre,61,Pensionado,Bogotá,Cabecera,1.0
603501,Mujer,56,Oficios del hogar,Bogotá,Cabecera,1.0
603503,Mujer,55,Trabajando,Bogotá,Cabecera,1.0
603503,Hombre,60,Oficios del hogar,Bogotá,Cabecera,1.0
603503,Mujer,26,Trabajando,Bogotá,Cabecera,1.0
603503,Mujer,24,Trabajando,Bogotá,Cabecera,1.0
603503,Hombre,19,Estudiando,Bogotá,Cabecera,1.0
603506,Hombre,37,Trabajando,Bogotá,Cabecera,2.0
603506,Mujer,35,Oficios del hogar,Bogotá,Cabecera,2.0
603506,Mujer,14,,Bogotá,Cabecera,2.0
603506,Hombre,7,,Bogotá,Cabecera,2.0
603506,Hombre,5,,Bogotá,Cabecera,2.0
603507,Hombre,43,Trabajando,Bogotá,Cabecera,2.0
603507,Mujer,46,Oficios del hogar,Bogotá,Cabecera,2.0
603507,Mujer,24,Oficios del hogar,Bogotá,Cabecera,2.0
603507,Mujer,2,,Bogotá,Cabecera,2.0
603509,Hombre,2,,Bogotá,Cabecera,2.0
603509,Hombre,31,Trabajando,Bogotá,Cabecera,2.0
603509,Mujer,26,Oficios del hogar,Bogotá,Cabecera,2.0
603509,Mujer,9,,Bogotá,Cabecera,2.0
603509,Mujer,5,,Bogotá,Cabecera,2.0
603512,Hombre,25,Trabajando,Bogotá,Cabecera,1.0
603512,Mujer,27,Otra actividad,Bogotá,Cabecera,1.0
603512,Hombre,8,,Bogotá,Cabecera,1.0
603512,Hombre,4,,Bogotá,Cabecera,1.0
603512,Hombre,0,,Bogotá,Cabecera,1.0
603513,Hombre,42,Trabajando,Bogotá,Cabecera,1.0
603513,Mujer,37,Trabajando,Bogotá,Cabecera,1.0
603513,Hombre,20,Buscando trabajo,Bogotá,Cabecera,1.0
603513,Hombre,9,,Bogotá,Cabecera,1.0
603514,Hombre,43,Trabajando,Bogotá,Cabecera,1.0
603514,Mujer,26,Trabajando,Bogotá,Cabecera,1.0
603515,Hombre,62,Trabajando,Bogotá,Cabecera,2.0
603515,Hombre,22,Estudiando,Bogotá,Cabecera,2.0
603515,Mujer,59,Oficios del hogar,Bogotá,Cabecera,2.0
603516,Mujer,65,Oficios del hogar,Bogotá,Cabecera,2.0
603516,Hombre,32,Trabajando,Bogotá,Cabecera,2.0
603516,Hombre,32,Trabajando,Bogotá,Cabecera,2.0
604101,Hombre,65,Trabajando,Cali,Cabecera,2.0
604102,Hombre,64,Trabajando,Cali,Cabecera,2.0
604103,Hombre,42,Trabajando,Cali,Cabecera,2.0
604103,Mujer,42,Trabajando,Cali,Cabecera,2.0
604103,Hombre,20,Estudiando,Cali,Cabecera,2.0
604104,Hombre,81,Pensionado,Cali,Cabecera,2.0
604104,Mujer,79,Oficios del hogar,Cali,Cabecera,2.0
604104,Hombre,54,Trabajando,Cali,Cabecera,2.0
604105,Mujer,74,Oficios del hogar,Cali,Cabecera,2.0
604105,Hombre,32,Trabajando,Cali,Cabecera,2.0
604106,Hombre,36,Trabajando,Cali,Cabecera,2.0
604106,Mujer,41,Oficios del hogar,Cali,Cabecera,2.0
604106,Mujer,3,,Cali,Cabecera,2.0
604107,Mujer,69,Trabajando,Cali,Cabecera,2.0
604108,Mujer,50,Trabajando,Cali,Cabecera,2.0
604108,Mujer,52,Trabajando,Cali,Cabecera,2.0
604109,Mujer,40,Trabajando,Cali,Cabecera,2.0
604109,Hombre,24,Oficios del hogar,Cali,Cabecera,2.0
604109,Hombre,16,Estudiando,Cali,Cabecera,2.0
604109,Hombre,14,,Cali,Cabecera,2.0
604109,Mujer,12,,Cali,Cabecera,2.0
604109,Mujer,9,,Cali,Cabecera,2.0
604110,Hombre,51,Trabajando,Cali,Cabecera,2.0
604110,Mujer,52,Oficios del hogar,Cali,Cabecera,2.0
604111,Hombre,64,Pensionado,Cali,Cabecera,1.0
604111,Mujer,60,Oficios del hogar,Cali,Cabecera,1.0
604112,Mujer,76,Pensionado,Cali,Cabecera,1.0
604113,Mujer,26,Trabajando,Cali,Cabecera,2.0
604113,Mujer,29,Oficios del hogar,Cali,Cabecera,2.0
604113,Mujer,9,,Cali,Cabecera,2.0
604113,Hombre,6,,Cali,Cabecera,2.0
604113,Mujer,3,,Cali,Cabecera,2.0
604114,Mujer,58,Trabajando,Cali,Cabecera,1.0
604114,Mujer,33,Trabajando,Cali,Cabecera,1.0
604114,Hombre,5,,Cali,Cabecera,1.0
604114,Mujer,0,,Cali,Cabecera,1.0
604115,Mujer,67,Oficios del hogar,Cali,Cabecera,1.0
604116,Mujer,35,Buscando trabajo,Cali,Cabecera,1.0
604116,Mujer,16,Oficios del hogar,Cali,Cabecera,1.0
604116,Hombre,15,Oficios del hogar,Cali,Cabecera,1.0
604116,Mujer,12,,Cali,Cabecera,1.0
604116,Hombre,6,,Cali,Cabecera,1.0
604116,Mujer,1,,Cali,Cabecera,1.0
604117,Hombre,12,,Cali,Cabecera,2.0
604117,Hombre,8,,Cali,Cabecera,2.0
604117,Hombre,12,,Cali,Cabecera,2.0
604117,Mujer,40,Oficios del hogar,Cali,Cabecera,2.0
