Sexo,Edad,Ocupacion,DIRECTORIO_new,Aporte_policia,Aporte_fuerzas_armadas,Aporte_alcaldia,Aporte_justicia_fiscalia,Aporte_justicia_jueces,Aported_convivencia_ICBF,Aporte_convivencia_InspeccionesPolicia,Aporte_convivencia_CentroConciliacion,Nivel_satisfaccion_policia,Nivel_confianza_policia,Solicitó_servicios_policia,Victima_hurto_residencial_2022,Hurto_objeto_personal_2022,Victima_delito_cibernetico_2022,Implicado_violencia_fisica_2022,Victima_fraude_2022,Victima_amenazas_2022,Victima_acoso_laboral_2022,Victima_acoso_escolar_2022,Victima_secuestro_2022,Victima_invasiones_domiciliarias_2022,Victima_desplazamiento_2022,Victima_acoso_callejero_2022,Victima_acoso_sexual_2022,se_siente_inseguro_barrio,se_siente_inseguro_ciudad,la_seguridad_en_los_ultimos_6_meses,puede_ser_victima_delito,inseguro_trabajo/estudio,inseguro_parques,inseguro_lugares_comerciales,inseguro_transporte_publico,inseguro_puentes_peatonales,causa_delincuencia,hurto_celulares_aumento,ladrones_pandillas_aumento,vendedores_droga_aumento,pobreza_aumento,desempleo_aumento,inmigrante_aumento,venta_compra_articulos_robados,habitantes_calle_aumento,prostitucion_aumento,extorcion_aumento,satisfecho_vida,satisfecho_situacion_economica,satisfecho_situacion_laboral,Ciudad,Clase,Estrato,homicidio,extorsiones,vandalismo,consumo_drogas,consumo_alcohol,agresiones_vecinos,violaciones_sexuales,acoso_sexual,presencia_pandillas,expendedores_droga,guerrilla,hurto
Mujer,75,Oficios del hogar,622405111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,disminuyo,no,inseguro,inseguro,seguro,inseguro,no frecuenta puentes y peatonales,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,4,3,3,Medellín,Cabecera,3.0,no,no,no,si,si,no,no,no,no,no,no,no
Hombre,54,Trabajando,622406111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,4,2,2,Medellín,Cabecera,3.0,no,no,no,no,no,no,no,no,si,si,no,si
Hombre,72,Trabajando,622407111,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,disminuyo,si,inseguro,no frecuenta parques,inseguro,inseguro,no frecuenta puentes y peatonales,el consumo de drogas,no sabe,disminuyo,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,no sabe,3,2,3,Medellín,Cabecera,2.0,no,no,no,no,no,no,no,no,no,no,no,no
Hombre,55,Trabajando,622408111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,falta de educacion,no sabe,disminuyo,disminuyo,aumento,disminuyo,no sabe,no sabe,no sabe,disminuyo,no sabe,3,4,5,Medellín,Cabecera,5.0,no,no,no,no,no,no,no,no,no,no,no,no
Mujer,68,Pensionado,622409111,Poco,Poco,Poco,Nada,Nada,Poco,Poco,Nada,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,seguro,no frecuenta puentes y peatonales,desempleo,no sabe,disminuyo,no sabe,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,3,3,1,Medellín,Cabecera,2.0,no,no,no,no,si,si,no,no,si,si,no,no
Hombre,31,Trabajando,622410111,Poco,Nada,Nada,Nada,Nada,Poco,Poco,Nada,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,si,inseguro,inseguro,seguro,seguro,no frecuenta puentes y peatonales,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,4,3,3,Medellín,Cabecera,2.0,no,no,no,no,si,no,no,no,no,no,no,no
Mujer,54,Oficios del hogar,622411111,Mucho,Mucho,Mucho,Mucho,Mucho,Poco,Poco,Poco,3,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,aumento,no,inseguro,inseguro,inseguro,inseguro,inseguro,desempleo,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5,Medellín,Cabecera,3.0,no,no,no,no,no,no,no,no,no,no,no,no
Mujer,45,Trabajando,622412111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,seguro,no frecuenta puentes y peatonales,desempleo,no sabe,no sabe,disminuyo,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,2,1,1,Medellín,Cabecera,2.0,no,no,no,no,no,si,no,no,si,si,no,no
Mujer,62,Oficios del hogar,622413111,Mucho,Mucho,Mucho,Mucho,Poco,Mucho,Mucho,Mucho,5,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,disminuyo,no,inseguro,inseguro,inseguro,inseguro,seguro,desempleo,no sabe,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,5,5,5,Medellín,Cabecera,5.0,no,no,no,no,no,no,no,no,no,no,no,no
Mujer,80,Oficios del hogar,622414111,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,no,inseguro,inseguro,inseguro,inseguro,inseguro,falta de educacion,no sabe,no sabe,no sabe,disminuyo,disminuyo,no sabe,no sabe,no sabe,no sabe,no sabe,5,4,5,Medellín,Cabecera,3.0,no,no,no,no,no,no,no,no,no,no,no,no
Mujer,26,Buscando trabajo,622415111,Poco,Nada,Poco,Nada,Nada,Nada,Nada,Nada,5,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,si,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,desempleo,no sabe,no sabe,aumento,aumento,aumento,aumento,aumento,aumento,disminuyo,no sabe,3,2,3,Medellín,Cabecera,2.0,no,no,no,si,si,no,no,no,no,no,no,no
Mujer,79,Oficios del hogar,622416111,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,2,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,aumento,si,seguro,seguro,seguro,no toma transporte publico,no frecuenta puentes y peatonales,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,5,3,9,Medellín,Cabecera,5.0,no,no,si,si,si,si,no,no,si,no,no,si
Hombre,45,Trabajando,622417111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,no,inseguro,seguro,inseguro,seguro,no frecuenta puentes y peatonales,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,5,5,5,Medellín,Cabecera,5.0,no,no,no,no,no,no,no,no,no,no,no,no
Mujer,28,Trabajando,622418111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,5,5,Medellín,Cabecera,5.0,no,no,no,no,no,no,no,no,no,no,no,no
Mujer,67,Oficios del hogar,622419111,Mucho,Mucho,Poco,Poco,Poco,Mucho,Poco,Poco,4,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,no,inseguro,seguro,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,4,4,9,Medellín,Cabecera,5.0,no,no,no,si,si,no,no,no,no,no,no,si
Hombre,74,Pensionado,622420111,Mucho,Nada,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,si,inseguro,inseguro,seguro,seguro,no frecuenta puentes y peatonales,falta de educacion,aumento,aumento,aumento,aumento,disminuyo,aumento,no sabe,aumento,aumento,disminuyo,5,4,9,Medellín,Cabecera,4.0,no,no,no,si,si,no,no,no,si,si,no,si
Mujer,24,Trabajando,622421111,Mucho,Mucho,Poco,Poco,Poco,Poco,Mucho,Poco,4,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,no,inseguro,inseguro,no frecuenta lugares comerciales,inseguro,no frecuenta puentes y peatonales,ley poco dura contra delincuentes,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,5,Medellín,Cabecera,4.0,no,no,no,no,no,no,no,no,no,no,no,si
Mujer,55,Trabajando,622422111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,3,3,4,Medellín,Cabecera,4.0,no,no,no,no,no,no,no,no,no,no,no,no
Mujer,74,Oficios del hogar,622423111,Poco,Mucho,Mucho,Mucho,Poco,Mucho,Mucho,Mucho,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,no,inseguro,inseguro,inseguro,inseguro,seguro,desempleo,no sabe,aumento,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,5,3,Medellín,Cabecera,4.0,no,no,no,si,no,no,no,no,no,no,no,si
Mujer,62,Oficios del hogar,622424111,Poco,Nada,Nada,Nada,Nada,Poco,Poco,Nada,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,si,inseguro,no frecuenta parques,seguro,inseguro,no frecuenta puentes y peatonales,desempleo,no sabe,no sabe,no sabe,aumento,aumento,disminuyo,no sabe,disminuyo,no sabe,no sabe,4,2,2,Medellín,Cabecera,2.0,no,no,no,no,no,no,no,no,no,no,no,no
Hombre,61,Trabajando,622425111,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,aumento,no,inseguro,inseguro,inseguro,inseguro,inseguro,el consumo de drogas,aumento,aumento,no sabe,aumento,disminuyo,aumento,no sabe,disminuyo,no sabe,no sabe,5,3,3,Medellín,Cabecera,2.0,no,no,no,no,no,no,no,no,si,no,no,si
Hombre,75,Pensionado,622426111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,desempleo,disminuyo,disminuyo,disminuyo,disminuyo,disminuyo,disminuyo,disminuyo,disminuyo,disminuyo,disminuyo,3,3,4,Medellín,Cabecera,4.0,no,no,no,no,no,no,no,no,no,no,no,no
Hombre,60,Incapacitado permanente para trabajar,622427111,Mucho,Poco,Poco,Mucho,Mucho,Poco,Mucho,Poco,3,3,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,no,inseguro,inseguro,inseguro,inseguro,inseguro,desempleo,disminuyo,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,2,2,Medellín,Cabecera,2.0,no,no,no,si,si,no,no,no,no,no,no,no
Hombre,59,Trabajando,622428111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,disminuyo,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,4,3,4,Medellín,Cabecera,2.0,no,no,no,no,si,no,no,no,no,no,no,no
Mujer,32,Trabajando,622430111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,disminuyo,no,inseguro,inseguro,inseguro,seguro,seguro,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,4,3,3,Medellín,Cabecera,2.0,no,no,no,no,no,no,no,no,si,no,no,si
Mujer,50,Oficios del hogar,622431111,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,disminuyo,no,inseguro,inseguro,inseguro,inseguro,seguro,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,5,3,3,Medellín,Cabecera,2.0,no,no,no,no,no,no,no,no,no,no,no,no
Hombre,73,Pensionado,622432111,Poco,Nada,Poco,Nada,Nada,Poco,Poco,Poco,3,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,desempleo,no sabe,no sabe,no sabe,no sabe,disminuyo,disminuyo,disminuyo,disminuyo,no sabe,disminuyo,3,4,4,Medellín,Cabecera,4.0,no,no,no,no,no,no,no,no,no,no,no,no
Hombre,50,Trabajando,622433111,Mucho,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,5,5,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,falta de educacion,aumento,no sabe,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,3,5,Medellín,Cabecera,2.0,si,si,si,si,si,si,si,no,si,si,no,si
Mujer,36,Trabajando,622434111,Poco,Poco,Poco,Nada,Nada,Nada,Poco,Nada,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,si,inseguro,inseguro,seguro,seguro,seguro,desempleo,no sabe,disminuyo,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,4,3,3,Medellín,Cabecera,2.0,no,no,no,no,no,no,no,no,no,no,no,no
Mujer,40,Trabajando,622435111,Mucho,Mucho,Poco,Poco,Poco,Mucho,Poco,Poco,4,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,disminuyo,si,inseguro,inseguro,inseguro,no toma transporte publico,seguro,ley poco dura contra delincuentes,no sabe,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,no sabe,no sabe,5,5,5,Medellín,Cabecera,6.0,no,no,no,no,no,no,no,no,no,no,no,no
Hombre,38,Trabajando,622436111,Mucho,Mucho,Poco,Mucho,Poco,Poco,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,disminuyo,no,inseguro,inseguro,inseguro,inseguro,inseguro,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,3,3,Medellín,Cabecera,2.0,no,no,no,no,no,no,no,no,no,no,no,no
Hombre,54,Trabajando,622437111,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,si,inseguro,no frecuenta parques,inseguro,seguro,no frecuenta puentes y peatonales,desempleo,no sabe,disminuyo,no sabe,aumento,aumento,aumento,aumento,no sabe,no sabe,no sabe,4,3,4,Medellín,Cabecera,2.0,no,no,no,no,si,no,no,no,no,no,no,no
Hombre,47,Trabajando,622438111,Poco,Nada,Nada,Nada,Nada,Poco,Nada,Nada,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,si,inseguro,no frecuenta parques,inseguro,seguro,no frecuenta puentes y peatonales,desempleo,no sabe,no sabe,no sabe,no sabe,aumento,aumento,no sabe,aumento,no sabe,no sabe,3,3,3,Medellín,Cabecera,2.0,no,no,no,si,no,no,no,no,no,no,no,no
Hombre,73,Pensionado,622439111,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,si,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,ley poco dura contra delincuentes,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,4,9,Medellín,Cabecera,6.0,no,no,no,no,no,no,no,no,no,no,no,no
Mujer,27,Trabajando,622440111,Poco,Poco,Poco,Poco,Nada,Nada,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,4,4,4,Medellín,Cabecera,5.0,no,si,no,si,si,no,no,no,si,si,no,si
Mujer,45,Oficios del hogar,622441111,Nada,Poco,Poco,Nada,Nada,Poco,Nada,Nada,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,disminuyo,si,inseguro,seguro,seguro,seguro,no frecuenta puentes y peatonales,el consumo de drogas,aumento,disminuyo,no sabe,aumento,no sabe,no sabe,no sabe,aumento,no sabe,no sabe,5,3,3,Medellín,Cabecera,4.0,no,no,no,si,si,no,no,no,no,no,no,si
Mujer,62,Oficios del hogar,622442111,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,inseguro,inseguro,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,4,4,4,Medellín,Cabecera,5.0,no,no,no,no,no,no,no,no,no,si,no,si
Mujer,37,Trabajando,622443111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,4,4,4,Medellín,Cabecera,5.0,no,no,no,no,no,no,no,no,no,no,no,si
Hombre,35,Trabajando,622444111,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Poco,3,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,si,inseguro,inseguro,inseguro,inseguro,seguro,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,aumento,aumento,4,3,4,Medellín,Cabecera,4.0,no,no,no,si,si,no,no,no,si,si,no,si
Mujer,63,Trabajando,622445111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,disminuyo,no,inseguro,seguro,seguro,seguro,seguro,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,4,4,4,Medellín,Cabecera,5.0,no,no,no,no,si,no,no,no,no,si,no,si
Hombre,25,Estudiando,622446111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,siguio igual,si,inseguro,inseguro,inseguro,inseguro,seguro,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,5,4,4,Medellín,Cabecera,4.0,no,no,no,si,si,no,no,no,no,no,no,si
Mujer,54,Oficios del hogar,622447111,Mucho,Poco,Poco,Poco,Poco,Mucho,Mucho,Poco,4,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,disminuyo,si,inseguro,seguro,inseguro,no toma transporte publico,seguro,ley poco dura contra delincuentes,aumento,no sabe,no sabe,aumento,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,5,9,Medellín,Cabecera,6.0,no,no,no,no,no,no,no,no,no,no,no,si
Mujer,92,Pensionado,622448111,Poco,Mucho,Mucho,Poco,Mucho,Poco,Poco,Poco,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,4,4,4,Medellín,Cabecera,5.0,no,no,no,si,si,no,no,no,no,si,no,si
Mujer,50,Trabajando,622449111,Poco,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,disminuyo,no,inseguro,inseguro,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,4,4,4,Medellín,Cabecera,5.0,no,no,no,si,si,no,no,no,no,si,no,si
Mujer,86,Oficios del hogar,622450111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,disminuyo,no,inseguro,no frecuenta parques,no frecuenta lugares comerciales,no toma transporte publico,no frecuenta puentes y peatonales,falta de educacion,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,4,4,4,Medellín,Cabecera,5.0,no,no,no,no,si,no,no,no,no,si,no,si
Hombre,54,Trabajando,622451111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,si,inseguro,seguro,seguro,no toma transporte publico,no frecuenta puentes y peatonales,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5,Medellín,Cabecera,5.0,no,no,no,no,no,no,no,no,no,no,no,no
Hombre,25,Trabajando,622452111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,si,inseguro,seguro,seguro,seguro,seguro,desempleo,no sabe,no sabe,no sabe,aumento,aumento,aumento,no sabe,no sabe,no sabe,no sabe,5,5,5,Medellín,Cabecera,5.0,no,no,no,no,no,no,no,no,no,no,no,no
Hombre,56,Trabajando,622453111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,si,inseguro,seguro,seguro,seguro,seguro,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,no sabe,aumento,aumento,no sabe,5,5,5,Medellín,Cabecera,5.0,no,no,no,no,no,no,no,no,no,no,no,no
Hombre,78,Otra actividad,622454111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,si,inseguro,no frecuenta parques,seguro,no toma transporte publico,no frecuenta puentes y peatonales,desempleo,no sabe,no sabe,no sabe,aumento,aumento,no sabe,no sabe,no sabe,no sabe,no sabe,5,5,5,Medellín,Cabecera,5.0,no,no,no,no,no,no,no,no,no,no,no,no
Hombre,55,Trabajando,622455111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,si,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,ley poco dura contra delincuentes,no sabe,no sabe,aumento,no sabe,no sabe,aumento,no sabe,aumento,no sabe,no sabe,4,4,4,Medellín,Cabecera,5.0,no,no,no,si,si,no,no,si,no,si,no,si
Mujer,61,Pensionado,622456111,Poco,Poco,Nada,Poco,Poco,Nada,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,aumento,no,inseguro,inseguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,ley poco dura contra delincuentes,no sabe,aumento,no sabe,aumento,no sabe,disminuyo,no sabe,aumento,no sabe,no sabe,5,5,5,Medellín,Cabecera,5.0,no,no,no,no,no,no,no,no,no,no,no,no
Mujer,57,Trabajando,622457111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,aumento,no,inseguro,inseguro,inseguro,inseguro,no frecuenta puentes y peatonales,falta de educacion,aumento,no sabe,no sabe,no sabe,aumento,aumento,no sabe,aumento,no sabe,no sabe,5,4,4,Medellín,Cabecera,5.0,no,no,no,si,si,no,no,no,no,si,no,no
Hombre,54,Trabajando,622458111,Mucho,Poco,Poco,Nada,Nada,Poco,Nada,Nada,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,siguio igual,si,seguro,inseguro,inseguro,no toma transporte publico,no frecuenta puentes y peatonales,el consumo de drogas,aumento,no sabe,no sabe,no sabe,no sabe,aumento,no sabe,aumento,no sabe,aumento,5,5,5,Medellín,Cabecera,5.0,no,no,no,no,no,no,no,no,no,no,no,no
Hombre,57,Trabajando,622459111,Poco,Mucho,Poco,Mucho,Poco,Mucho,Mucho,Mucho,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,disminuyo,no,inseguro,seguro,inseguro,seguro,seguro,el consumo de drogas,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,4,4,5,Medellín,Cabecera,5.0,no,no,no,no,no,no,no,no,no,si,no,no
Hombre,87,Pensionado,622460111,Mucho,Mucho,Poco,Poco,Poco,Mucho,Mucho,Mucho,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,seguro,disminuyo,no,inseguro,no frecuenta parques,inseguro,no toma transporte publico,seguro,desempleo,disminuyo,aumento,aumento,aumento,aumento,aumento,aumento,aumento,aumento,disminuyo,4,3,4,Medellín,Cabecera,5.0,no,no,no,no,no,no,no,no,no,no,no,no
Hombre,42,Trabajando,622461111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,disminuyo,si,inseguro,seguro,inseguro,seguro,seguro,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,disminuyo,aumento,aumento,disminuyo,5,3,5,Medellín,Cabecera,5.0,no,no,no,si,si,si,no,no,no,si,no,si
Hombre,40,Trabajando,622462111,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,seguro,inseguro,disminuyo,si,inseguro,seguro,inseguro,seguro,seguro,desempleo,aumento,aumento,aumento,aumento,aumento,aumento,disminuyo,aumento,aumento,disminuyo,5,5,5,Medellín,Cabecera,5.0,no,no,no,si,si,si,no,no,si,si,no,si
