Zona,Sexo,Localidad,Edad,Estrato,Considera_pobre,Nivel_seguridad_barrio,Pandillas,Atracos_callejeros,Robo_vehiculo,Asalto_casas,Asalto_tiendas,Homicidio,Trafico_drogas,Violaciones,Vandalismo,Guerrilla,Drogadiccion,Nivel_seguridad,Victima_delito,Transporte_habitual
Occidental,Hombre,Engativá,36.0,3.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Neutro,0,Moto particular
Sur occidental,Hombre,Bosa,33.0,2.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Moto particular
Norte,Hombre,Usaquén,37.0,5.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,1,Carro
Centro oriental,Hombre,Chapinero,54.0,3.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Seguro,0,Bicicleta
Sur oriental,Hombre,Rafael Uribe Uribe,28.0,2.0,0,Neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Neutro,1,Moto particular
Sur occidental,Hombre,Ciudad Bolívar,29.0,3.0,0,Seguro,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Neutro,0,Bicicleta
Centro,Hombre,Puente Aranda,34.0,3.0,0,Inseguro,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Inseguro,1,Bicicleta
Centro oriental,Hombre,Teusaquillo,18.0,5.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Seguro,0,Transmilenio
Occidental,Hombre,Kennedy,57.0,2.0,1,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Neutro,0,Transmilenio
Sur oriental,Hombre,Rafael Uribe Uribe,55.0,3.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Transmilenio
Centro,Hombre,Los Mártires,40.0,3.0,0,Inseguro,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Inseguro,1,SITP
Norte,Hombre,Suba,28.0,5.0,0,Seguro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,Taxi
Centro oriental,Hombre,Chapinero,59.0,2.0,1,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Transmilenio
Centro oriental,Hombre,Chapinero,40.0,6.0,0,Neutro,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Neutro,1,Carro
Centro,Hombre,Santa Fe,33.0,4.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,1,Caminar
Centro oriental,Hombre,Barrios Unidos,47.0,4.0,0,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Moto particular
Centro,Hombre,Puente Aranda,25.0,3.0,1,Inseguro,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,1,Moto particular
Sur oriental,Hombre,San Cristóbal,90.0,2.0,0,Seguro,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,Transmilenio
Sur oriental,Hombre,Usme,19.0,2.0,0,Neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Neutro,0,SITP
Centro,Hombre,Santa Fe,32.0,2.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Bicicleta
Centro,Hombre,Santa Fe,67.0,3.0,1,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Inseguro,0,Caminar
Centro,Hombre,Los Mártires,25.0,3.0,0,Neutro,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Moto particular
Occidental,Hombre,Kennedy,91.0,3.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Taxi
Centro,Hombre,Puente Aranda,33.0,3.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Neutro,0,Moto particular
Sur oriental,Hombre,Usme,70.0,2.0,1,Inseguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Seguro,0,Transmilenio
Centro,Hombre,Los Mártires,50.0,3.0,1,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Carro
Norte,Hombre,Usaquén,45.0,3.0,1,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,Transmilenio
Sur oriental,Hombre,San Cristóbal,54.0,2.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Transmilenio
Centro,Hombre,Puente Aranda,63.0,3.0,0,Neutro,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Bicicleta
Occidental,Hombre,Fontibón,23.0,4.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Caminar
Occidental,Hombre,Fontibón,29.0,3.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Moto particular
Sur occidental,Hombre,Bosa,30.0,2.0,0,Neutro,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Inseguro,0,SITP
Centro,Hombre,Puente Aranda,40.0,5.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Seguro,1,Bicicleta
Norte,Hombre,Suba,69.0,2.0,1,Inseguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Transmilenio
Centro,Hombre,Santa Fe,26.0,2.0,0,Neutro,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Inseguro,1,Transmilenio
Sur occidental,Hombre,Ciudad Bolívar,46.0,2.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Inseguro,1,Bicicleta
Sur occidental,Hombre,Tunjuelito,32.0,2.0,1,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Seguro,0,Moto particular
Norte,Hombre,Suba,34.0,3.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Neutro,0,Moto particular
Sur occidental,Hombre,Bosa,35.0,2.0,1,Seguro,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Inseguro,0,Transmilenio
Occidental,Hombre,Fontibón,18.0,3.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Neutro,0,Caminar
Norte,Hombre,Suba,19.0,2.0,0,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,1,Moto particular
Centro,Hombre,Puente Aranda,27.0,3.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,Bicicleta
Centro,Hombre,Santa Fe,42.0,3.0,0,Seguro,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Neutro,0,SITP
Occidental,Hombre,Engativá,75.0,3.0,0,Seguro,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Neutro,0,Transmilenio
Centro oriental,Hombre,Chapinero,28.0,6.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Neutro,0,Bicicleta
Sur oriental,Hombre,San Cristóbal,75.0,2.0,0,Neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Transmilenio
Occidental,Hombre,Kennedy,53.0,2.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Inseguro,0,Bicicleta
Norte,Hombre,Suba,68.0,2.0,1,Inseguro,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,SITP
Occidental,Hombre,Engativá,18.0,3.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,1,Transmilenio
Norte,Hombre,Usaquén,19.0,6.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Bicicleta
Centro,Hombre,Santa Fe,42.0,2.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Carro
Centro oriental,Hombre,Barrios Unidos,55.0,3.0,0,Inseguro,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,1,Transmilenio
Sur occidental,Hombre,Ciudad Bolívar,37.0,1.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Inseguro,0,Moto particular
Sur occidental,Hombre,Ciudad Bolívar,25.0,2.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Transmilenio
Sur oriental,Hombre,San Cristóbal,58.0,2.0,1,Seguro,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Inseguro,0,Caminar
Sur occidental,Hombre,Ciudad Bolívar,41.0,1.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,SITP
Occidental,Hombre,Kennedy,47.0,3.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Neutro,0,Moto particular
Occidental,Hombre,Kennedy,71.0,3.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,Transmilenio
Occidental,Hombre,Fontibón,50.0,4.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,SITP
Sur occidental,Hombre,Bosa,23.0,2.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Bicicleta
Sur occidental,Hombre,Tunjuelito,58.0,3.0,0,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Transmilenio
Centro,Hombre,Puente Aranda,38.0,3.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,Transmilenio
Norte,Hombre,Usaquén,27.0,6.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Bicicleta
Norte,Hombre,Usaquén,40.0,3.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Transmilenio
Norte,Hombre,Usaquén,47.0,5.0,0,Seguro,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Carro
Occidental,Hombre,Kennedy,25.0,3.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Carro
Norte,Hombre,Suba,57.0,2.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Bicicleta
Sur occidental,Hombre,Ciudad Bolívar,82.0,2.0,1,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Seguro,1,Transmilenio
Centro oriental,Hombre,Teusaquillo,49.0,3.0,0,Neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,Caminar
Sur occidental,Hombre,Ciudad Bolívar,48.0,2.0,0,Inseguro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,SITP
Centro oriental,Hombre,Chapinero,44.0,4.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Caminar
Centro,Hombre,Puente Aranda,32.0,3.0,0,Neutro,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Neutro,0,Bicicleta
Sur oriental,Hombre,Usme,82.0,2.0,1,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,1,Transmilenio
Sur occidental,Hombre,Ciudad Bolívar,29.0,2.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Neutro,0,Bicicleta
Centro oriental,Hombre,Barrios Unidos,60.0,4.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Transmilenio
Centro oriental,Hombre,Barrios Unidos,32.0,3.0,0,Inseguro,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Inseguro,1,Moto particular
Centro oriental,Hombre,Chapinero,36.0,6.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Carro
Centro oriental,Hombre,Chapinero,33.0,4.0,0,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,1,SITP
Sur oriental,Hombre,Antonio Nariño,38.0,2.0,1,Neutro,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Transmilenio
Centro,Hombre,Los Mártires,70.0,2.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Neutro,0,SITP
Sur occidental,Hombre,Ciudad Bolívar,78.0,1.0,1,Neutro,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Inseguro,0,Transmilenio
Centro oriental,Hombre,Teusaquillo,45.0,4.0,0,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Inseguro,1,Bus/Buseta/Micro/Ejecutivo/Colectivo (colectivos de Soacha y otros municipios)
Sur oriental,Hombre,Rafael Uribe Uribe,39.0,3.0,1,Neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,1,Bus empresa/entidad educativa
Sur oriental,Hombre,San Cristóbal,74.0,2.0,1,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Transmilenio
Sur occidental,Hombre,Bosa,41.0,2.0,1,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,Bicicleta
Occidental,Hombre,Fontibón,61.0,3.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Seguro,0,Bicicleta
Norte,Hombre,Usaquén,39.0,4.0,0,Seguro,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Neutro,0,Carro
Norte,Hombre,Suba,18.0,3.0,0,Inseguro,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Inseguro,1,Bicicleta
Centro oriental,Hombre,Teusaquillo,65.0,4.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,Caminar
Sur oriental,Hombre,Antonio Nariño,49.0,3.0,1,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Transmilenio
Centro oriental,Hombre,Barrios Unidos,43.0,3.0,0,Seguro,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Neutro,1,Carro
Occidental,Hombre,Fontibón,18.0,3.0,0,Inseguro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Transmilenio
Norte,Hombre,Suba,40.0,5.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Carro
Sur oriental,Hombre,Rafael Uribe Uribe,28.0,3.0,0,Neutro,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Seguro,0,Transmilenio
Centro,Hombre,Los Mártires,20.0,3.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Seguro,0,Caminar
Occidental,Hombre,Kennedy,23.0,3.0,0,Inseguro,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,1,Moto particular
Centro oriental,Hombre,Barrios Unidos,70.0,3.0,0,Inseguro,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Inseguro,1,Carro
Sur oriental,Hombre,Rafael Uribe Uribe,76.0,3.0,0,Neutro,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Neutro,0,Bicicleta
Sur occidental,Hombre,Tunjuelito,54.0,3.0,1,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,1,Bicicleta
Sur occidental,Hombre,Bosa,18.0,2.0,0,Inseguro,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,SITP
Norte,Hombre,Suba,45.0,4.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,1,Bicicleta
Occidental,Hombre,Kennedy,77.0,3.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Inseguro,0,Transmilenio
Sur occidental,Hombre,Bosa,57.0,2.0,1,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Neutro,1,Moto particular
Centro,Hombre,Santa Fe,36.0,2.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Inseguro,0,Bicicleta
Norte,Hombre,Suba,64.0,2.0,0,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Inseguro,0,Bicicleta
Centro oriental,Hombre,Chapinero,30.0,6.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,Transmilenio
Sur oriental,Hombre,San Cristóbal,57.0,3.0,1,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,SITP
Sur occidental,Hombre,Bosa,24.0,2.0,0,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Inseguro,0,Transmilenio
Occidental,Hombre,Engativá,25.0,3.0,0,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,1,Transmilenio
Centro oriental,Hombre,Teusaquillo,25.0,4.0,0,Neutro,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Neutro,1,Transmilenio
Norte,Hombre,Usaquén,25.0,5.0,0,Seguro,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,Carro
Occidental,Hombre,Kennedy,18.0,3.0,0,Seguro,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,Bicicleta
Centro oriental,Hombre,Chapinero,23.0,5.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Carro
Sur oriental,Hombre,San Cristóbal,73.0,2.0,1,Neutro,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Neutro,0,Transmilenio
Occidental,Hombre,Engativá,45.0,3.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Seguro,0,Transmilenio
Centro oriental,Hombre,Barrios Unidos,52.0,3.0,0,Inseguro,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Seguro,1,Moto particular
Sur occidental,Hombre,Tunjuelito,59.0,2.0,0,Inseguro,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,Inseguro,1,Bicicleta
Sur oriental,Hombre,Antonio Nariño,62.0,3.0,1,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Transmilenio
Centro,Hombre,Santa Fe,33.0,2.0,0,Neutro,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Inseguro,1,Transmilenio
Centro oriental,Hombre,Teusaquillo,54.0,3.0,0,Neutro,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Neutro,1,Bicicleta
Sur occidental,Hombre,Tunjuelito,29.0,3.0,0,Seguro,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Neutro,1,Caminar
Sur oriental,Hombre,Rafael Uribe Uribe,23.0,2.0,0,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,Transmilenio
Occidental,Hombre,Kennedy,68.0,3.0,1,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,SITP
Sur oriental,Hombre,Usme,40.0,2.0,0,Inseguro,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Inseguro,0,Transmilenio
Norte,Hombre,Suba,50.0,2.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Neutro,0,Bicicleta
Norte,Hombre,Suba,48.0,4.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,Transmilenio
Sur occidental,Hombre,Bosa,40.0,2.0,0,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Seguro,1,Moto particular
Occidental,Hombre,Kennedy,30.0,3.0,0,Inseguro,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Inseguro,0,Transmilenio
Centro oriental,Hombre,Teusaquillo,73.0,4.0,1,Seguro,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Seguro,0,SITP
Sur oriental,Hombre,Usme,45.0,1.0,0,Neutro,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Neutro,0,Transmilenio
Sur oriental,Hombre,Usme,25.0,1.0,0,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Inseguro,1,Bicicleta
Occidental,Hombre,Engativá,81.0,3.0,1,Seguro,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Transmilenio
Sur oriental,Hombre,Usme,34.0,2.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Seguro,0,Transmilenio
Centro,Hombre,Candelaria,20.0,3.0,0,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,1,Transmilenio
Sur occidental,Hombre,Tunjuelito,56.0,3.0,0,Seguro,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Neutro,0,Transmilenio
Sur occidental,Hombre,Tunjuelito,37.0,2.0,0,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Bicicleta
Centro oriental,Hombre,Chapinero,26.0,3.0,0,Inseguro,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Moto particular
Centro oriental,Hombre,Teusaquillo,70.0,4.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Carro
Norte,Hombre,Usaquén,40.0,4.0,0,Neutro,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Carro
Norte,Hombre,Suba,67.0,2.0,0,Neutro,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Seguro,0,Caminar
Sur oriental,Hombre,Rafael Uribe Uribe,58.0,2.0,1,Inseguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Inseguro,0,SITP
Centro oriental,Hombre,Chapinero,37.0,4.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Seguro,0,Moto particular
Centro oriental,Hombre,Chapinero,33.0,6.0,0,Inseguro,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Caminar
Sur oriental,Hombre,Usme,42.0,1.0,0,Inseguro,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,1,Carro
Centro oriental,Hombre,Barrios Unidos,75.0,3.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,Bus/Buseta/Micro/Ejecutivo/Colectivo (colectivos de Soacha y otros municipios)
Occidental,Hombre,Kennedy,45.0,2.0,1,Inseguro,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,1,Moto particular
Sur oriental,Hombre,Rafael Uribe Uribe,63.0,3.0,0,Neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Transmilenio
Centro,Hombre,Puente Aranda,70.0,3.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Neutro,0,Bus/Buseta/Micro/Ejecutivo/Colectivo (colectivos de Soacha y otros municipios)
Centro oriental,Hombre,Barrios Unidos,34.0,3.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,SITP
Occidental,Hombre,Engativá,77.0,3.0,1,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Taxi
Occidental,Hombre,Engativá,59.0,3.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Seguro,0,Carro
