Zona,Sexo,Localidad,Edad,Estrato,Considera_pobre,Nivel_seguridad_barrio,Pandillas,Atracos_callejeros,Robo_vehiculo,Asalto_casas,Asalto_tiendas,Homicidio,Trafico_drogas,Violaciones,Vandalismo,Guerrilla,Drogadiccion,Nivel_seguridad,Victima_delito,Transporte_habitual
Sur oriental,Hombre,San Cristóbal,70.0,3.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Transmilenio
Occidental,Hombre,Kennedy,48.0,2.0,1,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,1,Moto particular
Centro oriental,Hombre,Teusaquillo,32.0,3.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Inseguro,0,Bicicleta
Centro oriental,Hombre,Teusaquillo,55.0,4.0,0,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Inseguro,1,Plataformas digitales
Sur oriental,Hombre,Usme,20.0,1.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Seguro,0,Transmilenio
Centro,Hombre,Los Mártires,25.0,2.0,0,Inseguro,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Plataformas digitales
Occidental,Hombre,Engativá,23.0,3.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Bicicleta
Occidental,Hombre,Kennedy,52.0,3.0,0,Inseguro,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Transmilenio
Centro oriental,Hombre,Teusaquillo,24.0,4.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,1,Transmilenio
Occidental,Hombre,Kennedy,29.0,2.0,0,Inseguro,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,1,Moto particular
Sur oriental,Hombre,Antonio Nariño,52.0,3.0,0,Inseguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Bicicleta
Centro,Hombre,Los Mártires,31.0,3.0,0,Inseguro,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Inseguro,1,Moto particular
Centro oriental,Hombre,Barrios Unidos,69.0,4.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Transmilenio
Centro oriental,Hombre,Chapinero,38.0,5.0,0,Inseguro,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,1,Caminar
Norte,Hombre,Usaquén,30.0,5.0,0,Inseguro,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,1,Moto particular
Occidental,Hombre,Engativá,29.0,2.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,1,Bicicleta
Centro oriental,Hombre,Teusaquillo,29.0,3.0,1,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Inseguro,1,Moto particular
Sur occidental,Hombre,Ciudad Bolívar,34.0,3.0,1,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,1,Moto particular
Occidental,Hombre,Engativá,58.0,3.0,0,Neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,SITP
Centro,Hombre,Puente Aranda,71.0,3.0,1,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Seguro,0,Transmilenio
Centro,Hombre,Puente Aranda,45.0,3.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Inseguro,1,Transmilenio
Centro,Hombre,Los Mártires,22.0,2.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,Neutro,0,Transmilenio
Occidental,Hombre,Engativá,39.0,3.0,0,Neutro,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Moto particular
Occidental,Hombre,Engativá,73.0,3.0,0,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,1,Transmilenio
Sur occidental,Hombre,Bosa,30.0,2.0,0,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Bicicleta
Sur occidental,Hombre,Bosa,70.0,2.0,0,Inseguro,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Inseguro,1,Carro
Centro oriental,Hombre,Teusaquillo,48.0,4.0,0,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Inseguro,1,Carro
Occidental,Hombre,Fontibón,79.0,2.0,0,Neutro,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Inseguro,0,Taxi
Occidental,Hombre,Engativá,19.0,2.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,1,Transmilenio
Sur oriental,Hombre,San Cristóbal,39.0,2.0,0,Seguro,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,1,SITP
Occidental,Hombre,Fontibón,72.0,4.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,SITP
Norte,Hombre,Suba,46.0,2.0,1,Inseguro,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Inseguro,1,Bus/Buseta/Micro/Ejecutivo/Colectivo (colectivos de Soacha y otros municipios)
Occidental,Hombre,Fontibón,27.0,2.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Neutro,0,Moto particular
Norte,Hombre,Suba,34.0,3.0,0,Neutro,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Moto particular
Centro,Hombre,Candelaria,55.0,2.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,Caminar
Sur occidental,Hombre,Ciudad Bolívar,26.0,1.0,1,Inseguro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Bicicleta
Centro oriental,Hombre,Chapinero,20.0,4.0,0,Neutro,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,Transmilenio
Centro,Hombre,Candelaria,33.0,2.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Inseguro,1,Transmilenio
Sur oriental,Hombre,Usme,38.0,2.0,1,Inseguro,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Inseguro,0,Transmilenio
Centro oriental,Hombre,Chapinero,20.0,5.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,1,Carro
Sur oriental,Hombre,Rafael Uribe Uribe,20.0,2.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Neutro,0,Bus/Buseta/Micro/Ejecutivo/Colectivo (colectivos de Soacha y otros municipios)
Sur occidental,Hombre,Bosa,48.0,2.0,1,Seguro,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Inseguro,0,Taxi
Centro oriental,Hombre,Chapinero,24.0,5.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Inseguro,1,Taxi
Norte,Hombre,Suba,18.0,2.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Bicicleta
Norte,Hombre,Usaquén,57.0,2.0,1,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,1,SITP
Centro,Hombre,Los Mártires,65.0,3.0,1,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,1,SITP
Sur oriental,Hombre,Usme,29.0,1.0,0,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Seguro,0,SITP
Centro oriental,Hombre,Chapinero,27.0,6.0,0,Seguro,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Inseguro,1,Carro
Sur oriental,Hombre,Usme,35.0,1.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,Transmilenio
Centro oriental,Hombre,Chapinero,31.0,2.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Transporte informal/Pirata
Occidental,Hombre,Fontibón,20.0,4.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,1,Bus/Buseta/Micro/Ejecutivo/Colectivo (colectivos de Soacha y otros municipios)
Occidental,Hombre,Kennedy,18.0,3.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Neutro,0,Transmilenio
Sur oriental,Hombre,Rafael Uribe Uribe,35.0,3.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Carro
Norte,Hombre,Suba,60.0,2.0,1,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,Transmilenio
Sur occidental,Hombre,Bosa,20.0,2.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Bicicleta
Sur occidental,Hombre,Ciudad Bolívar,29.0,1.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Inseguro,1,Moto particular
Centro,Hombre,Puente Aranda,19.0,3.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Neutro,1,SITP
Sur oriental,Hombre,Usme,55.0,1.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Neutro,0,Transmilenio
Occidental,Hombre,Kennedy,45.0,2.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Inseguro,0,Carro
Norte,Hombre,Suba,52.0,5.0,0,Seguro,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Moto particular
Sur occidental,Hombre,Bosa,59.0,2.0,1,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Seguro,0,Transmilenio
Norte,Hombre,Usaquén,27.0,3.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,1,Transmilenio
Sur oriental,Hombre,San Cristóbal,52.0,3.0,1,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,1,Transmilenio
Centro oriental,Hombre,Teusaquillo,18.0,4.0,0,Neutro,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,1,Transmilenio
Sur oriental,Hombre,Rafael Uribe Uribe,53.0,3.0,1,Neutro,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Neutro,0,Transmilenio
Sur occidental,Hombre,Tunjuelito,64.0,3.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,1,Transmilenio
Centro oriental,Hombre,Chapinero,20.0,5.0,0,Inseguro,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Inseguro,0,Transmilenio
Centro oriental,Hombre,Chapinero,28.0,6.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Bicicleta
Sur oriental,Hombre,Usme,47.0,2.0,0,Inseguro,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Inseguro,0,Transmilenio
Centro oriental,Hombre,Chapinero,34.0,4.0,0,Seguro,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Transmilenio
Norte,Hombre,Suba,24.0,4.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Plataformas digitales
Norte,Hombre,Suba,53.0,2.0,1,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,1,Moto particular
Centro,Hombre,Puente Aranda,28.0,3.0,0,Inseguro,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Neutro,0,SITP
Centro,Hombre,Puente Aranda,46.0,3.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Inseguro,0,Bicicleta
Sur occidental,Hombre,Tunjuelito,47.0,3.0,0,Seguro,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,1,SITP
Sur occidental,Hombre,Ciudad Bolívar,60.0,2.0,1,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Inseguro,0,Transmilenio
Sur occidental,Hombre,Ciudad Bolívar,18.0,1.0,0,Seguro,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Inseguro,0,Moto particular
Norte,Hombre,Suba,23.0,3.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Neutro,1,Transmilenio
Sur occidental,Hombre,Tunjuelito,50.0,2.0,1,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Seguro,0,Bicicleta
Occidental,Hombre,Kennedy,45.0,2.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,Carro
Sur oriental,Hombre,San Cristóbal,60.0,2.0,1,Inseguro,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,1,Moto particular
Norte,Hombre,Suba,38.0,6.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,Carro
Norte,Hombre,Usaquén,20.0,5.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Inseguro,0,SITP
Norte,Hombre,Usaquén,35.0,4.0,0,Neutro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,1,Bus/Buseta/Micro/Ejecutivo/Colectivo (colectivos de Soacha y otros municipios)
Norte,Hombre,Suba,38.0,2.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,1,Carro
Sur oriental,Hombre,San Cristóbal,50.0,2.0,0,Seguro,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,Transmilenio
Occidental,Hombre,Engativá,67.0,3.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Transmilenio
Centro oriental,Hombre,Chapinero,62.0,3.0,1,Inseguro,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Neutro,1,Bicicleta
Sur occidental,Hombre,Ciudad Bolívar,42.0,1.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Seguro,1,Caminar
Norte,Hombre,Suba,46.0,2.0,1,Neutro,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,1,Taxi
Centro oriental,Hombre,Teusaquillo,25.0,4.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Neutro,0,Carro
Centro oriental,Hombre,Chapinero,38.0,1.0,0,Neutro,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Seguro,0,Transmilenio
Occidental,Hombre,Engativá,35.0,3.0,0,Neutro,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Moto particular
Sur occidental,Hombre,Ciudad Bolívar,51.0,2.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Seguro,0,SITP
Sur oriental,Hombre,Usme,53.0,2.0,0,Inseguro,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,SITP
Sur oriental,Hombre,Rafael Uribe Uribe,35.0,3.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,1,Transmilenio
Norte,Hombre,Usaquén,29.0,3.0,0,Seguro,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Neutro,0,Moto particular
Norte,Hombre,Usaquén,50.0,6.0,0,Neutro,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Transmilenio
Centro oriental,Hombre,Teusaquillo,66.0,4.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,Caminar
Sur oriental,Hombre,San Cristóbal,69.0,2.0,0,Seguro,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Taxi
Centro,Hombre,Puente Aranda,36.0,3.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Inseguro,0,SITP
Centro,Hombre,Santa Fe,22.0,3.0,0,Neutro,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Transmilenio
Centro,Hombre,Los Mártires,37.0,3.0,0,Inseguro,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Inseguro,0,Bicicleta
Sur occidental,Hombre,Bosa,44.0,2.0,0,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Inseguro,1,Moto particular
Centro,Hombre,Puente Aranda,60.0,3.0,0,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,SITP
Centro,Hombre,Puente Aranda,29.0,3.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Moto particular
Sur occidental,Hombre,Bosa,30.0,2.0,0,Inseguro,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Inseguro,1,Moto particular
Norte,Hombre,Suba,50.0,3.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,Transmilenio
Norte,Hombre,Suba,28.0,3.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,1,Transmilenio
Sur occidental,Hombre,Bosa,29.0,2.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Seguro,0,Bicicleta
Sur occidental,Hombre,Bosa,28.0,2.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,1,Caminar
Norte,Hombre,Usaquén,20.0,4.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,1,Transmilenio
Centro oriental,Hombre,Chapinero,24.0,4.0,1,Seguro,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Inseguro,1,Caminar
Occidental,Hombre,Kennedy,24.0,3.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Moto particular
Occidental,Hombre,Kennedy,40.0,3.0,0,Neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Inseguro,0,Carro
Centro oriental,Hombre,Barrios Unidos,63.0,3.0,0,Neutro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Transmilenio
Centro,Hombre,Santa Fe,33.0,2.0,0,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,1,Bicicleta
Norte,Hombre,Usaquén,65.0,4.0,0,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,1,Transmilenio
Centro oriental,Hombre,Teusaquillo,31.0,4.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Moto particular
Sur oriental,Hombre,Rafael Uribe Uribe,36.0,3.0,0,Inseguro,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Carro
Sur occidental,Hombre,Ciudad Bolívar,41.0,2.0,0,Inseguro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Neutro,1,Bus empresa/entidad educativa
Centro oriental,Hombre,Chapinero,44.0,1.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Transmilenio
Norte,Hombre,Suba,49.0,3.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Neutro,1,Carro
Centro,Hombre,Los Mártires,61.0,3.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Transmilenio
Sur occidental,Hombre,Bosa,44.0,1.0,0,Neutro,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Bicicleta
Centro oriental,Hombre,Barrios Unidos,32.0,3.0,0,Inseguro,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Inseguro,1,Moto particular
Sur oriental,Hombre,Antonio Nariño,23.0,3.0,1,Neutro,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,1,Bicicleta
Centro oriental,Hombre,Teusaquillo,39.0,4.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,SITP
Centro oriental,Hombre,Chapinero,40.0,4.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,SITP
Centro oriental,Hombre,Chapinero,34.0,4.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Neutro,1,Carro
Sur oriental,Hombre,Usme,18.0,2.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Transmilenio
Sur oriental,Hombre,Usme,72.0,2.0,1,Inseguro,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Inseguro,1,Transmilenio
Centro,Hombre,Santa Fe,25.0,3.0,0,Inseguro,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Transmilenio
Norte,Hombre,Usaquén,53.0,5.0,0,Inseguro,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Inseguro,0,Carro
Sur occidental,Hombre,Tunjuelito,53.0,2.0,1,Inseguro,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,SITP
Centro,Hombre,Santa Fe,23.0,1.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Seguro,0,Carro
Centro oriental,Hombre,Chapinero,28.0,6.0,0,Seguro,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,1,Bicicleta
Sur oriental,Hombre,Usme,21.0,2.0,1,Inseguro,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,SITP
Occidental,Hombre,Kennedy,55.0,4.0,0,Seguro,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Seguro,0,Transmilenio
Norte,Hombre,Usaquén,28.0,4.0,0,Inseguro,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Caminar
Occidental,Hombre,Kennedy,19.0,2.0,0,Seguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Transmilenio
Sur occidental,Hombre,Bosa,21.0,2.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Moto particular
Sur oriental,Hombre,Antonio Nariño,70.0,3.0,0,Seguro,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Neutro,0,Bus/Buseta/Micro/Ejecutivo/Colectivo (colectivos de Soacha y otros municipios)
Norte,Hombre,Usaquén,42.0,4.0,0,Neutro,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,1,Transmilenio
Occidental,Hombre,Engativá,25.0,3.0,0,Neutro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Inseguro,0,Transmilenio
Occidental,Hombre,Engativá,67.0,2.0,0,Inseguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,0,Transmilenio
Sur occidental,Hombre,Ciudad Bolívar,74.0,1.0,0,Neutro,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Neutro,0,Transmilenio
Centro oriental,Hombre,Barrios Unidos,58.0,3.0,0,Neutro,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,1,Transmilenio
Sur oriental,Hombre,San Cristóbal,27.0,2.0,0,Inseguro,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Inseguro,1,Moto particular
Norte,Hombre,Usaquén,48.0,5.0,0,Seguro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neutro,0,Carro
Centro oriental,Hombre,Chapinero,38.0,6.0,0,Inseguro,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,Inseguro,0,Bicicleta
