DIRECTORIO,NRO_ENCUESTA,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C,Aporte_policia,Aporte_fuerzas_armadas,Aporte_alcaldia,Aporte_justicia_fiscalia,Aporte_justicia_jueces,Aported_convivencia_ICBF,Aporte_convivencia_InspeccionesPolicia,Aporte_convivencia_CentroConciliacion,Nivel_satisfaccion_policia,Nivel_confianza_policia,Solicitó_servicios_policia
637511,237,1,1,1,2601.6005134,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,5,5,0
637511,237,2,1,2,2601.6005134,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0
637511,237,5,1,5,2601.6005134,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0
637512,237,1,1,1,1862.3294726,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0
637512,237,2,1,2,1862.3294726,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
637512,237,3,1,3,1862.3294726,Poco,Poco,Poco,Nada,Poco,Poco,Poco,Poco,4,4,0
637513,237,1,1,1,1243.5805895,Mucho,Nada,Poco,Poco,Poco,Poco,Poco,Poco,5,5,0
637513,237,2,1,2,1243.5805895,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Poco,Poco,3,4,0
637514,237,1,1,1,1856.4110251,Poco,Nada,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0
637514,237,2,1,2,1856.4110251,Poco,Nada,Poco,Nada,Nada,Poco,Poco,Poco,4,4,0
637514,237,3,1,3,1856.4110251,Poco,Nada,Nada,Nada,Nada,Nada,Poco,Poco,3,3,0
637515,237,1,1,1,1761.7410189,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
637516,237,1,1,1,1527.9825703,Poco,Nada,Poco,Poco,Poco,Poco,Poco,Poco,2,3,0
637516,237,2,1,2,1527.9825703,Mucho,Mucho,Poco,Mucho,Mucho,Mucho,Poco,Poco,4,4,0
637517,237,1,1,1,1248.1570613,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0
637517,237,2,1,2,1248.1570613,Mucho,Mucho,Mucho,Mucho,Poco,Poco,Mucho,Poco,4,4,0
637518,237,1,1,1,1856.4110251,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,5,0
637518,237,2,1,2,1856.4110251,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
637518,237,3,1,3,1856.4110251,Mucho,Nada,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
637519,237,1,1,1,1243.5805895,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,4,5,0
637519,237,2,1,2,1243.5805895,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
637519,237,3,1,3,1243.5805895,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
637519,237,4,1,4,1243.5805895,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
637520,237,1,1,1,2815.5896337,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Mucho,3,3,0
637528,237,1,1,1,84.029431907,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,3,0
637528,237,2,1,2,84.029431907,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
637588,237,1,1,1,111.20994249,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
637589,237,1,1,1,93.479218621,Poco,Nada,Nada,Nada,Nada,Mucho,Nada,Nada,3,2,0
637592,237,1,1,1,94.768449288,Poco,Poco,Nada,Nada,Nada,Nada,Poco,Poco,2,3,0
637592,237,2,1,2,94.768449288,Mucho,Mucho,Poco,Poco,Poco,Poco,Mucho,Mucho,4,4,0
637601,237,1,1,1,84.825372162,Nada,Poco,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
637601,237,2,1,2,84.825372162,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
637615,237,1,1,1,80.220662835,Mucho,Mucho,Mucho,Poco,Poco,Poco,Nada,Poco,5,4,0
637615,237,2,1,2,80.220662835,Mucho,Mucho,Poco,Mucho,Poco,Poco,Mucho,Poco,4,3,0
637615,237,3,1,3,80.220662835,Mucho,Mucho,Poco,Poco,Poco,Poco,Mucho,Poco,3,3,0
637615,237,4,1,4,80.220662835,Mucho,Mucho,Poco,Nada,Nada,Nada,Poco,Poco,4,4,0
637617,237,1,1,1,70.167391388,Mucho,Mucho,Mucho,Poco,Poco,Poco,Mucho,Mucho,4,4,0
637617,237,2,1,2,70.167391388,Mucho,Mucho,Mucho,Poco,Poco,Mucho,Mucho,Mucho,4,4,0
637618,237,1,1,1,56.97808609,Mucho,Mucho,Mucho,Mucho,Nada,Mucho,Mucho,Mucho,3,3,0
637618,237,2,1,2,56.97808609,Mucho,Mucho,Poco,Poco,Nada,Mucho,Mucho,Poco,3,2,0
637620,237,1,1,1,71.2976998,Poco,Nada,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
637620,237,2,1,2,71.2976998,Mucho,Mucho,Mucho,Mucho,Poco,Poco,Mucho,Mucho,4,4,0
637633,237,1,1,1,78.42746978,Poco,Poco,Mucho,Poco,Poco,Poco,Poco,Poco,4,4,0
637633,237,2,1,2,78.42746978,Mucho,Mucho,Mucho,Mucho,Mucho,Poco,Poco,Poco,4,5,0
637673,237,1,1,1,90.435305029,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Poco,3,1,0
637673,237,2,1,2,90.435305029,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Poco,1,2,0
637673,237,3,1,3,90.435305029,Mucho,Poco,Mucho,Poco,Poco,Mucho,Poco,Mucho,3,3,0
637676,237,1,1,1,53.356277301,Nada,Nada,Nada,Poco,Poco,Poco,Poco,Poco,1,1,0
637676,237,2,1,2,53.356277301,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Mucho,3,4,0
637676,237,3,1,3,53.356277301,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,5,0
637677,237,1,1,1,97.17406614,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
637678,237,1,1,1,96.009037732,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
637678,237,2,1,2,96.009037732,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
637689,237,1,1,1,66.804905502,Mucho,Mucho,Poco,Poco,Poco,Poco,Mucho,Mucho,4,5,0
637693,237,1,1,1,69.506214054,Poco,Poco,Poco,Nada,Nada,Poco,Nada,Nada,4,3,0
637694,237,1,1,1,57.360138498,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Nada,3,3,0
637694,237,2,1,2,57.360138498,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
637695,237,1,1,1,76.759395758,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,4,4,0
637695,237,2,1,2,76.759395758,Poco,Mucho,Mucho,Mucho,Mucho,Mucho,Nada,Poco,2,2,0
637695,237,3,1,3,76.759395758,Poco,Nada,Poco,Nada,Nada,Mucho,Nada,Poco,2,3,0
637695,237,4,1,4,76.759395758,Mucho,Poco,Poco,Poco,Poco,Mucho,Nada,Poco,2,2,0
637697,237,1,1,1,60.095128824,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
637697,237,2,1,2,60.095128824,Mucho,Poco,Poco,Mucho,Poco,Poco,Poco,Poco,3,3,1
637698,237,1,1,1,87.049853749,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,1
637698,237,2,1,2,87.049853749,Mucho,Mucho,Poco,Poco,Poco,Mucho,Poco,Poco,3,2,1
