DIRECTORIO,Aporte_policia,Aporte_fuerzas_armadas,Aporte_alcaldia,Aporte_justicia_fiscalia,Aporte_justicia_jueces,Aported_convivencia_ICBF,Aporte_convivencia_InspeccionesPolicia,Aporte_convivencia_CentroConciliacion,Nivel_satisfaccion_policia,Nivel_confianza_policia,Solicitó_servicios_policia
641552,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,2,0
641552,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
641552,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,5,3,0
641552,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,5,2,0
641553,Mucho,Mucho,Nada,Poco,Poco,Poco,Poco,Poco,3,4,0
641553,Poco,Poco,Nada,Nada,Nada,Nada,Poco,Poco,3,3,0
641554,Nada,Mucho,Nada,Nada,Nada,Nada,Nada,Nada,1,1,1
641555,Poco,Poco,Nada,Nada,Nada,Nada,Poco,Nada,3,3,0
641555,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
641556,Poco,Poco,Poco,Nada,Poco,Mucho,Poco,Mucho,3,3,1
641556,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
641557,Poco,Poco,Nada,Nada,Nada,Nada,Poco,Poco,3,3,0
641558,Mucho,Mucho,Nada,Mucho,Poco,Poco,Mucho,Poco,3,3,0
641558,Mucho,Mucho,Nada,Mucho,Poco,Poco,Mucho,Mucho,3,3,0
641559,Mucho,Mucho,Nada,Poco,Poco,Poco,Poco,Poco,3,3,0
641560,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
641560,Poco,Poco,Poco,Nada,Mucho,Nada,Nada,Nada,2,3,0
641560,Poco,Poco,Nada,Poco,Nada,Nada,Nada,Nada,3,3,0
641561,Mucho,Mucho,Poco,Poco,Poco,Poco,Mucho,Mucho,3,3,0
641561,Mucho,Mucho,Poco,Poco,Poco,Poco,Mucho,Mucho,3,3,0
641562,Mucho,Mucho,Poco,Mucho,Mucho,Mucho,Mucho,Mucho,3,3,0
641563,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,1,0
641563,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
641563,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,1,0
641563,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,1,0
641563,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,1,0
641563,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
641564,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,3,3,0
641564,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
641565,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,3,0
641565,Poco,Nada,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
641566,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
641566,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
641566,Poco,Poco,Poco,Poco,Nada,Mucho,Poco,Poco,3,4,0
641567,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
641568,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,3,0
641569,Nada,Poco,Nada,Nada,Nada,Mucho,Nada,Nada,1,3,0
641569,Poco,Mucho,Poco,Poco,Nada,Mucho,Poco,Poco,2,4,0
641570,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,1,2,0
641570,Nada,Mucho,Nada,Nada,Nada,Mucho,Nada,Nada,3,3,0
641571,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
641572,Poco,Mucho,Poco,Poco,Nada,Poco,Nada,Nada,2,2,0
641572,Poco,Nada,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
641573,Poco,Nada,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
641574,Nada,Nada,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
641574,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,2,2,0
641574,Poco,Nada,Poco,Poco,Nada,Poco,Poco,Poco,3,2,0
641575,Mucho,Poco,Poco,Poco,Mucho,Mucho,Mucho,Poco,4,5,0
641575,Nada,Poco,Nada,Nada,Nada,Poco,Nada,Poco,1,1,0
641576,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,3,0
641576,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
641576,Poco,Poco,Poco,Poco,Poco,Mucho,Mucho,Mucho,3,4,0
641577,Poco,Nada,Nada,Nada,Nada,Poco,Poco,Poco,3,1,0
641577,Poco,Mucho,Poco,Poco,Poco,Mucho,Poco,Poco,2,1,1
641577,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
641578,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,2,2,1
641578,Poco,Poco,Nada,Nada,Poco,Nada,Nada,Nada,3,1,0
641578,Poco,Poco,Nada,Poco,Poco,Nada,Poco,Nada,2,2,1
641578,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,3,0
641579,Poco,Mucho,Nada,Poco,Poco,Poco,Nada,Poco,3,1,0
641579,Mucho,Mucho,Nada,Nada,Nada,Nada,Nada,Nada,3,1,0
641579,Nada,Mucho,Nada,Nada,Nada,Poco,Nada,Nada,1,2,0
641579,Nada,Mucho,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
641579,Mucho,Mucho,Nada,Mucho,Poco,Nada,Mucho,Mucho,4,4,0
641580,Poco,Poco,Nada,Poco,Poco,Mucho,Poco,Mucho,3,2,0
641580,Poco,Poco,Poco,Poco,Poco,Mucho,Mucho,Mucho,2,1,0
641581,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,2,0
641582,Poco,Poco,Nada,Nada,Nada,Mucho,Poco,Poco,4,4,0
641582,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
641583,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Poco,3,4,0
641583,Poco,Nada,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
641583,Poco,Mucho,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
641583,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,4,0
641584,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
641585,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,4,0
641585,Poco,Poco,Nada,Nada,Nada,Mucho,Poco,Poco,3,2,0
641585,Poco,Poco,Poco,Poco,Mucho,Mucho,Nada,Mucho,2,1,0
641585,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,1,1
641586,Poco,Poco,Poco,Mucho,Mucho,Mucho,Mucho,Mucho,3,4,0
641586,Mucho,Poco,Poco,Mucho,Mucho,Mucho,Mucho,Mucho,3,3,0
641586,Poco,Nada,Poco,Poco,Mucho,Nada,Poco,Poco,3,2,1
641596,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
641596,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
641596,Poco,Poco,Poco,Nada,Nada,Poco,Poco,Poco,3,3,0
641596,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
641600,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,1
641600,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
641600,Poco,Poco,Poco,Nada,Poco,Poco,Poco,Poco,2,2,0
641601,Poco,Nada,Nada,Nada,Nada,Poco,Nada,Nada,2,1,0
641601,Mucho,Nada,Poco,Poco,Poco,Mucho,Poco,Mucho,4,4,0
641601,Poco,Poco,Poco,Mucho,Poco,Mucho,Poco,Poco,2,2,1
641602,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,1,1
641602,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,1
641602,Poco,Mucho,Nada,Poco,Poco,Mucho,Poco,Poco,3,3,0
641603,Poco,Nada,Poco,Poco,Poco,Mucho,Poco,Poco,2,2,1
641603,Poco,Nada,Nada,Nada,Nada,Poco,Poco,Nada,3,2,0
641604,Poco,Poco,Poco,Poco,Poco,Nada,Poco,Poco,1,5,1
641604,Poco,Poco,Nada,Nada,Poco,Poco,Nada,Poco,3,3,0
641605,Mucho,Mucho,Mucho,Poco,Poco,Poco,Mucho,Mucho,3,4,1
641606,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
641606,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
641607,Poco,Nada,Nada,Nada,Nada,Poco,Poco,Poco,3,3,0
641607,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,1,0
641607,Nada,Nada,Nada,Nada,Nada,Poco,Poco,Poco,2,1,0
641608,Poco,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
641608,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0
641608,Mucho,Mucho,Poco,Mucho,Mucho,Mucho,Mucho,Poco,3,2,1
641609,Poco,Nada,Poco,Poco,Poco,Poco,Mucho,Poco,3,5,0
641609,Poco,Nada,Nada,Poco,Poco,Poco,Poco,Poco,2,3,0
641609,Poco,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,2,3,0
641609,Mucho,Nada,Poco,Mucho,Mucho,Mucho,Mucho,Poco,3,3,0
641610,Nada,Nada,Poco,Nada,Poco,Poco,Poco,Poco,2,1,1
641610,Poco,Mucho,Nada,Nada,Nada,Mucho,Nada,Nada,3,2,0
641610,Poco,Nada,Poco,Poco,Poco,Poco,Poco,Poco,2,3,0
641611,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Poco,1,1,1
641611,Mucho,Mucho,Nada,Nada,Poco,Poco,Poco,Poco,4,3,0
641612,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Mucho,2,2,1
641612,Mucho,Mucho,Poco,Poco,Poco,Mucho,Mucho,Mucho,4,4,0
641612,Poco,Poco,Poco,Mucho,Mucho,Mucho,Mucho,Mucho,3,3,0
641612,Poco,Poco,Mucho,Nada,Nada,Nada,Nada,Nada,3,3,0
641612,Poco,Poco,Poco,Poco,Poco,Nada,Nada,Nada,4,4,0
641612,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
641613,Poco,Mucho,Nada,Nada,Poco,Poco,Poco,Poco,1,2,1
641613,Poco,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
641613,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,3,4,0
641614,Poco,Nada,Nada,Nada,Nada,Mucho,Poco,Mucho,3,1,1
641614,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
641614,Nada,Nada,Nada,Nada,Poco,Poco,Poco,Poco,1,1,0
641614,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,3,0
641615,Mucho,Mucho,Nada,Nada,Nada,Poco,Nada,Poco,4,3,0
641615,Poco,Poco,Poco,Poco,Poco,Nada,Nada,Nada,3,3,0
641615,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
641615,Nada,Nada,Nada,Nada,Nada,Poco,Poco,Poco,3,1,0
641615,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
641615,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Poco,3,3,0
641616,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,5,5,0
641616,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
641617,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,1,1
641617,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,1
641617,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0
641618,Nada,Nada,Poco,Poco,Poco,Poco,Poco,Poco,2,1,0
641619,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
641619,Poco,Poco,Nada,Poco,Poco,Poco,Nada,Poco,1,1,0
641619,Poco,Nada,Nada,Nada,Nada,Mucho,Poco,Poco,3,3,0
641619,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Nada,3,4,0
641620,Poco,Nada,Poco,Poco,Poco,Poco,Nada,Poco,3,2,0
641621,Poco,Nada,Nada,Poco,Nada,Mucho,Poco,Nada,3,3,1
641621,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
641622,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,2,0
641622,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,4,0
641623,Mucho,Nada,Mucho,Poco,Poco,Mucho,Poco,Poco,3,3,0
641623,Mucho,Mucho,Poco,Mucho,Mucho,Mucho,Mucho,Mucho,2,2,0
641625,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,1
641625,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
641626,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
641627,Nada,Nada,Nada,Nada,Nada,Poco,Nada,Nada,1,1,0
641627,Poco,Mucho,Poco,Poco,Poco,Mucho,Mucho,Mucho,3,3,0
641628,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,5,5,0
641628,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,5,5,0
641629,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,4,4,0
641630,Nada,Mucho,Nada,Nada,Nada,Mucho,Poco,Poco,3,1,0
641630,Poco,Mucho,Poco,Nada,Poco,Mucho,Poco,Poco,3,2,0
641630,Nada,Poco,Poco,Poco,Poco,Nada,Poco,Nada,3,1,0
641631,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Poco,3,3,0
641632,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
641633,Nada,Poco,Nada,Poco,Nada,Poco,Nada,Poco,3,3,0
641633,Poco,Nada,Poco,Nada,Nada,Poco,Poco,Poco,3,1,0
641633,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,4,4,0
641634,Poco,Poco,Poco,Poco,Nada,Nada,Poco,Poco,4,3,0
641634,Mucho,Nada,Poco,Poco,Nada,Poco,Nada,Nada,5,5,1
641635,Mucho,Mucho,Poco,Poco,Nada,Nada,Poco,Nada,4,4,0
641635,Poco,Poco,Nada,Nada,Nada,Nada,Poco,Nada,2,2,0
641635,Poco,Nada,Nada,Poco,Nada,Nada,Nada,Nada,3,3,0
641635,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,2,0
641635,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
641635,Poco,Nada,Nada,Nada,Nada,Nada,Poco,Nada,4,4,0
641635,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,2,0
641635,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,2,0
641636,Poco,Poco,Poco,Nada,Nada,Nada,Poco,Poco,3,1,1
641637,Poco,Nada,Nada,Poco,Poco,Poco,Poco,Poco,2,2,0
641637,Poco,Poco,Poco,Mucho,Poco,Mucho,Mucho,Poco,3,3,1
641637,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
641638,Poco,Nada,Poco,Poco,Nada,Nada,Nada,Nada,3,3,0
641638,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,3,0
641639,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
641639,Poco,Nada,Poco,Nada,Nada,Poco,Poco,Poco,3,1,1
641639,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Poco,3,1,0
641639,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
641640,Poco,Nada,Poco,Nada,Nada,Nada,Nada,Nada,3,3,0
641640,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,4,3,0
641641,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Poco,3,3,0
641641,Mucho,Nada,Nada,Nada,Nada,Nada,Poco,Nada,5,5,0
641641,Poco,Nada,Nada,Nada,Nada,Nada,Poco,Nada,3,3,0
641641,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Nada,3,3,0
641642,Poco,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,2,1
641643,Poco,Nada,Poco,Poco,Poco,Poco,Poco,Poco,4,3,0
641643,Poco,Poco,Poco,Poco,Nada,Mucho,Poco,Nada,3,3,0
641643,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
641644,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,1,3,0
641644,Mucho,Mucho,Mucho,Poco,Poco,Mucho,Mucho,Mucho,4,3,0
641644,Mucho,Mucho,Poco,Nada,Nada,Mucho,Mucho,Poco,5,4,0
641644,Nada,Mucho,Nada,Nada,Nada,Nada,Nada,Nada,1,2,0
641645,Nada,Mucho,Nada,Poco,Poco,Poco,Mucho,Poco,3,3,0
641645,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Poco,2,2,0
641645,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,5,5,0
641646,Nada,Poco,Poco,Nada,Nada,Nada,Poco,Poco,1,2,1
641646,Nada,Poco,Poco,Nada,Nada,Nada,Poco,Poco,1,2,0
641647,Poco,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,4,4,0
641647,Mucho,Poco,Poco,Poco,Poco,Nada,Mucho,Poco,4,4,0
641647,Poco,Poco,Poco,Poco,Poco,Nada,Nada,Poco,3,3,0
641647,Poco,Mucho,Poco,Poco,Poco,Mucho,Poco,Poco,3,2,0
641648,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
641648,Poco,Poco,Poco,Poco,Poco,Poco,Mucho,Mucho,4,4,0
641648,Poco,Mucho,Poco,Mucho,Poco,Mucho,Poco,Poco,4,4,0
641648,Mucho,Nada,Poco,Poco,Poco,Mucho,Mucho,Mucho,4,4,0
641648,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,5,5,1
641648,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Mucho,4,4,0
641649,Mucho,Poco,Poco,Poco,Nada,Nada,Nada,Nada,3,3,0
641649,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,2,0
641649,Mucho,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
641650,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,4,3,0
641650,Mucho,Mucho,Nada,Nada,Nada,Mucho,Nada,Mucho,5,5,0
641650,Poco,Poco,Nada,Nada,Nada,Nada,Poco,Nada,2,2,0
641650,Poco,Poco,Poco,Mucho,Mucho,Poco,Poco,Poco,3,4,1
641650,Mucho,Mucho,Poco,Mucho,Poco,Mucho,Poco,Poco,3,2,0
641651,Poco,Nada,Nada,Nada,Nada,Poco,Nada,Poco,2,1,0
641651,Mucho,Mucho,Poco,Poco,Nada,Poco,Poco,Poco,3,3,0
641651,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,1,3,0
641651,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,1,0
641652,Mucho,Nada,Nada,Poco,Poco,Nada,Mucho,Mucho,5,5,0
641653,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,5,4,0
641653,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
641654,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
641654,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
641655,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
641655,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Poco,2,1,0
641655,Nada,Nada,Nada,Nada,Nada,Poco,Poco,Nada,1,1,0
641655,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,1,1,0
641656,Nada,Nada,Nada,Poco,Poco,Nada,Poco,Poco,1,1,0
641656,Poco,Poco,Poco,Poco,Poco,Mucho,Nada,Poco,2,3,0
641658,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Mucho,3,4,0
641659,Poco,Mucho,Nada,Poco,Poco,Poco,Poco,Mucho,2,2,0
641660,Mucho,Nada,Nada,Nada,Nada,Nada,Nada,Nada,4,4,0
641660,Mucho,Nada,Nada,Nada,Nada,Nada,Nada,Nada,4,4,0
641661,Mucho,Mucho,Nada,Nada,Nada,Mucho,Nada,Nada,3,4,0
641661,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
641661,Nada,Poco,Nada,Nada,Nada,Poco,Nada,Nada,2,2,0
641662,Poco,Mucho,Nada,Poco,Poco,Mucho,Poco,Poco,4,3,0
641663,Poco,Mucho,Nada,Nada,Nada,Nada,Poco,Poco,2,1,0
641663,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,2,0
641663,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
641664,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
641664,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,5,0
641665,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
641665,Poco,Nada,Nada,Nada,Nada,Poco,Poco,Nada,2,3,0
641665,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
641666,Mucho,Poco,Mucho,Nada,Nada,Mucho,Mucho,Mucho,3,4,1
641666,Mucho,Mucho,Poco,Mucho,Poco,Nada,Nada,Poco,3,3,0
641666,Mucho,Mucho,Nada,Poco,Poco,Poco,Poco,Poco,4,3,0
641667,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,1,0
641667,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,2,2,0
641668,Nada,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,2,0
641668,Nada,Poco,Nada,Nada,Nada,Nada,Nada,Nada,2,2,0
641668,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,3,3,0
641668,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Nada,2,2,0
641669,Mucho,Poco,Nada,Mucho,Mucho,Nada,Mucho,Nada,3,3,0
641669,Mucho,Nada,Poco,Nada,Nada,Nada,Poco,Nada,4,4,0
641670,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
641671,Poco,Nada,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
641671,Poco,Nada,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
641672,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
641672,Poco,Poco,Poco,Nada,Poco,Poco,Poco,Mucho,3,2,0
641672,Mucho,Poco,Poco,Poco,Poco,Mucho,Poco,Mucho,2,2,0
641673,Poco,Poco,Nada,Nada,Nada,Nada,Poco,Nada,2,1,0
641675,Poco,Nada,Nada,Nada,Nada,Poco,Nada,Nada,3,2,0
641676,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,4,1
641676,Mucho,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
641677,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
641677,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,1,0
641677,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,2,1
641677,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
641677,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,2,0
641678,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Poco,3,3,0
641679,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,1,0
641679,Nada,Nada,Poco,Nada,Nada,Nada,Poco,Nada,2,1,0
641680,Poco,Nada,Nada,Nada,Nada,Poco,Nada,Nada,2,1,0
641680,Poco,Nada,Nada,Nada,Nada,Poco,Poco,Nada,2,2,0
641683,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
641684,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Poco,5,3,0
641684,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Poco,4,1,0
641685,Mucho,Mucho,Mucho,Mucho,Poco,Poco,Mucho,Mucho,3,4,0
641685,Mucho,Mucho,Mucho,Mucho,Poco,Poco,Mucho,Poco,3,5,0
641686,Mucho,Mucho,Poco,Nada,Nada,Mucho,Poco,Poco,3,3,0
641686,Poco,Nada,Poco,Nada,Nada,Poco,Poco,Poco,2,3,0
641686,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Mucho,3,3,0
641686,Poco,Nada,Poco,Nada,Nada,Poco,Poco,Poco,2,3,0
641687,Mucho,Mucho,Poco,Nada,Poco,Poco,Poco,Nada,4,4,0
641687,Mucho,Mucho,Poco,Nada,Poco,Poco,Nada,Nada,3,4,0
641688,Poco,Poco,Poco,Nada,Nada,Poco,Poco,Poco,3,4,0
641688,Poco,Mucho,Poco,Nada,Nada,Mucho,Poco,Poco,4,5,0
641689,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,4,0
641689,Poco,Mucho,Poco,Mucho,Mucho,Mucho,Mucho,Mucho,2,2,0
641690,Poco,Nada,Nada,Poco,Poco,Poco,Poco,Poco,3,2,0
641690,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Poco,2,2,0
641690,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Poco,2,2,0
641691,Mucho,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,4,4,0
641691,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
641692,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,4,3,1
641692,Mucho,Mucho,Poco,Nada,Nada,Poco,Poco,Poco,3,3,0
641692,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Mucho,3,3,0
641693,Nada,Nada,Poco,Poco,Mucho,Nada,Nada,Poco,3,3,0
641694,Mucho,Mucho,Poco,Mucho,Poco,Mucho,Poco,Poco,3,4,0
641694,Poco,Poco,Poco,Poco,Poco,Poco,Mucho,Mucho,3,3,0
641694,Mucho,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
641695,Nada,Poco,Nada,Mucho,Mucho,Mucho,Poco,Mucho,2,1,0
641696,Poco,Nada,Nada,Nada,Nada,Poco,Poco,Poco,2,1,0
641697,Nada,Poco,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
641698,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,4,1
641700,Poco,Mucho,Poco,Mucho,Poco,Poco,Poco,Poco,3,3,0
641701,Mucho,Poco,Nada,Poco,Poco,Poco,Poco,Poco,3,2,0
641701,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
641702,Mucho,Mucho,Poco,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
641703,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,3,0
641703,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,1
641703,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,1
641704,Mucho,Mucho,Nada,Mucho,Poco,Poco,Mucho,Mucho,4,4,0
641704,Mucho,Mucho,Poco,Mucho,Mucho,Mucho,Poco,Mucho,3,4,0
641704,Mucho,Mucho,Mucho,Poco,Poco,Poco,Poco,Mucho,3,3,0
