DIRECTORIO,Aporte_policia,Aporte_fuerzas_armadas,Aporte_alcaldia,Aporte_justicia_fiscalia,Aporte_justicia_jueces,Aported_convivencia_ICBF,Aporte_convivencia_InspeccionesPolicia,Aporte_convivencia_CentroConciliacion,Nivel_satisfaccion_policia,Nivel_confianza_policia,Solicitó_servicios_policia
605733,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605734,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Poco,3,3,0
605734,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Poco,3,3,0
605735,Mucho,Poco,Poco,Poco,Poco,Mucho,Mucho,Poco,4,4,0
605735,Mucho,Poco,Poco,Poco,Poco,Mucho,Mucho,Poco,3,3,0
605735,Mucho,Poco,Poco,Poco,Poco,Mucho,Mucho,Poco,4,4,0
605736,Mucho,Mucho,Mucho,Poco,Poco,Mucho,Mucho,Mucho,3,4,0
605736,Mucho,Mucho,Poco,Poco,Nada,Poco,Poco,Poco,3,4,0
605736,Mucho,Mucho,Poco,Poco,Nada,Mucho,Mucho,Poco,3,3,0
605737,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605737,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,3,0
605738,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,1,0
605738,Nada,Poco,Nada,Nada,Nada,Nada,Nada,Nada,2,2,1
605738,Poco,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,4,5,0
605738,Poco,Poco,Nada,Nada,Nada,Nada,Poco,Nada,1,4,0
605739,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
605739,Mucho,Mucho,Mucho,Mucho,Poco,Mucho,Mucho,Mucho,4,4,0
605740,Mucho,Mucho,Nada,Mucho,Poco,Poco,Poco,Poco,4,4,0
605740,Mucho,Poco,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,5,5,0
605740,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,5,3,0
605741,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Nada,3,3,0
605741,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,2,0
605741,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Poco,3,5,0
605742,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,3,4,0
605742,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
605742,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
605742,Mucho,Mucho,Poco,Mucho,Nada,Mucho,Mucho,Nada,3,3,0
605743,Mucho,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
605743,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
605744,Mucho,Mucho,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
605745,Mucho,Poco,Nada,Nada,Nada,Nada,Nada,Nada,4,4,0
605745,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,4,4,0
605746,Mucho,Mucho,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
605746,Poco,Poco,Nada,Poco,Poco,Mucho,Poco,Poco,3,3,0
605747,Poco,Poco,Poco,Nada,Poco,Poco,Poco,Poco,2,2,0
605747,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605748,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605748,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605749,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,3,0
605749,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
605749,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,3,0
605750,Mucho,Mucho,Poco,Poco,Poco,Mucho,Poco,Poco,4,4,0
605750,Mucho,Mucho,Poco,Poco,Poco,Mucho,Poco,Poco,3,4,0
605750,Mucho,Mucho,Poco,Poco,Poco,Mucho,Mucho,Mucho,5,5,0
605750,Mucho,Mucho,Poco,Poco,Poco,Mucho,Mucho,Mucho,4,5,0
605751,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605751,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605752,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,2,2,0
605752,Poco,Poco,Poco,Poco,Nada,Nada,Poco,Nada,3,3,0
605752,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605753,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,5,5,0
605753,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
605753,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605754,Nada,Poco,Nada,Nada,Nada,Nada,Nada,Nada,2,2,0
605754,Nada,Poco,Nada,Nada,Nada,Poco,Nada,Nada,2,2,0
605754,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605755,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Nada,2,2,0
605755,Nada,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
605755,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
605756,Mucho,Poco,Poco,Mucho,Nada,Nada,Nada,Nada,5,5,1
605756,Mucho,Poco,Poco,Poco,Nada,Nada,Nada,Nada,4,4,0
605756,Mucho,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,5,0
605757,Mucho,Mucho,Poco,Mucho,Nada,Nada,Poco,Nada,5,4,0
605757,Poco,Poco,Nada,Nada,Poco,Poco,Poco,Nada,3,3,0
605757,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
605757,Poco,Nada,Nada,Nada,Nada,Poco,Nada,Nada,5,4,0
605758,Mucho,Mucho,Poco,Poco,Poco,Mucho,Mucho,Mucho,4,4,0
605759,Mucho,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,4,0
605759,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
605759,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,4,3,0
605759,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,2,0
605759,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
605759,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,2,3,0
605759,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
605759,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,2,3,0
605760,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Nada,3,3,0
605760,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605760,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605760,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
605761,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
605762,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
605762,Poco,Poco,Poco,Poco,Nada,Nada,Nada,Nada,3,3,0
605762,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605763,Poco,Mucho,Nada,Nada,Nada,Nada,Poco,Nada,3,3,0
605763,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605763,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
605763,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605764,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,1,0
605764,Poco,Nada,Poco,Poco,Poco,Nada,Nada,Nada,1,1,1
605764,Nada,Nada,Nada,Poco,Poco,Nada,Poco,Poco,2,1,0
605765,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605765,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Nada,3,3,0
605766,Poco,Poco,Poco,Poco,Nada,Nada,Nada,Nada,3,3,0
605766,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605767,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605767,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Nada,3,3,0
605767,Poco,Nada,Poco,Nada,Nada,Nada,Poco,Nada,3,3,0
605767,Mucho,Mucho,Poco,Poco,Poco,Poco,Mucho,Poco,3,3,0
605768,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605768,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
605769,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
605769,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
605770,Poco,Poco,Poco,Poco,Poco,Poco,Nada,Nada,3,3,0
605770,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0
605771,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605771,Mucho,Poco,Poco,Poco,Poco,Poco,Mucho,Mucho,4,4,0
605772,Mucho,Mucho,Nada,Poco,Nada,Nada,Poco,Poco,3,4,0
605772,Mucho,Mucho,Nada,Poco,Poco,Poco,Poco,Poco,3,4,0
605773,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,5,5,0
605773,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,4,4,0
605774,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605774,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
605775,Poco,Mucho,Poco,Poco,Poco,Nada,Poco,Poco,3,3,0
605775,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,3,0
605776,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
605776,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605777,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
605777,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
605778,Mucho,Mucho,Poco,Poco,Poco,Mucho,Poco,Poco,4,3,0
605778,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605779,Poco,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
605779,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
605780,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,3,0
605781,Poco,Mucho,Poco,Poco,Poco,Mucho,Poco,Poco,1,1,0
605782,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,5,0
605782,Mucho,Mucho,Mucho,Poco,Poco,Mucho,Mucho,Poco,5,5,0
605783,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
605784,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605785,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,2,0
605786,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,1,0
605787,Poco,Mucho,Mucho,Poco,Poco,Mucho,Poco,Poco,4,4,0
605788,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,3,0
605788,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
605788,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
605789,Mucho,Poco,Poco,Nada,Nada,Nada,Nada,Nada,3,3,0
605789,Mucho,Poco,Poco,Poco,Nada,Nada,Nada,Nada,3,3,0
605789,Mucho,Poco,Poco,Poco,Nada,Nada,Nada,Nada,3,3,0
605790,Poco,Poco,Mucho,Poco,Nada,Nada,Nada,Poco,3,4,0
605790,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605790,Mucho,Mucho,Mucho,Poco,Poco,Poco,Mucho,Mucho,4,3,0
605791,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Poco,3,3,0
605791,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Poco,5,3,0
605792,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,2,3,0
605792,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
605792,Mucho,Poco,Poco,Nada,Nada,Nada,Nada,Nada,3,3,0
605793,Poco,Nada,Nada,Nada,Nada,Mucho,Nada,Poco,3,3,0
605793,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Nada,3,1,0
605793,Mucho,Poco,Nada,Nada,Nada,Mucho,Mucho,Poco,5,5,0
605794,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,2,0
605794,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Poco,3,3,0
605795,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0
605795,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
605796,Poco,Poco,Nada,Poco,Nada,Nada,Nada,Nada,4,4,0
605796,Poco,Poco,Nada,Poco,Nada,Nada,Poco,Nada,4,4,0
605797,Poco,Mucho,Nada,Poco,Poco,Mucho,Poco,Poco,3,3,0
605797,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605797,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605798,Mucho,Mucho,Nada,Nada,Nada,Mucho,Nada,Nada,4,4,0
605799,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605799,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
605799,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Poco,3,3,0
605799,Poco,Mucho,Nada,Poco,Poco,Poco,Poco,Poco,3,3,0
605800,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
605801,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Poco,4,4,0
605801,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605802,Mucho,Mucho,Nada,Nada,Mucho,Poco,Poco,Poco,4,4,0
605802,Poco,Poco,Poco,Poco,Nada,Poco,Mucho,Mucho,4,5,0
605803,Mucho,Mucho,Poco,Mucho,Nada,Mucho,Mucho,Poco,4,4,0
605803,Mucho,Mucho,Poco,Mucho,Poco,Poco,Mucho,Poco,5,5,0
605804,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
605804,Mucho,Poco,Poco,Nada,Nada,Nada,Nada,Nada,3,3,0
605804,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,3,3,0
605804,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,3,3,0
605805,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,1,0
605805,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,1,0
605806,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,Mucho,3,4,0
605806,Poco,Poco,Nada,Nada,Poco,Poco,Nada,Mucho,3,3,0
605807,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,1
605808,Mucho,Poco,Poco,Nada,Nada,Nada,Nada,Nada,4,4,0
605809,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,1
605810,Mucho,Mucho,Poco,Poco,Poco,Poco,Mucho,Mucho,3,3,0
605810,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0
605811,Nada,Poco,Nada,Nada,Nada,Nada,Nada,Nada,2,2,0
605811,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,3,0
605812,Mucho,Mucho,Poco,Mucho,Poco,Poco,Poco,Poco,3,3,0
605813,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605813,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,3,0
605814,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Poco,3,3,0
605815,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
605816,Poco,Poco,Poco,Nada,Nada,Poco,Poco,Poco,4,3,0
605816,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
605816,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
605817,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
605817,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
605818,Mucho,Mucho,Poco,Mucho,Poco,Poco,Poco,Poco,4,4,0
605818,Mucho,Mucho,Poco,Mucho,Poco,Poco,Poco,Poco,4,4,0
605819,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605820,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,5,1,0
605821,Poco,Nada,Nada,Nada,Nada,Mucho,Nada,Poco,3,1,0
605821,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0
605821,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
605821,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
605822,Poco,Poco,Poco,Poco,Poco,Poco,Nada,Poco,3,3,0
605822,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,1,1,0
605823,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Poco,1,1,0
605824,Nada,Poco,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
605825,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605825,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605825,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,4,0
605826,Nada,Poco,Nada,Nada,Nada,Mucho,Nada,Poco,4,5,0
605826,Nada,Poco,Nada,Nada,Poco,Poco,Nada,Nada,1,1,0
605827,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605827,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605828,Poco,Nada,Nada,Poco,Nada,Mucho,Poco,Nada,4,2,0
605828,Nada,Poco,Nada,Nada,Nada,Poco,Nada,Nada,1,1,0
605829,Poco,Poco,Poco,Nada,Poco,Poco,Poco,Poco,4,1,0
605829,Poco,Poco,Nada,Nada,Nada,Poco,Poco,Poco,1,1,0
605829,Nada,Poco,Nada,Nada,Nada,Nada,Poco,Poco,1,1,1
605830,Nada,Nada,Nada,Nada,Nada,Poco,Nada,Nada,1,1,0
605830,Poco,Poco,Nada,Poco,Nada,Poco,Poco,Poco,1,1,0
605831,Poco,Mucho,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
605831,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
605832,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,1,0
605832,Poco,Nada,Nada,Nada,Nada,Poco,Nada,Nada,2,1,0
605832,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605833,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,2,1,0
605833,Poco,Poco,Poco,Nada,Nada,Nada,Nada,Nada,2,1,0
605833,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,2,1,0
605834,Poco,Poco,Poco,Poco,Nada,Poco,Nada,Nada,3,3,0
605835,Poco,Poco,Nada,Nada,Nada,Poco,Nada,Nada,3,1,0
605835,Poco,Poco,Nada,Nada,Nada,Nada,Poco,Poco,3,1,0
605835,Poco,Nada,Nada,Nada,Nada,Poco,Poco,Poco,3,3,0
605836,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605836,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
605837,Nada,Nada,Nada,Nada,Nada,Poco,Poco,Poco,3,1,0
605837,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Poco,3,2,0
605838,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,1,0
605838,Mucho,Poco,Poco,Nada,Nada,Nada,Poco,Poco,5,3,0
605839,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
605839,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
605840,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605840,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605840,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605840,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,1,0
605841,Nada,Nada,Nada,Poco,Nada,Poco,Poco,Nada,1,1,0
605841,Poco,Poco,Nada,Nada,Nada,Nada,Nada,Nada,2,1,0
605842,Poco,Poco,Poco,Mucho,Poco,Nada,Poco,Poco,4,4,0
605843,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Poco,1,1,0
605843,Poco,Poco,Poco,Nada,Nada,Poco,Poco,Poco,2,2,0
605843,Poco,Poco,Poco,Poco,Nada,Mucho,Poco,Poco,2,2,0
605844,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Poco,2,1,0
605844,Nada,Poco,Poco,Nada,Nada,Poco,Nada,Nada,1,1,0
605845,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,2,0
605845,Poco,Mucho,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
605845,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605846,Mucho,Poco,Poco,Mucho,Mucho,Poco,Mucho,Mucho,3,3,0
605846,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Poco,3,3,0
605847,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605847,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605847,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,2,0
605847,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605847,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605847,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605847,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,1,0
605848,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,4,3,0
605849,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,1,1
605850,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Poco,3,3,0
605850,Mucho,Poco,Poco,Mucho,Mucho,Poco,Mucho,Poco,3,3,0
605850,Mucho,Poco,Poco,Mucho,Mucho,Nada,Poco,Poco,3,3,0
605851,Poco,Poco,Nada,Nada,Poco,Poco,Poco,Poco,3,3,0
605851,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605852,Nada,Nada,Nada,Nada,Nada,Poco,Poco,Mucho,3,1,0
605852,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Mucho,3,3,0
605853,Mucho,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
605854,Mucho,Poco,Nada,Poco,Poco,Poco,Mucho,Poco,3,4,0
605854,Poco,Mucho,Nada,Poco,Poco,Poco,Mucho,Poco,3,3,0
605854,Mucho,Mucho,Nada,Poco,Nada,Nada,Poco,Poco,4,4,0
605855,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
605855,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
605855,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
605855,Nada,Nada,Nada,Nada,Nada,Nada,Nada,Nada,1,1,0
605856,Nada,Nada,Nada,Nada,Nada,Poco,Nada,Nada,1,1,0
605856,Poco,Poco,Poco,Nada,Nada,Poco,Poco,Poco,2,1,0
605857,Mucho,Poco,Nada,Mucho,Poco,Mucho,Mucho,Mucho,3,4,0
605857,Nada,Mucho,Nada,Poco,Poco,Mucho,Poco,Poco,3,3,0
605857,Mucho,Mucho,Poco,Poco,Mucho,Poco,Mucho,Mucho,4,3,0
605857,Poco,Mucho,Poco,Poco,Poco,Mucho,Mucho,Mucho,4,3,0
605858,Poco,Poco,Poco,Mucho,Poco,Mucho,Poco,Poco,3,2,0
605858,Poco,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0
605858,Poco,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605858,Nada,Poco,Poco,Nada,Nada,Poco,Nada,Nada,1,1,0
605858,Poco,Poco,Poco,Nada,Nada,Poco,Poco,Poco,2,2,0
605858,Poco,Poco,Poco,Nada,Nada,Poco,Poco,Poco,3,1,0
605859,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605859,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
605859,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605860,Mucho,Poco,Poco,Poco,Poco,Mucho,Mucho,Mucho,4,4,0
605860,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
605860,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
605860,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
605860,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,1,1,0
605861,Mucho,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,3,3,0
605861,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
605861,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
605861,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
605862,Poco,Poco,Poco,Poco,Poco,Mucho,Poco,Poco,3,3,0
605863,Mucho,Mucho,Nada,Nada,Nada,Nada,Nada,Nada,3,3,0
605863,Poco,Mucho,Poco,Poco,Nada,Poco,Poco,Poco,3,3,0
605864,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605864,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605864,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,4,0
605865,Mucho,Mucho,Poco,Poco,Poco,Poco,Poco,Poco,5,5,0
605866,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,5,5,0
605866,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605867,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,2,2,0
605867,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Nada,3,2,0
605868,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605868,Mucho,Poco,Mucho,Poco,Mucho,Mucho,Mucho,Poco,1,3,0
605869,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Nada,3,3,0
605869,Nada,Poco,Poco,Poco,Mucho,Poco,Poco,Poco,3,1,0
605870,Poco,Poco,Nada,Poco,Nada,Nada,Mucho,Poco,3,2,0
605870,Mucho,Poco,Poco,Poco,Nada,Poco,Poco,Poco,3,3,0
605871,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Nada,3,3,0
605871,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,3,0
605872,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,1,0
605872,Poco,Nada,Nada,Nada,Nada,Nada,Nada,Nada,3,2,1
605872,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,3,2,0
605873,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,4,2,0
605873,Poco,Poco,Poco,Poco,Poco,Poco,Poco,Poco,1,1,0
