DIRECTORIO,homicidio,extorsiones,vandalismo,consumo_drogas,consumo_alcohol,agresiones_vecinos,violaciones_sexuales,acoso_sexual,presencia_pandillas,expendedores_droga,guerrilla,hurto
602052,no,no,no,no,no,no,no,no,no,si,no,no
602053,no,no,no,si,si,no,no,no,no,no,no,no
602054,no,no,no,no,no,no,no,no,no,no,no,si
602055,no,no,no,no,si,no,no,no,no,si,no,no
602056,no,no,no,no,si,no,no,no,no,no,no,no
602057,no,no,si,si,si,no,no,no,no,no,no,no
602058,no,no,no,no,no,no,no,no,no,si,no,si
602059,no,no,no,si,si,no,no,no,no,no,no,si
602060,no,no,no,no,no,no,no,no,no,no,no,si
602061,no,no,no,no,no,no,no,no,no,no,no,si
602062,no,no,no,no,no,no,no,no,si,si,no,si
602063,no,no,no,no,no,no,no,no,si,si,no,si
602064,no,no,no,no,si,no,no,no,no,no,no,si
602065,no,no,no,si,no,no,no,no,no,no,no,si
602066,no,no,no,no,no,no,no,no,no,no,no,si
602067,no,no,no,no,no,no,no,no,no,si,no,si
602068,no,no,no,no,no,no,no,no,no,no,no,no
602069,no,no,no,no,no,no,no,no,si,si,no,si
602070,no,no,no,no,no,no,no,no,no,no,no,no
602071,no,no,no,no,no,no,no,no,no,no,no,si
602072,no,no,no,no,no,no,no,no,si,no,no,si
602073,si,no,no,si,si,no,no,no,si,si,no,si
602074,no,no,no,no,si,no,no,no,no,no,no,si
602075,no,no,no,no,no,no,no,no,no,no,no,no
602076,no,no,no,no,no,no,no,no,no,no,no,si
602077,no,no,si,si,no,no,no,no,si,si,no,si
602078,si,no,si,si,si,no,no,no,no,si,no,si
602079,si,no,no,no,si,no,no,no,no,no,no,si
602080,si,si,si,si,si,no,no,no,si,si,no,si
602081,no,no,no,no,no,no,no,no,no,si,no,si
602082,no,no,no,no,no,no,no,no,si,si,no,si
602083,no,no,no,no,si,no,no,no,no,no,no,si
602084,no,no,no,no,no,no,no,no,no,no,no,si
602085,no,no,no,no,no,no,no,no,si,no,no,si
602086,no,no,no,no,no,no,no,no,no,no,no,si
602087,no,no,no,no,no,no,no,no,no,no,no,si
602088,no,no,no,no,no,no,no,no,no,no,no,si
602089,no,no,no,no,no,no,no,no,no,no,no,no
602090,si,si,si,si,si,si,no,no,no,no,no,si
602091,no,no,no,no,no,no,no,no,no,no,no,si
602092,no,no,no,no,no,no,no,no,no,no,no,no
602093,no,no,si,si,no,no,no,no,si,si,no,si
602094,no,no,no,si,no,no,no,no,no,no,no,si
602095,no,no,no,no,no,no,no,no,no,no,no,si
602096,no,no,no,no,no,no,no,no,no,no,no,si
602097,no,no,no,no,no,no,no,no,no,no,no,no
602098,no,no,no,si,si,si,no,no,no,no,no,si
602099,si,no,no,si,si,si,no,no,no,no,no,si
602100,si,no,si,si,si,si,no,no,si,si,no,si
602101,si,no,no,no,no,si,no,no,no,no,no,si
602102,si,si,si,si,si,no,no,no,si,si,no,si
602103,no,no,no,no,si,no,no,no,no,no,no,si
602104,no,no,no,no,no,no,no,no,no,no,no,si
602105,no,no,no,si,si,no,no,no,no,no,no,si
602106,si,no,no,si,si,no,no,no,no,si,no,si
602107,si,no,no,si,si,no,no,no,no,no,no,si
602108,si,no,no,no,si,no,no,no,no,no,no,si
602109,si,no,no,no,no,no,no,no,no,no,no,si
602110,si,no,no,si,si,no,no,no,no,no,no,si
602111,no,no,no,si,si,no,no,no,no,no,no,si
602112,no,no,no,no,no,no,no,no,no,no,no,no
602113,no,no,no,si,si,si,no,no,no,no,no,si
602114,no,no,no,no,no,no,no,no,no,no,no,si
602115,no,no,no,si,si,no,no,no,no,si,no,si
602116,no,no,si,no,si,no,no,no,no,no,no,si
602117,no,no,no,si,si,no,no,no,no,si,no,si
602118,no,no,no,no,no,no,no,no,no,no,no,no
602119,si,no,si,si,si,no,no,no,no,no,no,si
602120,no,no,no,si,si,si,no,no,no,si,no,si
602121,no,no,no,no,no,no,no,no,no,no,no,si
602122,no,no,si,si,si,no,no,no,si,si,no,si
602123,si,no,si,si,si,no,no,no,si,si,no,si
602124,no,no,no,no,no,no,no,no,no,no,no,no
602125,no,no,no,si,si,no,no,no,si,si,no,si
602126,no,no,no,si,si,no,no,no,no,si,no,si
602127,no,no,no,si,si,no,no,no,si,no,no,si
602128,no,no,no,si,si,no,no,no,no,no,no,no
602129,no,no,no,si,si,no,no,no,no,si,no,si
602130,no,no,no,si,si,no,no,no,no,si,no,si
602131,no,no,no,si,si,no,no,no,no,si,no,si
602132,no,no,si,si,si,no,no,no,si,si,no,si
602133,no,no,no,si,si,no,no,no,no,no,no,si
602134,no,no,no,si,si,no,no,no,no,no,no,si
602135,no,no,no,no,no,no,no,no,no,no,no,no
602136,si,no,no,si,si,no,no,no,no,no,no,si
602137,no,no,no,no,si,no,no,no,no,no,no,si
602138,no,no,no,no,si,no,no,no,no,no,no,si
602139,no,no,no,si,si,no,no,no,no,no,no,si
602140,no,no,no,no,si,no,no,no,no,no,no,si
602141,no,no,no,no,si,no,no,no,no,no,no,no
602142,no,no,no,no,no,no,no,no,no,no,no,no
602143,no,no,no,no,no,no,no,no,no,no,no,si
602144,no,no,no,no,no,no,no,no,no,no,no,no
602145,no,no,no,no,no,no,no,no,no,no,no,no
602146,no,no,no,no,no,no,no,no,no,no,no,si
602147,no,no,no,no,no,no,no,no,no,no,no,si
602149,no,no,no,no,no,no,no,no,no,no,no,no
602150,no,no,no,no,no,no,no,no,no,no,no,no
602151,no,no,no,no,no,no,no,no,no,no,no,no
602152,no,no,no,si,si,no,no,no,no,no,no,no
602153,no,no,no,no,no,no,no,no,no,no,no,no
602154,no,no,no,no,no,no,no,no,no,no,no,no
602155,no,no,no,si,no,no,no,no,no,no,no,no
602156,no,no,no,no,no,no,no,no,no,no,no,no
602157,no,no,no,no,no,no,no,no,no,no,no,no
602158,no,no,no,no,no,no,no,no,no,no,no,no
602159,no,no,no,si,si,no,no,no,no,no,no,no
602160,no,no,no,si,si,no,no,no,no,no,no,no
602161,no,no,no,no,no,no,no,no,no,no,no,no
602162,no,no,no,no,no,no,no,no,no,no,no,no
602163,no,no,no,no,no,no,no,no,no,no,no,no
602164,no,no,no,si,no,no,no,no,no,no,no,no
602165,no,no,no,no,no,no,no,no,no,no,no,no
602166,no,no,no,si,no,no,no,no,no,no,no,no
602167,no,no,no,no,no,no,no,no,no,no,no,no
602168,no,no,no,no,no,no,no,no,no,no,no,no
602169,no,no,no,no,no,no,no,no,no,no,no,no
602170,si,no,no,si,si,si,no,si,no,si,no,si
602171,si,no,no,si,si,no,no,no,no,si,no,no
602172,no,no,si,no,no,no,no,no,no,no,no,si
602174,si,no,no,no,si,si,no,no,no,si,no,si
602175,no,no,no,no,no,no,no,no,no,no,no,si
602176,si,no,si,si,si,no,no,no,si,si,no,si
602178,no,no,no,si,si,no,no,no,no,no,no,no
602180,si,no,si,si,si,no,no,no,no,si,no,si
602181,no,no,si,si,si,no,no,no,no,si,no,si
602183,no,si,si,no,no,no,no,no,no,no,no,si
602184,no,no,no,no,no,no,no,no,no,no,no,no
602185,no,no,si,si,si,si,no,no,no,no,no,si
602188,no,no,si,si,si,no,no,no,no,si,no,si
602189,no,no,si,si,si,no,no,no,no,si,no,si
602190,no,no,no,no,si,no,no,no,no,no,no,si
602191,no,no,si,si,si,si,no,no,si,si,no,si
602192,no,no,no,no,no,no,no,no,no,no,no,no
602193,no,no,no,si,si,no,no,no,no,no,no,no
602194,no,no,no,si,si,si,no,no,no,no,no,si
602195,no,no,no,si,si,no,no,no,no,no,no,si
602196,no,no,no,no,si,no,no,no,no,no,no,no
602197,no,no,no,no,si,no,no,no,no,no,no,no
602198,no,no,no,si,si,si,no,no,no,no,no,si
602199,no,no,no,no,si,no,no,no,no,no,no,si
602200,no,no,no,no,si,no,no,no,no,si,no,si
602201,no,no,no,si,si,no,no,no,no,no,no,si
602202,no,no,no,si,si,no,no,no,no,no,no,si
602203,no,no,no,si,si,no,no,no,no,no,no,si
602204,no,no,no,si,si,no,no,no,no,no,no,si
602205,no,no,no,si,si,no,no,no,no,no,no,si
602206,no,no,no,si,si,no,no,no,no,no,no,si
602207,no,no,no,no,si,no,no,no,no,no,no,no
602208,no,no,no,si,si,no,no,no,si,si,no,si
602211,no,no,no,si,si,no,no,no,no,no,no,no
602212,no,no,si,si,no,no,no,no,no,no,no,si
602213,no,no,no,si,no,no,no,no,no,no,no,si
602214,no,no,no,no,no,no,no,no,no,no,no,si
602215,no,no,no,no,no,no,no,no,no,no,no,si
602216,no,no,no,si,no,no,no,no,no,si,no,si
602217,no,no,no,no,no,no,no,no,no,no,no,no
602218,no,no,no,no,no,no,no,no,no,no,no,no
602219,no,no,no,no,no,no,no,no,no,no,no,no
602220,no,no,no,si,si,no,no,no,si,si,no,si
602221,no,no,no,no,no,no,no,no,no,no,no,no
602222,no,no,no,si,no,si,no,no,si,no,no,si
602223,no,no,no,si,si,no,no,no,no,si,no,si
602224,no,no,no,no,no,no,no,no,no,no,no,no
602225,no,no,no,si,no,si,no,no,si,no,no,si
602226,no,no,no,no,no,no,no,no,no,no,no,si
602227,no,no,no,no,no,no,no,no,no,no,no,no
602228,no,no,no,si,no,no,no,no,no,si,no,si
602229,no,no,no,si,no,no,no,no,no,no,no,si
602230,no,no,no,si,si,no,no,no,no,no,no,si
602231,no,no,no,si,no,no,no,no,si,no,no,si
602232,no,no,no,no,no,no,no,no,no,no,no,no
602233,no,no,no,si,no,no,no,no,si,no,no,si
602234,no,no,no,no,no,no,no,no,no,no,no,si
602235,no,no,no,no,no,no,no,no,no,no,no,si
602236,si,no,no,no,no,no,no,no,no,no,no,no
602237,no,no,no,si,si,no,no,no,no,no,no,si
602238,no,no,no,si,si,no,no,no,no,no,no,si
602239,no,no,no,no,no,no,no,no,no,no,no,si
602240,no,no,si,si,si,no,no,no,si,si,no,si
602241,no,no,no,si,no,no,no,no,no,no,no,si
602242,no,no,no,no,no,no,no,no,no,no,no,no
602243,no,no,si,si,si,si,no,no,si,si,no,si
602244,no,no,no,no,si,no,no,no,no,no,no,si
602245,no,no,no,no,no,no,no,no,no,no,no,no
602246,no,no,no,si,no,no,no,no,si,si,no,si
602247,si,no,no,no,no,no,no,no,no,no,no,si
602248,no,no,no,si,no,no,no,no,no,si,no,si
602249,no,no,no,no,no,no,no,no,no,si,no,si
602250,no,no,no,no,si,si,no,no,no,no,no,si
602251,no,no,no,no,no,no,no,no,no,no,no,no
602252,no,no,no,no,no,no,no,no,no,no,no,no
602253,no,no,no,no,no,no,no,no,no,no,no,si
602254,no,no,no,no,no,no,no,no,no,si,no,si
602255,no,no,no,si,no,no,no,no,no,si,no,si
602256,no,no,no,si,no,no,no,no,no,no,no,si
602257,no,no,no,no,si,no,no,no,no,no,no,si
602258,no,no,no,si,si,si,no,no,no,no,no,si
602259,no,no,no,no,si,no,no,no,no,no,no,si
602260,no,no,no,no,no,no,no,no,no,no,no,no
602261,no,no,no,no,no,no,no,no,no,no,no,si
602262,si,si,si,si,si,no,no,no,si,si,no,si
602263,no,no,no,si,si,si,no,no,si,si,no,si
602264,no,no,no,si,si,si,no,no,no,no,no,si
602265,si,no,no,si,si,no,no,no,si,si,no,si
602266,si,no,si,si,si,no,no,no,si,si,no,si
602267,si,no,no,si,si,si,no,no,no,si,no,si
602268,no,no,si,si,no,no,no,no,no,si,no,si
602269,si,si,no,si,si,si,no,no,si,si,no,si
602270,si,no,no,si,si,no,no,no,no,no,no,si
602271,si,no,no,no,no,no,no,no,no,si,no,si
602272,si,no,si,si,si,no,no,no,si,no,no,si
602273,si,si,si,si,si,si,no,no,si,si,no,si
602274,si,no,no,si,si,no,no,no,si,si,no,si
602275,no,no,no,si,no,no,no,no,no,no,no,si
602276,si,si,no,si,si,si,si,si,si,si,no,si
602277,no,no,no,no,si,no,no,no,no,no,no,si
602278,si,si,si,si,si,no,no,no,si,si,no,si
602279,si,no,no,si,si,no,no,no,si,si,no,si
602280,si,no,si,si,si,no,no,no,no,si,no,si
602281,si,no,si,si,si,no,no,no,no,no,no,si
602282,no,no,no,si,no,no,no,no,no,no,no,no
602283,no,no,no,si,no,no,no,no,no,no,no,si
602284,no,no,no,no,no,no,no,no,si,si,no,no
602285,no,no,no,no,si,no,no,no,no,no,no,no
602286,no,no,no,no,si,no,no,no,no,no,no,si
602287,no,no,no,no,no,no,no,no,no,no,no,si
602288,no,no,no,si,no,no,no,no,no,no,no,no
602289,no,si,si,si,si,no,no,no,no,no,no,si
602290,no,no,no,si,no,no,no,no,no,no,no,si
602291,no,no,no,si,no,no,no,no,no,no,no,si
602292,no,no,no,no,no,no,no,no,no,no,no,no
602293,no,no,no,no,no,no,no,no,no,no,no,no
602294,no,no,no,no,no,no,no,no,no,no,no,si
602295,no,no,no,no,si,si,no,no,no,si,no,si
602296,no,no,no,si,no,no,no,no,no,no,no,si
602297,no,no,no,si,no,no,no,no,no,no,no,si
602298,no,no,no,si,si,no,no,no,no,no,no,si
602299,no,no,no,si,si,no,no,no,no,si,no,no
602300,no,no,no,no,no,no,no,no,no,no,no,no
602301,si,si,no,si,si,si,no,no,si,no,no,si
602302,si,no,si,si,si,si,no,no,si,si,no,si
602303,no,no,no,si,si,no,no,no,no,si,no,si
602304,no,no,no,si,si,no,no,no,no,no,no,si
602305,no,no,no,si,si,no,no,no,no,no,no,si
602306,si,no,no,si,si,si,no,no,no,si,no,si
602307,no,no,no,no,no,no,no,no,no,no,no,no
602308,no,no,no,no,no,no,no,no,no,no,no,no
602309,no,no,no,no,no,no,no,no,no,no,no,no
602310,si,si,si,si,si,no,no,no,no,no,no,si
602311,no,no,no,si,si,no,no,no,no,si,no,si
602312,no,no,no,no,no,no,no,no,no,no,no,no
602313,no,no,no,si,no,no,no,no,no,no,no,si
602314,no,no,no,no,no,no,no,no,no,no,no,no
602315,no,no,no,si,si,no,no,no,si,si,no,si
602316,no,no,no,no,no,no,no,no,no,no,no,si
602317,no,no,si,si,si,no,no,no,si,si,no,si
602318,no,no,no,no,no,no,no,no,si,no,no,si
602319,no,no,no,si,si,no,no,no,no,no,no,si
602320,no,no,no,si,si,no,no,no,no,si,no,si
602321,no,no,no,no,no,no,no,no,no,no,no,no
602322,no,no,si,si,si,no,no,no,si,si,no,si
602323,no,no,si,si,si,si,no,no,no,si,no,si
602324,no,no,no,no,no,no,no,no,si,si,no,si
602325,no,no,no,si,no,no,no,no,no,no,no,si
602326,no,no,no,si,si,no,no,no,no,no,no,si
602327,si,no,no,no,si,no,no,no,no,no,no,si
602328,no,no,no,si,si,no,no,no,no,no,no,no
602329,no,no,no,no,no,no,no,no,no,no,no,si
602330,no,no,no,si,no,no,no,no,no,no,no,no
602331,no,no,no,si,si,no,no,no,no,no,no,si
602332,no,no,no,si,si,si,no,no,no,si,no,no
602333,no,no,no,no,no,no,no,no,no,no,no,si
602334,no,no,no,si,si,si,no,no,no,no,no,si
602335,si,no,no,no,no,no,no,no,no,no,no,si
602336,no,no,no,si,si,no,no,no,no,no,no,no
602337,no,no,si,si,si,no,no,no,si,si,no,si
602338,no,no,no,si,si,no,no,no,no,si,no,si
602339,no,no,no,si,no,no,no,no,no,no,no,no
602340,no,no,no,no,no,no,no,no,si,si,no,si
602341,no,no,no,no,no,no,no,no,no,no,no,no
602342,no,no,no,si,no,no,no,no,si,si,no,si
602343,si,no,no,si,si,si,no,no,si,si,no,si
602344,si,no,no,si,si,no,no,no,no,no,no,si
602345,si,si,si,si,si,si,si,si,si,si,no,si
602346,no,no,no,no,no,no,no,no,no,no,no,no
602347,si,no,no,si,si,no,no,no,no,no,no,si
602348,si,no,no,si,si,no,no,no,si,si,no,si
602349,no,no,no,no,no,no,no,no,no,no,no,si
602350,no,no,no,si,si,no,no,no,si,si,no,si
602351,no,no,no,si,no,no,no,no,no,no,no,si
602352,no,no,no,no,no,no,no,no,no,no,no,no
602353,si,no,si,si,si,si,no,no,si,si,no,si
602354,no,no,no,si,no,si,no,no,no,si,no,si
602355,no,no,no,si,si,no,no,no,no,no,no,no
602356,no,no,no,no,no,no,no,no,no,no,no,si
602357,si,no,no,si,si,no,no,no,no,no,no,si
602358,no,no,no,no,no,no,no,no,no,si,no,si
602359,no,no,no,si,si,no,no,no,no,si,no,no
602360,no,no,no,si,no,si,no,no,si,si,no,si
602361,si,no,si,si,si,no,no,no,si,si,no,si
602362,no,no,no,si,si,no,no,no,si,si,no,si
602363,no,no,no,si,no,no,no,no,no,si,no,no
602364,no,no,no,no,no,no,no,no,si,si,no,no
602365,no,no,no,no,no,no,no,no,si,si,no,no
602366,no,no,no,si,si,no,no,no,no,no,no,no
602367,no,no,no,no,no,no,no,no,no,no,no,no
602368,no,no,no,no,no,no,no,no,no,no,no,no
602369,no,no,no,no,no,no,no,no,no,no,no,no
602370,no,no,no,no,no,no,no,no,no,no,no,no
602371,no,no,no,no,no,no,no,no,no,no,no,si
602373,no,no,no,no,no,no,no,no,si,si,no,no
602374,no,no,no,no,no,no,no,no,si,no,no,no
602375,si,si,si,si,si,si,no,no,si,si,no,si
602376,si,si,si,si,si,si,no,no,si,si,no,si
602377,no,no,no,no,no,no,no,no,si,si,no,no
602378,no,no,no,si,no,no,no,no,no,si,no,si
602379,no,no,no,si,si,no,no,no,no,no,no,no
602381,si,no,no,si,si,no,no,no,si,si,no,si
602382,si,no,si,si,si,no,no,no,si,si,no,si
602384,si,si,si,si,si,si,no,no,si,si,no,si
602385,no,no,no,si,si,no,no,no,no,no,no,si
602386,no,no,no,si,si,no,no,no,no,no,no,si
602387,no,no,no,no,no,no,no,no,no,no,no,no
602388,no,no,no,no,no,no,no,no,no,no,no,no
602389,si,si,si,si,si,si,no,no,si,no,no,si
602390,no,no,no,no,no,no,no,no,no,no,no,no
602391,no,no,no,no,no,no,no,no,no,no,no,si
602393,no,no,no,si,si,no,no,no,no,si,no,si
602394,no,no,no,si,si,no,no,no,no,no,no,si
602395,no,no,no,si,si,no,no,no,si,si,no,si
602396,no,no,si,si,si,si,no,no,no,si,no,si
602397,no,no,no,si,si,no,no,no,no,no,no,si
602398,no,no,no,no,no,no,no,no,no,no,no,si
602399,no,no,no,no,no,no,no,no,no,no,no,si
602400,no,no,no,si,si,no,no,no,no,no,no,si
602401,no,no,no,no,no,no,no,no,no,no,no,si
602402,no,no,no,si,si,no,no,no,no,no,no,si
602403,no,no,no,si,si,no,no,no,no,no,no,si
602404,no,si,si,si,no,si,no,no,si,si,no,si
602405,no,no,no,si,si,no,no,no,no,no,no,si
602406,no,no,no,no,no,no,no,no,no,no,no,si
602407,no,no,no,si,si,no,no,no,no,no,no,no
602408,no,no,no,no,si,no,no,no,no,no,no,no
602409,no,no,no,no,no,no,no,no,no,no,no,no
602410,no,no,no,si,si,no,no,no,no,si,no,si
602411,no,no,no,no,si,no,no,no,no,no,no,no
602412,no,no,no,si,no,no,no,no,no,no,no,no
602413,no,no,no,no,no,no,no,no,no,no,no,no
602414,no,no,no,no,no,no,no,no,no,no,no,no
602415,no,no,no,no,si,no,no,no,no,no,no,no
602416,no,no,no,si,si,no,no,no,no,no,no,si
602417,no,no,no,no,no,no,no,no,no,no,no,no
602418,no,no,no,si,si,no,no,no,no,no,no,no
602419,no,no,no,no,no,no,no,no,no,no,no,no
602420,no,no,no,no,no,no,no,no,no,no,no,si
602421,no,no,no,si,no,no,no,no,no,no,no,no
602422,no,no,no,si,si,no,no,no,no,no,no,si
602423,no,no,si,si,si,no,no,no,no,no,no,si
602424,no,no,no,no,no,no,no,no,no,no,no,no
602425,no,no,no,no,no,no,no,no,no,no,no,no
602426,no,no,no,no,no,no,no,no,si,si,no,si
602427,no,no,no,no,no,no,no,no,no,no,no,si
602428,no,no,no,si,si,no,no,no,no,no,no,no
602429,no,no,no,no,no,no,no,no,no,no,no,si
602430,no,no,no,no,no,no,no,no,no,no,no,si
602431,no,no,no,si,no,no,no,no,no,si,no,si
602432,no,no,no,no,no,no,no,no,no,no,no,no
602433,no,no,no,no,no,no,no,no,no,no,no,si
602434,no,no,no,no,no,no,no,no,no,no,no,no
602435,no,no,no,no,no,no,no,no,no,no,no,si
602436,no,no,no,si,no,no,no,no,no,no,no,no
602437,no,no,no,si,si,si,no,no,no,no,no,si
602438,no,no,no,no,no,no,no,no,no,no,no,si
602439,no,no,no,si,no,no,no,no,no,no,no,si
602440,no,no,no,no,si,si,no,no,si,no,no,si
602441,no,no,no,si,si,si,no,no,no,no,no,no
602442,no,no,no,si,si,si,no,no,no,no,no,si
602443,no,no,si,si,si,no,no,no,si,si,no,si
602444,no,no,si,si,si,si,no,no,no,no,no,si
602445,no,no,si,si,si,no,no,no,si,no,no,si
602446,no,no,no,si,si,no,no,no,si,si,no,si
602447,no,no,no,si,si,no,no,no,no,no,no,si
602448,no,no,no,si,no,no,no,no,no,no,no,no
602449,no,no,no,si,si,no,no,no,no,no,no,si
602450,no,no,si,si,si,no,no,no,si,si,no,si
602451,no,no,si,si,si,no,no,no,si,si,no,si
602452,no,no,no,si,si,no,no,no,si,no,no,no
602452,no,no,si,si,no,no,no,no,si,si,no,no
602453,no,no,no,no,no,no,no,no,no,no,no,si
602454,no,no,no,no,no,no,no,no,si,no,no,no
602455,no,no,no,si,si,si,no,no,no,no,no,si
602456,no,no,no,si,si,no,no,no,no,no,no,si
602457,no,no,no,si,si,no,no,no,no,no,no,no
602458,no,no,no,no,no,no,no,no,no,no,no,no
602459,no,no,no,si,si,no,no,no,no,no,no,si
602460,no,no,no,si,no,no,no,no,si,si,no,si
602461,no,no,no,no,no,no,no,no,no,no,no,no
602462,no,no,no,si,si,no,no,no,no,no,no,si
602463,no,no,si,si,si,no,no,no,si,si,no,si
602464,no,no,no,si,si,no,no,no,no,si,no,no
602465,no,no,no,si,si,no,no,no,no,no,no,si
602466,no,no,no,si,no,no,no,no,no,no,no,no
602467,no,no,no,no,no,no,no,no,no,no,no,no
602468,no,no,no,si,si,no,no,no,no,no,no,si
602469,no,no,no,no,no,no,no,no,no,no,no,no
602470,no,no,no,si,no,no,no,no,no,no,no,no
602471,no,no,no,si,si,no,no,no,no,no,no,si
602472,no,no,no,si,no,no,no,no,no,no,no,si
602473,no,no,no,si,si,no,no,no,si,no,no,si
602474,no,no,no,si,si,si,no,no,no,si,no,si
602475,no,no,no,si,si,no,no,no,no,no,no,si
602476,si,no,si,si,si,si,si,si,si,no,no,si
602477,no,no,no,si,si,no,no,no,no,no,no,si
602478,si,si,si,si,si,no,no,no,si,si,no,si
602479,no,no,no,no,no,no,no,no,no,no,no,no
602480,no,no,no,si,no,no,no,no,no,no,no,si
602481,no,no,no,no,no,no,no,no,no,no,no,no
602482,no,no,no,si,si,no,no,no,no,no,no,no
602483,no,no,no,no,no,no,no,no,no,no,no,no
602484,no,no,no,no,si,no,no,no,no,no,no,no
602485,no,no,no,si,si,no,no,no,no,no,no,no
602486,no,no,no,si,si,si,no,no,no,no,no,no
602487,si,si,no,si,si,no,no,no,no,no,no,si
602488,no,no,no,no,no,si,no,no,no,no,no,no
602489,si,si,no,si,si,no,si,no,no,si,si,no
602490,no,no,no,no,no,no,no,no,no,no,no,no
602491,si,no,no,si,si,no,no,no,no,no,no,no
602492,no,no,no,no,si,no,no,no,no,no,no,no
602493,no,no,no,no,no,no,no,no,no,no,no,no
602494,no,no,no,no,no,no,no,no,no,no,no,no
602495,no,no,no,no,no,no,no,no,no,no,no,no
602496,no,no,no,no,no,no,no,no,no,no,no,no
602497,no,no,no,no,no,no,no,no,no,no,no,no
602498,no,no,no,si,si,si,no,si,no,no,no,si
602499,si,no,no,si,si,no,no,no,si,si,no,si
602500,no,no,no,no,no,no,no,no,no,no,no,no
602502,no,no,no,no,no,no,no,no,no,no,no,si
602503,no,no,no,no,no,no,no,no,no,no,no,no
602504,si,no,si,si,si,no,no,no,si,no,no,si
602505,si,no,no,si,si,si,no,no,no,no,no,si
602506,no,no,no,no,no,no,no,no,no,no,no,no
602507,no,no,no,no,no,no,no,no,no,no,no,no
602508,no,no,no,si,si,no,no,no,no,no,no,no
602509,no,no,no,si,si,si,no,no,no,no,no,no
602510,no,no,no,no,no,no,no,no,no,no,no,no
602511,no,no,no,no,si,si,no,si,no,no,no,no
602512,no,no,si,no,no,no,no,no,no,no,no,no
602513,no,no,no,si,si,no,no,no,no,no,no,no
602514,no,no,no,si,si,no,no,no,no,no,no,si
602515,no,no,no,si,si,no,no,no,no,si,no,no
602516,no,no,no,si,si,si,no,no,no,no,no,si
602517,si,no,si,si,si,si,no,si,si,si,no,si
602518,si,no,no,si,si,si,no,no,no,no,no,si
602519,no,no,no,no,no,no,no,no,no,no,no,si
602520,no,no,no,no,no,no,no,no,no,no,no,no
602521,no,no,no,no,no,no,no,no,no,no,no,no
602522,no,no,no,no,no,no,no,no,no,no,no,no
602523,no,no,no,no,no,no,no,no,no,no,no,no
602524,si,no,si,si,si,no,no,no,si,si,no,si
602525,no,no,no,no,no,no,no,no,no,no,no,no
602526,no,no,no,no,si,no,no,no,no,no,no,no
602527,no,no,no,no,no,no,no,no,no,no,no,no
602528,no,no,no,no,no,no,no,no,no,no,no,no
602529,no,no,no,si,si,no,no,no,no,si,no,no
602530,no,no,no,no,no,no,no,no,no,no,no,si
602531,no,no,no,no,no,no,no,no,no,no,no,no
602532,no,no,no,no,no,no,no,no,no,no,no,no
602533,no,no,no,no,si,no,no,no,no,no,no,si
602534,no,no,no,no,no,no,no,no,no,no,no,no
602535,no,no,no,no,no,no,no,no,si,no,no,no
602536,si,no,si,no,no,si,no,no,no,no,no,no
602537,no,no,no,no,no,no,no,no,no,no,no,no
602538,no,no,no,no,no,no,no,no,no,no,no,no
602539,no,no,no,no,no,no,no,no,no,no,no,no
602540,si,no,no,si,si,no,no,no,no,no,no,si
602541,no,no,no,no,no,no,no,no,no,no,no,si
602541,no,no,no,no,no,no,no,no,no,no,no,no
602542,no,no,no,no,no,no,no,no,no,no,no,no
602543,no,no,no,si,si,no,no,no,no,no,no,no
602544,no,no,no,no,no,no,no,no,no,no,no,no
602545,no,no,no,si,si,no,no,no,no,no,no,si
602546,no,no,no,si,si,no,no,no,no,no,no,si
602547,si,no,no,si,si,no,no,no,si,si,no,no
602548,no,no,no,no,no,no,no,no,no,no,no,no
602549,no,no,no,no,si,si,no,no,no,no,no,si
602550,no,no,no,no,no,no,no,no,no,no,no,si
602551,no,no,no,no,no,no,no,no,no,no,no,no
602552,si,si,no,si,si,si,no,no,no,si,no,si
602553,no,no,no,si,si,no,no,no,no,no,no,si
602554,no,no,no,no,no,no,no,no,no,no,no,si
602555,no,no,no,no,no,no,no,no,no,no,no,no
602556,no,no,no,no,no,no,no,no,no,no,no,no
602557,no,no,no,no,no,no,no,no,no,no,no,no
602558,no,no,no,no,no,no,no,no,no,no,no,no
602559,no,no,no,si,si,no,no,no,no,no,no,si
602560,si,no,si,si,si,si,no,no,no,si,no,si
602561,no,no,no,no,no,no,no,no,no,no,no,no
602563,no,no,no,no,si,si,no,no,no,no,no,si
602564,no,no,no,no,no,no,no,no,no,no,no,no
602565,no,no,no,no,no,no,no,no,no,no,no,no
602566,no,no,no,no,no,no,no,no,no,no,no,si
602567,no,no,no,no,no,no,no,no,no,no,no,no
602568,no,no,no,no,no,no,no,no,no,no,no,no
602569,no,no,no,no,no,no,no,no,no,no,no,si
602570,no,no,no,no,no,no,no,no,no,no,no,no
602571,no,no,no,si,si,no,no,no,no,no,no,no
602572,no,no,no,no,no,no,no,no,no,no,no,no
602573,no,no,no,si,si,no,no,no,si,si,no,si
602574,no,no,no,si,si,no,no,no,no,no,no,si
602576,no,no,no,si,si,no,no,no,no,no,no,si
602578,si,no,si,si,si,si,no,no,no,si,no,si
602579,no,no,no,no,no,no,no,no,no,si,no,no
602580,no,no,no,si,si,no,no,no,no,no,no,no
