DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P541;P1392;P1392S1;P1392S3;P1959;P1960;P1960S1;P1960S2;P522;P523;P565S1;P565S2;P565S3;P565S4;P1179;P1179S1;P1179S3;P568;P525;P1343;P1343S1;P1343S3;P577;P3303;P3304;P3305S1;P3305S2;P3305S3;P3305S4;P3305S5;P3306;P3306S1;P3306S2;P3307;P3307S1;P3307S2;P3308;P3308S1;P3308S2;P3309;P3309S1;P3309S2;P33010;P33010S1;P33010S2;P33011;P33011S1;P33011S2;P3312;P526;P1315;P1315S1;P1315S3;P3115S1;P3115S2;P3115S3;P3115S4;P3313;P3314;P528;P1286;P1956;P1976S1;P1976S2;P1976S9;P1976S4;P1976S5;P1976S6;P1976S7;P1976S13;P1976S14;P1976S8
622225;237;3;1;3;60.963679085;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622225;237;4;1;4;60.963679085;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622225;237;5;1;5;60.963679085;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622226;237;1;1;1;58.961892599;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622226;237;2;1;2;58.961892599;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622226;237;3;1;3;58.961892599;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;1;1;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622226;237;4;1;4;58.961892599;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;1;1;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622226;237;5;1;5;58.961892599;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622227;237;1;1;1;54.275690082;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622228;237;1;1;1;46.6560213;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;2;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622228;237;2;1;2;46.6560213;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622228;237;3;1;3;46.6560213;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622229;237;1;1;1;119.49649567;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;1;1;0;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622229;237;2;1;2;119.49649567;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622230;237;1;1;1;62.611726268;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622230;237;2;1;2;62.611726268;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622231;237;1;1;1;43.772496104;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;1;2;0;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622231;237;2;1;2;43.772496104;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622232;237;1;1;1;47.541529195;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622232;237;2;1;2;47.541529195;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622232;237;3;1;3;47.541529195;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622233;237;1;1;1;43.735030805;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622233;237;2;1;2;43.735030805;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622234;237;1;1;1;40.057291618;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;1;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622234;237;2;1;2;40.057291618;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622235;237;1;1;1;76.325189178;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622236;237;1;1;1;70.213037405;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;1;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622237;237;1;1;1;66.57248749;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622237;237;2;1;2;66.57248749;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622238;237;1;1;1;89.146127436;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622239;237;1;1;1;87.875683487;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622239;237;2;1;2;87.875683487;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622240;237;1;1;1;99.901844437;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622241;237;1;1;1;99.901844437;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622242;237;1;1;1;121.67088391;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;1;1;1;1;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622242;237;2;1;2;121.67088391;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622242;237;3;1;3;121.67088391;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622242;237;4;1;4;121.67088391;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;1;1;1;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622243;237;1;1;1;92.150611575;2;2;;;2;2;;;1;2;2;1;2;2;2;;;;2;2;;;;1;2;1;1;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622243;237;2;1;2;92.150611575;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;1;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622243;237;3;1;3;92.150611575;;;;;;;;;1;2;2;2;1;2;2;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622244;237;1;1;1;110.5679859;2;2;;;2;2;;;1;2;2;1;2;2;2;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622244;237;2;1;2;110.5679859;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622244;237;3;1;3;110.5679859;;;;;;;;;1;2;2;1;2;2;2;;;;2;2;;;;1;2;1;1;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622244;237;4;1;4;110.5679859;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;1;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622245;237;1;1;1;113.40613375;2;2;;;2;2;;;1;2;2;2;2;2;;;;;2;2;;;;2;1;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622245;237;2;1;2;113.40613375;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622245;237;3;1;3;113.40613375;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622245;237;4;1;4;113.40613375;;;;;;;;;1;1;2;1;2;2;2;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622246;237;1;1;1;106.69944083;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622246;237;2;1;2;106.69944083;;;;;;;;;1;2;2;2;1;2;2;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622247;237;1;1;1;121.45937964;2;2;;;2;2;;;1;2;1;2;2;2;2;;;;2;2;;;;1;2;1;1;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622247;237;2;1;2;121.45937964;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;1;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622247;237;3;1;3;121.45937964;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;1;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622248;237;1;1;1;81.06143144;2;2;;;2;2;;;2;;2;2;2;2;;;;;1;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622249;237;1;1;1;106.69944083;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622249;237;2;1;2;106.69944083;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622250;237;1;1;1;50.583438615;2;2;;;2;2;;;1;2;1;2;2;2;2;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622250;237;2;1;2;50.583438615;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622251;237;1;1;1;66.382717931;2;2;;;2;2;;;1;2;1;2;2;2;2;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622251;237;2;1;2;66.382717931;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622252;237;1;1;1;81.171548707;2;2;;;2;2;;;1;2;2;1;2;2;2;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622252;237;2;1;2;81.171548707;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622253;237;1;1;1;66.382717931;2;2;;;2;2;;;1;2;2;1;2;2;2;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622253;237;2;1;2;66.382717931;;;;;;;;;1;2;1;2;2;2;2;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622254;237;1;1;1;111.69580769;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;1;1;1;1;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622254;237;2;1;2;111.69580769;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622255;237;1;1;1;141.07269345;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622255;237;2;1;2;141.07269345;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622255;237;3;1;3;141.07269345;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;1;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622256;237;1;1;1;63.229298269;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622256;237;2;1;2;63.229298269;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622257;237;1;1;1;100.69088733;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;1;2;1;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622257;237;2;1;2;100.69088733;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;1;1;1;1;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622258;237;1;1;1;113.18335887;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622258;237;2;1;2;113.18335887;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622258;237;3;1;3;113.18335887;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622258;237;4;1;4;113.18335887;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622259;237;1;1;1;48.706996252;2;2;;;2;2;;;1;2;1;2;2;2;2;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622259;237;2;1;2;48.706996252;;;;;;;;;1;2;1;2;2;2;2;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622259;237;3;1;3;48.706996252;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622260;237;3;1;3;846.04157004;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622260;237;4;1;4;846.04157004;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622260;237;1;1;1;846.04157004;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;2;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622260;237;2;1;2;846.04157004;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622261;237;1;1;1;427.19190386;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622262;237;1;1;1;297.05870007;2;2;;;2;2;;;1;2;2;1;2;2;2;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;1;2;2;2;2;2;2;2;2;2;2;2;2
622262;237;2;1;2;297.05870007;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622263;237;1;1;1;435.74988418;2;2;;;2;2;;;1;2;2;1;2;2;2;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622265;237;1;1;1;357.41980212;2;2;;;2;2;;;2;;2;1;2;2;2;;;;2;2;;;;1;2;1;1;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622265;237;2;1;2;357.41980212;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622266;237;1;1;1;429.39434084;2;2;;;2;2;;;1;2;1;2;2;2;2;;;;2;2;;;;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622267;237;1;1;1;551.08216028;2;2;;;2;2;;;1;2;1;2;2;2;2;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622267;237;2;1;2;551.08216028;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622267;237;3;1;3;551.08216028;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622267;237;4;1;4;551.08216028;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622268;237;1;1;1;216.04269096;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622268;237;2;1;2;216.04269096;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622268;237;3;1;3;216.04269096;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622269;237;1;1;1;1184.9380081;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622269;237;2;1;2;1184.9380081;;;;;;;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622270;237;1;1;1;1135.5092651;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622271;237;1;1;1;1135.5092651;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;1;2;1;2;2;2;2;2;;;2;;;2;;;2;;;2;;;2;;;2;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
622272;237;1;1;1;1217.7621221;2;2;;;2;2;;;2;;2;2;2;2;;;;;2;2;;;;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;2;2;;;2;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2
