DIRECTORIO,NRO_ENCUESTA,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C,Ciudad,Clase,Estrato
606905,235,1,1,1,1697.0158618,0,Cabecera,3.0
606906,235,1,1,1,1697.0158618,0,Cabecera,3.0
606907,235,1,1,1,1289.3993068,0,Cabecera,2.0
606908,235,1,1,1,322.34982669,0,Cabecera,2.0
606909,235,1,1,1,1084.0956804,0,Cabecera,1.0
606910,235,1,1,1,826.71777693,0,Cabecera,1.0
606911,235,1,1,1,1026.0757309,0,Cabecera,3.0
606912,235,1,1,1,478.90050484,0,Cabecera,3.0
606913,235,1,1,1,437.2054974,0,Cabecera,4.0
606914,235,1,1,1,437.2054974,0,Cabecera,3.0
606915,235,1,1,1,318.19047409,0,Cabecera,3.0
606916,235,1,1,1,1113.7540074,0,Cabecera,4.0
606917,235,1,1,1,464.7085948,0,Cabecera,3.0
606918,235,1,1,1,294.62080934,0,Cabecera,3.0
606919,235,1,1,1,826.90028016,0,Cabecera,3.0
606920,235,1,1,1,422.34879377,0,Cabecera,3.0
606921,235,1,1,1,1272.7618964,0,Cabecera,3.0
606922,235,1,1,1,801.73938839,0,Cabecera,1.0
606923,235,1,1,1,626.15054061,0,Cabecera,1.0
606924,235,1,1,1,616.20150246,0,Cabecera,1.0
606925,235,1,1,1,815.53539409,0,Cabecera,1.0
606926,235,1,1,1,771.83591826,0,Cabecera,1.0
606927,235,1,1,1,2976.6711613,0,Centro poblado y rur,1.0
606928,235,1,1,1,1282.1049106,0,Centro poblado y rur,8.0
606929,235,1,1,1,2770.8609423,0,Centro poblado y rur,8.0
606930,235,1,1,1,1498.8162339,0,Centro poblado y rur,8.0
606931,235,1,1,1,2540.1855374,0,Centro poblado y rur,8.0
606932,235,1,1,1,3083.0766441,0,Centro poblado y rur,8.0
606933,235,1,1,1,2746.4639891,0,Centro poblado y rur,8.0
606934,235,1,1,1,1393.9313597,0,Centro poblado y rur,8.0
606935,235,1,1,1,1906.830648,0,Centro poblado y rur,8.0
606936,235,1,1,1,1141.9823698,0,Centro poblado y rur,8.0
606937,235,1,1,1,85.026418495,0,Cabecera,1.0
606938,235,1,1,1,104.02127963,0,Cabecera,2.0
606939,235,1,1,1,110.79348009,0,Cabecera,3.0
606940,235,1,1,1,97.290202421,0,Cabecera,3.0
606941,235,1,1,1,133.87760751,0,Cabecera,4.0
606942,235,1,1,1,146.56590944,0,Cabecera,3.0
606943,235,1,1,1,129.9014727,0,Cabecera,4.0
606944,235,1,1,1,130.00855639,0,Cabecera,3.0
606945,235,1,1,1,195.15214038,0,Cabecera,3.0
606946,235,1,1,1,1458.8174675,Bogotá,Cabecera,1.0
606947,235,1,1,1,947.93655159,Bogotá,Cabecera,2.0
606948,235,1,1,1,1126.2636303,Bogotá,Cabecera,
606949,235,1,1,1,947.93655159,Bogotá,Cabecera,2.0
606951,235,1,1,1,899.45439621,Bogotá,Cabecera,2.0
606952,235,1,1,1,1649.0213215,Bogotá,Cabecera,2.0
606953,235,1,1,1,1785.6137589,Bogotá,Cabecera,2.0
606954,235,1,1,1,1243.2138548,Bogotá,Cabecera,2.0
606955,235,1,1,1,876.3146788,Bogotá,Cabecera,2.0
606956,235,1,1,1,921.42136297,Bogotá,Cabecera,2.0
606957,235,1,1,1,719.02178985,Bogotá,Cabecera,2.0
606958,235,1,1,1,538.46122701,Bogotá,Cabecera,2.0
606959,235,1,1,1,1012.9304833,Bogotá,Cabecera,2.0
606960,235,1,1,1,810.57742601,Bogotá,Cabecera,2.0
606961,235,1,1,1,842.46129933,Bogotá,Cabecera,2.0
606962,235,1,1,1,1096.6352776,Bogotá,Cabecera,2.0
606964,235,1,1,1,1165.4683886,Bogotá,Cabecera,2.0
606966,235,1,1,1,1283.4108339,Bogotá,Cabecera,2.0
606967,235,1,1,1,1063.0284452,Bogotá,Cabecera,1.0
606968,235,1,1,1,1113.8809216,Bogotá,Cabecera,2.0
606969,235,1,1,1,1266.5272281,Bogotá,Cabecera,2.0
606970,235,1,1,1,1246.3566161,Bogotá,Cabecera,2.0
606971,235,1,1,1,1236.7659911,Bogotá,Cabecera,2.0
606972,235,1,1,1,1034.2605167,Bogotá,Cabecera,2.0
606973,235,1,1,1,1266.5272281,Bogotá,Cabecera,2.0
606974,235,1,1,1,1469.0327026,Bogotá,Cabecera,2.0
606975,235,1,1,1,1130.5074122,Bogotá,Cabecera,2.0
606976,235,1,1,1,1398.2961498,Bogotá,Cabecera,2.0
606977,235,1,1,1,1236.0084998,Bogotá,Cabecera,2.0
606978,235,1,1,1,1246.3566161,Bogotá,Cabecera,2.0
606979,235,1,1,1,859.29337127,Bogotá,Cabecera,2.0
606980,235,1,1,1,1437.483392,Bogotá,Cabecera,2.0
606981,235,1,1,1,940.27599722,Bogotá,Cabecera,2.0
606982,235,1,1,1,911.51275224,Bogotá,Cabecera,2.0
606983,235,1,1,1,978.02977545,Bogotá,Cabecera,2.0
606984,235,1,1,1,932.77077866,Bogotá,Cabecera,2.0
606985,235,1,1,1,795.62922975,Bogotá,Cabecera,2.0
606986,235,1,1,1,890.25472581,Bogotá,Cabecera,2.0
606987,235,1,1,1,1072.4623219,Bogotá,Cabecera,2.0
606988,235,1,1,1,810.08393607,Bogotá,Cabecera,2.0
606989,235,1,1,1,1549.8129254,Bogotá,Cabecera,1.0
606990,235,1,1,1,822.70346166,Bogotá,Cabecera,2.0
606991,235,1,1,1,877.25723322,Bogotá,Cabecera,3.0
606992,235,1,1,1,1409.9596426,Bogotá,Cabecera,1.0
606993,235,1,1,1,1498.4593567,Bogotá,Cabecera,1.0
606994,235,1,1,1,981.11893275,Bogotá,Cabecera,1.0
606995,235,1,1,1,1050.8676008,Bogotá,Cabecera,1.0
606996,235,1,1,1,1687.4247863,Bogotá,Cabecera,1.0
606997,235,1,1,1,828.99964024,Bogotá,Cabecera,3.0
606998,235,1,1,1,1448.8214747,Bogotá,Cabecera,1.0
606999,235,1,1,1,1119.3907139,Bogotá,Cabecera,3.0
607000,235,1,1,1,1469.0327026,Bogotá,Cabecera,3.0
607001,235,1,1,1,898.32504289,Bogotá,Cabecera,2.0
607002,235,1,1,1,1469.0327026,Bogotá,Cabecera,3.0
607003,235,1,1,1,861.634732,Bogotá,Cabecera,3.0
607005,235,1,1,1,1192.8844271,Bogotá,Cabecera,1.0
607006,235,1,1,1,1287.0745731,Bogotá,Cabecera,1.0
607007,235,1,1,1,861.60814704,Bogotá,Cabecera,3.0
607008,235,1,1,1,960.24741589,Bogotá,Cabecera,1.0
607009,235,1,1,1,570.17906457,Bogotá,Cabecera,3.0
607010,235,1,1,1,1080.6917366,Bogotá,Cabecera,3.0
607011,235,1,1,1,696.45060241,Bogotá,Cabecera,3.0
607013,235,1,1,1,651.35686019,Bogotá,Cabecera,2.0
607014,235,1,1,1,536.83773,Bogotá,Cabecera,2.0
607015,235,1,1,1,770.8083118,Bogotá,Cabecera,2.0
607016,235,1,1,1,687.54503582,Bogotá,Cabecera,2.0
607017,235,1,1,1,1415.7748516,Bogotá,Cabecera,1.0
607018,235,1,1,1,1325.9913495,Bogotá,Cabecera,2.0
607019,235,1,1,1,708.43544013,Bogotá,Cabecera,2.0
607020,235,1,1,1,1035.2408079,Bogotá,Cabecera,2.0
607021,235,1,1,1,1201.9358476,Bogotá,Cabecera,1.0
607022,235,1,1,1,1354.9962392,Bogotá,Cabecera,1.0
607023,235,1,1,1,1035.4669363,Bogotá,Cabecera,2.0
607024,235,1,1,1,676.998718,Bogotá,Cabecera,2.0
607025,235,1,1,1,1543.9289724,Bogotá,Cabecera,
607026,235,1,1,1,2062.5102944,Bogotá,Cabecera,3.0
607027,235,1,1,1,1320.9123256,Bogotá,Cabecera,2.0
607028,235,1,1,1,1158.0512745,Bogotá,Cabecera,2.0
607029,235,1,1,1,1035.4981793,Bogotá,Cabecera,2.0
607030,235,1,1,1,1551.7356264,Bogotá,Cabecera,2.0
607031,235,1,1,1,856.83147819,Bogotá,Cabecera,2.0
607032,235,1,1,1,1114.4780574,Bogotá,Cabecera,2.0
607033,235,1,1,1,1065.0621958,Bogotá,Cabecera,2.0
607034,235,1,1,1,1030.2307265,Bogotá,Cabecera,1.0
607035,235,1,1,1,1147.5820198,Bogotá,Cabecera,2.0
607036,235,1,1,1,922.12883491,Bogotá,Cabecera,2.0
607037,235,1,1,1,685.46518255,Bogotá,Cabecera,2.0
607038,235,1,1,1,1468.6981197,Bogotá,Cabecera,2.0
607039,235,1,1,1,1641.8917712,Bogotá,Cabecera,2.0
607040,235,1,1,1,1063.3421009,Bogotá,Cabecera,2.0
607041,235,1,1,1,710.11761561,Bogotá,Cabecera,2.0
607042,235,1,1,1,634.48183919,Bogotá,Cabecera,2.0
607043,235,1,1,1,560.86047726,Bogotá,Cabecera,2.0
607044,235,1,1,1,661.06471617,Bogotá,Cabecera,2.0
607045,235,1,1,1,569.93725266,Bogotá,Cabecera,2.0
607046,235,1,1,1,525.03129502,Bogotá,Cabecera,2.0
607047,235,1,1,1,861.50849101,Bogotá,Cabecera,2.0
607048,235,1,1,1,842.48729351,Bogotá,Cabecera,2.0
607049,235,1,1,1,952.50943975,Bogotá,Cabecera,3.0
607051,235,1,1,1,1035.5947048,Bogotá,Cabecera,3.0
607052,235,1,1,1,1123.5602872,Bogotá,Cabecera,2.0
607053,235,1,1,1,797.66823432,Bogotá,Cabecera,2.0
607054,235,1,1,1,695.90076111,Bogotá,Cabecera,3.0
607055,235,1,1,1,897.40467813,Bogotá,Cabecera,3.0
607056,235,1,1,1,1525.2150445,Bogotá,Cabecera,2.0
607057,235,1,1,1,865.1346431,Bogotá,Cabecera,2.0
607058,235,1,1,1,921.11071138,Bogotá,Cabecera,2.0
607059,235,1,1,1,1635.2696783,Bogotá,Cabecera,2.0
607060,235,1,1,1,1243.2138548,Bogotá,Cabecera,2.0
607061,235,1,1,1,1248.7161306,Bogotá,Cabecera,2.0
607062,235,1,1,1,797.66823432,Bogotá,Cabecera,2.0
607063,235,1,1,1,1164.2935889,Bogotá,Cabecera,2.0
607064,235,1,1,1,921.11071138,Bogotá,Cabecera,2.0
607065,235,1,1,1,954.78824045,Bogotá,Cabecera,1.0
607066,235,1,1,1,921.11071138,Bogotá,Cabecera,2.0
607067,235,1,1,1,674.30671053,Bogotá,Cabecera,2.0
607068,235,1,1,1,995.61567724,Bogotá,Cabecera,2.0
607072,235,1,1,1,1023.8560859,Bogotá,Cabecera,1.0
607077,235,1,1,1,1140.9638209,Bogotá,Cabecera,2.0
607078,235,1,1,1,1068.3874201,Bogotá,Cabecera,2.0
607079,235,1,1,1,964.74950111,Bogotá,Cabecera,2.0
607080,235,1,1,1,1075.0895482,Bogotá,Cabecera,2.0
607081,235,1,1,1,1023.7153289,Bogotá,Cabecera,2.0
607082,235,1,1,1,947.93655159,Bogotá,Cabecera,1.0
607083,235,1,1,1,1168.2171597,Bogotá,Cabecera,1.0
607084,235,1,1,1,947.93655159,Bogotá,Cabecera,1.0
607085,235,1,1,1,742.40680322,Bogotá,Cabecera,2.0
607086,235,1,1,1,901.73665474,Bogotá,Cabecera,2.0
607087,235,1,1,1,1119.2023381,Bogotá,Cabecera,3.0
607088,235,1,1,1,765.26303955,Bogotá,Cabecera,2.0
607089,235,1,1,1,1063.1785141,Bogotá,Cabecera,3.0
607090,235,1,1,1,1253.6645486,Bogotá,Cabecera,3.0
607091,235,1,1,1,674.30671053,Bogotá,Cabecera,2.0
607092,235,1,1,1,1311.5407588,Bogotá,Cabecera,3.0
607093,235,1,1,1,812.47248327,Bogotá,Cabecera,2.0
607094,235,1,1,1,906.44117537,Bogotá,Cabecera,3.0
607095,235,1,1,1,1171.18407,Bogotá,Cabecera,1.0
607096,235,1,1,1,1258.4665348,Bogotá,Cabecera,3.0
607097,235,1,1,1,1248.8625624,Bogotá,Cabecera,2.0
607098,235,1,1,1,782.42382036,Bogotá,Cabecera,3.0
607099,235,1,1,1,1144.7906822,Bogotá,Cabecera,3.0
607100,235,1,1,1,1116.0903699,Bogotá,Cabecera,1.0
607101,235,1,1,1,759.16446667,Bogotá,Cabecera,3.0
607102,235,1,1,1,1631.7129535,Bogotá,Cabecera,3.0
607103,235,1,1,1,858.88990293,Bogotá,Cabecera,3.0
607105,235,1,1,1,914.91372692,Bogotá,Cabecera,3.0
607106,235,1,1,1,1323.0071795,Bogotá,Cabecera,3.0
607107,235,1,1,1,938.22386928,Bogotá,Cabecera,2.0
607108,235,1,1,1,1222.8441413,Bogotá,Cabecera,3.0
607109,235,1,1,1,962.94079776,Bogotá,Cabecera,3.0
607110,235,1,1,1,1191.2477405,Bogotá,Cabecera,2.0
607111,235,1,1,1,744.66757201,Bogotá,Cabecera,2.0
607112,235,1,1,1,949.87638238,Bogotá,Cabecera,3.0
607113,235,1,1,1,985.02214531,Bogotá,Cabecera,2.0
607114,235,1,1,1,824.51066076,Bogotá,Cabecera,3.0
607115,235,1,1,1,990.41348681,Bogotá,Cabecera,2.0
607116,235,1,1,1,981.24915615,Bogotá,Cabecera,3.0
607117,235,1,1,1,1258.4665348,Bogotá,Cabecera,2.0
607118,235,1,1,1,921.23340219,Bogotá,Cabecera,3.0
607119,235,1,1,1,1046.9395576,Bogotá,Cabecera,3.0
607120,235,1,1,1,987.88763366,Bogotá,Cabecera,2.0
607121,235,1,1,1,1401.6966897,Bogotá,Cabecera,2.0
607122,235,1,1,1,1017.0226403,Bogotá,Cabecera,1.0
607123,235,1,1,1,1288.1204569,Bogotá,Cabecera,1.0
607124,235,1,1,1,988.91278391,Bogotá,Cabecera,2.0
607125,235,1,1,1,881.41962156,Bogotá,Cabecera,1.0
607126,235,1,1,1,979.35513507,Bogotá,Cabecera,2.0
607127,235,1,1,1,830.90441075,Bogotá,Cabecera,2.0
607128,235,1,1,1,556.54469601,Bogotá,Cabecera,2.0
607129,235,1,1,1,1149.1925029,Bogotá,Cabecera,2.0
607130,235,1,1,1,999.19595974,Bogotá,Cabecera,
607131,235,1,1,1,877.59093074,Bogotá,Cabecera,2.0
607132,235,1,1,1,1557.4787483,Bogotá,Cabecera,2.0
607133,235,1,1,1,155.37128505,0,Centro poblado y rur,1.0
607134,235,1,1,1,262.4028086,0,Centro poblado y rur,1.0
607135,235,1,1,1,5670.1104262,0,Cabecera,1.0
607136,235,1,1,1,162.51798891,0,Centro poblado y rur,1.0
607137,235,1,1,1,171.46511057,0,Centro poblado y rur,1.0
607138,235,1,1,1,116.10779592,0,Centro poblado y rur,9.0
607140,235,1,1,1,298.94293807,0,Centro poblado y rur,2.0
607141,235,1,1,1,129.65809583,0,Centro poblado y rur,2.0
607142,235,1,1,1,175.27844568,0,Centro poblado y rur,2.0
607143,235,1,1,1,181.98933635,0,Centro poblado y rur,2.0
607144,235,1,1,1,149.49384259,0,Centro poblado y rur,2.0
607145,235,1,1,1,140.22275654,0,Centro poblado y rur,1.0
607146,235,1,1,1,171.46511057,0,Centro poblado y rur,1.0
607147,235,1,1,1,191.13515959,0,Centro poblado y rur,1.0
607148,235,1,1,1,119.59507407,0,Centro poblado y rur,1.0
607149,235,1,1,1,152.97132981,0,Centro poblado y rur,1.0
607150,235,1,1,1,100.59923296,0,Centro poblado y rur,1.0
607151,235,1,1,1,103.72647666,0,Centro poblado y rur,1.0
607152,235,1,1,1,338.98615188,0,Centro poblado y rur,2.0
607153,235,1,1,1,824.57686192,0,Centro poblado y rur,2.0
607154,235,1,1,1,122.89446532,0,Centro poblado y rur,1.0
607155,235,1,1,1,152.97132981,0,Centro poblado y rur,1.0
607156,235,1,1,1,815.30173304,0,Centro poblado y rur,2.0
607157,235,1,1,1,123.29623672,0,Centro poblado y rur,1.0
607158,235,1,1,1,594.58600507,0,Centro poblado y rur,2.0
607159,235,1,1,1,333.09447188,0,Centro poblado y rur,2.0
607160,235,1,1,1,422.54562132,0,Centro poblado y rur,2.0
607161,235,1,1,1,338.93998193,0,Centro poblado y rur,2.0
607162,235,1,1,1,516.50786742,0,Centro poblado y rur,2.0
607163,235,1,1,1,792.10234861,0,Centro poblado y rur,1.0
607164,235,1,1,1,128.01924219,0,Centro poblado y rur,1.0
607165,235,1,1,1,82.98118133,0,Centro poblado y rur,1.0
607166,235,1,1,1,122.37706385,0,Centro poblado y rur,1.0
607167,235,1,1,1,183.47258105,0,Centro poblado y rur,1.0
607168,235,1,1,1,80.479386367,0,Centro poblado y rur,1.0
607169,235,1,1,1,123.12927299,0,Centro poblado y rur,2.0
607170,235,1,1,1,123.12927299,0,Centro poblado y rur,1.0
607171,235,1,1,1,225.56360941,0,Centro poblado y rur,1.0
607172,235,1,1,1,971.49568861,0,Centro poblado y rur,2.0
607173,235,1,1,1,456.39644142,0,Centro poblado y rur,2.0
607174,235,1,1,1,95.67605926,0,Centro poblado y rur,2.0
607175,235,1,1,1,659.19293461,0,Centro poblado y rur,2.0
607176,235,1,1,1,646.80485057,0,Centro poblado y rur,2.0
607177,235,1,1,1,1110.353624,0,Centro poblado y rur,2.0
607178,235,1,1,1,155.00827434,0,Centro poblado y rur,2.0
607179,235,1,1,1,480.16547877,0,Centro poblado y rur,2.0
607180,235,1,1,1,3673.5877057,0,Cabecera,
607181,235,1,1,1,98.315572256,0,Centro poblado y rur,4.0
607182,235,1,1,1,1325.8383232,0,Centro poblado y rur,1.0
607183,235,1,1,1,676.76057993,0,Centro poblado y rur,1.0
607184,235,1,1,1,679.73816492,0,Centro poblado y rur,1.0
607185,235,1,1,1,1257.3460021,0,Centro poblado y rur,1.0
607186,235,1,1,1,95.67605926,0,Centro poblado y rur,2.0
607187,235,1,1,1,512.78074312,0,Centro poblado y rur,2.0
607188,235,1,1,1,137.17208845,0,Centro poblado y rur,1.0
607189,235,1,1,1,123.12927299,0,Centro poblado y rur,2.0
607190,235,1,1,1,185.57272772,0,Centro poblado y rur,2.0
607191,235,1,1,1,122.37706385,0,Centro poblado y rur,2.0
607192,235,1,1,1,422.54562132,0,Centro poblado y rur,1.0
607193,235,1,1,1,1030.7210774,0,Centro poblado y rur,1.0
607194,235,1,1,1,82.98118133,0,Centro poblado y rur,2.0
607195,235,1,1,1,366.47971388,0,Centro poblado y rur,2.0
607196,235,1,1,1,153.22954479,0,Centro poblado y rur,1.0
607197,235,1,1,1,240.16528313,0,Centro poblado y rur,1.0
607198,235,1,1,1,1698.6478092,0,Cabecera,2.0
607199,235,1,1,1,2182.3454833,0,Cabecera,3.0
607200,235,1,1,1,1971.8924106,0,Cabecera,4.0
607201,235,1,1,1,2388.149317,0,Cabecera,4.0
607202,235,1,1,1,1595.6889583,0,Cabecera,2.0
607203,235,1,1,1,2226.5910352,0,Cabecera,1.0
607204,235,1,1,1,2905.8128286,0,Cabecera,4.0
607205,235,1,1,1,1691.588074,0,Cabecera,2.0
607206,235,1,1,1,2019.0730959,0,Cabecera,2.0
607207,235,1,1,1,1964.8815686,0,Cabecera,2.0
607208,235,1,1,1,1571.288748,0,Cabecera,2.0
607209,235,1,1,1,1917.7218304,0,Cabecera,2.0
607210,235,1,1,1,1876.8105007,0,Cabecera,2.0
607211,235,1,1,1,2092.1852366,0,Cabecera,2.0
607212,235,1,1,1,2146.3004799,0,Cabecera,4.0
607213,235,1,1,1,1400.9462468,0,Cabecera,2.0
607214,235,1,1,1,2388.149317,0,Cabecera,4.0
607215,235,1,1,1,1693.5151057,0,Cabecera,2.0
607216,235,1,1,1,1593.8936983,0,Cabecera,2.0
607217,235,1,1,1,1367.0340249,0,Cabecera,2.0
607218,235,1,1,1,1494.3376929,0,Cabecera,2.0
607219,235,1,1,1,1717.5404765,0,Cabecera,2.0
607220,235,1,1,1,1935.8474072,0,Cabecera,4.0
607221,235,1,1,1,2146.3004799,0,Cabecera,4.0
607222,235,1,1,1,2455.4070685,0,Cabecera,4.0
607223,235,1,1,1,3203.7652917,0,Cabecera,2.0
607224,235,1,1,1,2122.569326,0,Cabecera,4.0
607225,235,1,1,1,2926.7733817,0,Cabecera,2.0
607226,235,1,1,1,3259.8434967,0,Cabecera,2.0
607227,235,1,1,1,2982.8515867,0,Cabecera,2.0
607228,235,1,1,1,3107.1769344,0,Cabecera,2.0
607229,235,1,1,1,4217.6577248,0,Cabecera,2.0
607230,235,1,1,1,3171.4046273,0,Cabecera,2.0
607231,235,1,1,1,2182.3454833,0,Cabecera,4.0
607232,235,1,1,1,72.355799089,Villavicencio,Cabecera,2.0
607233,235,1,1,1,57.987691433,Villavicencio,Cabecera,3.0
607234,235,1,1,1,72.866256099,Villavicencio,Cabecera,3.0
607235,235,1,1,1,77.377647777,Villavicencio,Cabecera,3.0
607236,235,1,1,1,67.173532902,Villavicencio,Cabecera,5.0
607237,235,1,1,1,79.258925078,Villavicencio,Cabecera,2.0
607238,235,1,1,1,74.010449829,Villavicencio,Cabecera,4.0
607239,235,1,1,1,71.803518835,Villavicencio,Cabecera,2.0
607240,235,1,1,1,60.715778265,Villavicencio,Cabecera,3.0
607241,235,1,1,1,110.8474394,Villavicencio,Cabecera,1.0
607242,235,1,1,1,111.27011363,Villavicencio,Cabecera,1.0
607243,235,1,1,1,61.310209207,Villavicencio,Cabecera,1.0
607244,235,1,1,1,59.39176818,Villavicencio,Cabecera,3.0
607247,235,1,1,1,65.105911411,Villavicencio,Cabecera,3.0
607248,235,1,1,1,91.219329024,Villavicencio,Cabecera,3.0
607250,235,1,1,1,65.77113093,Villavicencio,Cabecera,2.0
607251,235,1,1,1,83.119327005,Villavicencio,Cabecera,3.0
607252,235,1,1,1,97.459942247,Villavicencio,Cabecera,4.0
607253,235,1,1,1,85.481117756,Villavicencio,Cabecera,4.0
607254,235,1,1,1,72.09057202,Villavicencio,Cabecera,1.0
607255,235,1,1,1,56.238713533,Villavicencio,Cabecera,1.0
607256,235,1,1,1,68.130275673,Villavicencio,Cabecera,2.0
607257,235,1,1,1,49.734468512,Villavicencio,Cabecera,1.0
607258,235,1,1,1,60.715778265,Villavicencio,Cabecera,2.0
607259,235,1,1,1,57.826936475,Villavicencio,Cabecera,2.0
607260,235,1,1,1,48.603576871,Villavicencio,Cabecera,3.0
607261,235,1,1,1,54.414301442,Villavicencio,Cabecera,3.0
607262,235,1,1,1,57.664414622,Villavicencio,Cabecera,1.0
607263,235,1,1,1,52.188922289,Villavicencio,Cabecera,3.0
607264,235,1,1,1,96.763540641,Villavicencio,Cabecera,4.0
607265,235,1,1,1,52.188922289,Villavicencio,Cabecera,3.0
607266,235,1,1,1,48.668680175,Villavicencio,Cabecera,3.0
607267,235,1,1,1,53.569140769,Villavicencio,Cabecera,3.0
607268,235,1,1,1,45.0213861,Villavicencio,Cabecera,1.0
607269,235,1,1,1,46.988236494,Villavicencio,Cabecera,3.0
607270,235,1,1,1,57.935107349,Villavicencio,Cabecera,3.0
607271,235,1,1,1,76.840132895,Villavicencio,Cabecera,1.0
607272,235,1,1,1,40.25219615,Villavicencio,Cabecera,3.0
607273,235,1,1,1,55.404720519,Villavicencio,Cabecera,3.0
607274,235,1,1,1,47.144403661,Villavicencio,Cabecera,3.0
607275,235,1,1,1,68.40117025,Villavicencio,Cabecera,1.0
607276,235,1,1,1,50.12198041,Villavicencio,Cabecera,3.0
607277,235,1,1,1,74.139961657,Villavicencio,Cabecera,1.0
607278,235,1,1,1,69.30484782,Villavicencio,Cabecera,1.0
607279,235,1,1,1,37.015039875,Villavicencio,Cabecera,3.0
607280,235,1,1,1,52.779062332,Villavicencio,Cabecera,3.0
607281,235,1,1,1,48.193063071,Villavicencio,Cabecera,3.0
607282,235,1,1,1,65.278466661,Villavicencio,Cabecera,1.0
607283,235,1,1,1,45.192784611,Villavicencio,Cabecera,3.0
607284,235,1,1,1,69.446305505,Villavicencio,Cabecera,1.0
607285,235,1,1,1,57.030739736,Villavicencio,Cabecera,3.0
607286,235,1,1,1,46.729033393,Villavicencio,Cabecera,3.0
607287,235,1,1,1,44.561718485,Villavicencio,Cabecera,1.0
607288,235,1,1,1,40.306942317,Villavicencio,Cabecera,1.0
607289,235,1,1,1,52.242935195,Villavicencio,Cabecera,1.0
607290,235,1,1,1,47.398823361,Villavicencio,Cabecera,1.0
607291,235,1,1,1,72.206488285,Villavicencio,Cabecera,4.0
607292,235,1,1,1,34.864447438,Villavicencio,Cabecera,1.0
607293,235,1,1,1,37.792489398,Villavicencio,Cabecera,1.0
607294,235,1,1,1,37.909949697,Villavicencio,Cabecera,1.0
607295,235,1,1,1,67.652319633,Villavicencio,Cabecera,4.0
607296,235,1,1,1,42.291685616,Villavicencio,Cabecera,1.0
607297,235,1,1,1,79.908391816,Villavicencio,Cabecera,4.0
607298,235,1,1,1,88.638425689,Villavicencio,Cabecera,2.0
607299,235,1,1,1,112.46125789,Villavicencio,Cabecera,2.0
607300,235,1,1,1,113.81821071,Villavicencio,Cabecera,2.0
607301,235,1,1,1,80.787678255,Villavicencio,Cabecera,1.0
607302,235,1,1,1,76.951000721,Villavicencio,Cabecera,3.0
607303,235,1,1,1,70.109413966,Villavicencio,Cabecera,1.0
607304,235,1,1,1,60.171611607,Villavicencio,Cabecera,3.0
607305,235,1,1,1,67.595389133,Villavicencio,Cabecera,3.0
607306,235,1,1,1,70.093256333,Villavicencio,Cabecera,1.0
607307,235,1,1,1,107.18258374,Villavicencio,Cabecera,1.0
607308,235,1,1,1,71.676696771,Villavicencio,Cabecera,3.0
607309,235,1,1,1,77.250863601,Villavicencio,Cabecera,1.0
607310,235,1,1,1,76.93013397,Villavicencio,Cabecera,1.0
607311,235,1,1,1,114.56034238,Villavicencio,Cabecera,1.0
607312,235,1,1,1,139.70916939,Villavicencio,Cabecera,1.0
607313,235,1,1,1,92.34862282,Villavicencio,Cabecera,1.0
607314,235,1,1,1,72.618027574,Villavicencio,Cabecera,3.0
607315,235,1,1,1,61.928666011,Villavicencio,Cabecera,3.0
607316,235,1,1,1,72.192549812,Villavicencio,Cabecera,3.0
607317,235,1,1,1,58.402416211,Villavicencio,Cabecera,3.0
607318,235,1,1,1,50.929463498,Villavicencio,Cabecera,1.0
607319,235,1,1,1,65.044818021,Villavicencio,Cabecera,3.0
607320,235,1,1,1,108.79744444,Villavicencio,Cabecera,1.0
607321,235,1,1,1,65.78729988,Villavicencio,Cabecera,1.0
607322,235,1,1,1,108.38416297,Villavicencio,Cabecera,1.0
607323,235,1,1,1,100.58995203,Villavicencio,Cabecera,1.0
607324,235,1,1,1,52.188922289,Villavicencio,Cabecera,1.0
607325,235,1,1,1,84.249956429,Villavicencio,Cabecera,1.0
607326,235,1,1,1,49.636608173,Villavicencio,Cabecera,1.0
607327,235,1,1,1,52.284979853,Villavicencio,Cabecera,1.0
607328,235,1,1,1,54.460911546,Villavicencio,Cabecera,3.0
607329,235,1,1,1,42.635213802,Villavicencio,Cabecera,1.0
607330,235,1,1,1,48.90992086,Villavicencio,Cabecera,1.0
607331,235,1,1,1,55.604971243,Villavicencio,Cabecera,1.0
607332,235,1,1,1,51.656667648,Villavicencio,Cabecera,1.0
607333,235,1,1,1,64.990779737,Villavicencio,Cabecera,3.0
607334,235,1,1,1,64.309550243,Villavicencio,Cabecera,3.0
607335,235,1,1,1,79.537770662,Villavicencio,Cabecera,3.0
607336,235,1,1,1,61.273606922,Villavicencio,Cabecera,3.0
607337,235,1,1,1,58.293004879,Villavicencio,Cabecera,1.0
607338,235,1,1,1,70.608799418,Villavicencio,Cabecera,3.0
607339,235,1,1,1,69.790683535,Villavicencio,Cabecera,1.0
607340,235,1,1,1,45.564350539,Villavicencio,Cabecera,1.0
607341,235,1,1,1,47.475248481,Villavicencio,Cabecera,1.0
607342,235,1,1,1,46.81802843,Villavicencio,Cabecera,1.0
607343,235,1,1,1,72.211977486,Villavicencio,Cabecera,3.0
607344,235,1,1,1,50.043366473,Villavicencio,Cabecera,1.0
607345,235,1,1,1,61.472106316,Villavicencio,Cabecera,2.0
