DIRECTORIO,NRO_ENCUESTA,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN,FEX_C,Ciudad,Clase,Estrato
620078,235,1,1,1,116.78579569,Cartagena,Cabecera,2.0
620079,235,1,1,1,131.13902327,Cartagena,Cabecera,2.0
620080,235,1,1,1,111.50062143,Cartagena,Cabecera,2.0
620081,235,1,1,1,107.4131307,Cartagena,Cabecera,2.0
620082,235,1,1,1,101.27476208,Cartagena,Cabecera,2.0
620083,235,1,1,1,103.53472522,Cartagena,Cabecera,1.0
620084,235,1,1,1,75.38473416,Cartagena,Cabecera,2.0
620085,235,1,1,1,67.534689017,Cartagena,Cabecera,2.0
620086,235,1,1,1,182.34371898,Cartagena,Cabecera,1.0
620087,235,1,1,1,103.49706618,Cartagena,Cabecera,2.0
620088,235,1,1,1,78.769629179,Cartagena,Cabecera,1.0
620089,235,1,1,1,81.62791676,Cartagena,Cabecera,2.0
620090,235,1,1,1,81.48809894,Cartagena,Cabecera,2.0
620091,235,1,1,1,107.99975871,Cartagena,Cabecera,1.0
620092,235,1,1,1,74.40797668,Cartagena,Cabecera,1.0
620093,235,1,1,1,82.60335182,Cartagena,Cabecera,1.0
620094,235,1,1,1,67.287105021,Cartagena,Cabecera,1.0
620095,235,1,1,1,81.111317369,Cartagena,Cabecera,2.0
620096,235,1,1,1,172.77013665,Cartagena,Cabecera,1.0
620097,235,1,1,1,101.2582279,Cartagena,Cabecera,2.0
620098,235,1,1,1,101.3711344,Cartagena,Cabecera,2.0
620099,235,1,1,1,81.172338196,Cartagena,Cabecera,2.0
620100,235,1,1,1,85.930504559,Cartagena,Cabecera,2.0
620101,235,1,1,1,82.237891811,Cartagena,Cabecera,2.0
620102,235,1,1,1,74.131123941,Cartagena,Cabecera,2.0
620103,235,1,1,1,87.824232548,Cartagena,Cabecera,2.0
620104,235,1,1,1,108.75635989,Cartagena,Cabecera,2.0
620105,235,1,1,1,71.829324739,Cartagena,Cabecera,1.0
620106,235,1,1,1,82.015449241,Cartagena,Cabecera,1.0
620107,235,1,1,1,113.13635998,Cartagena,Cabecera,2.0
620108,235,1,1,1,80.636811533,Cartagena,Cabecera,2.0
620109,235,1,1,1,147.69305471,Cartagena,Cabecera,2.0
620110,235,1,1,1,78.967899226,Cartagena,Cabecera,2.0
620111,235,1,1,1,74.40797668,Cartagena,Cabecera,1.0
620112,235,1,1,1,71.023081661,Cartagena,Cabecera,1.0
620113,235,1,1,1,151.86974906,Cartagena,Cabecera,2.0
620114,235,1,1,1,153.31335446,Cartagena,Cabecera,2.0
620116,235,1,1,1,220.7976432,Cartagena,Cabecera,2.0
620117,235,1,1,1,78.21171296,Cartagena,Cabecera,1.0
620118,235,1,1,1,138.91981146,Cartagena,Cabecera,5.0
620119,235,1,1,1,90.205070102,Cartagena,Cabecera,1.0
620120,235,1,1,1,92.473389821,Cartagena,Cabecera,1.0
620121,235,1,1,1,75.981052279,Cartagena,Cabecera,1.0
620122,235,1,1,1,91.497942633,Cartagena,Cabecera,1.0
620123,235,1,1,1,77.307581088,Cartagena,Cabecera,1.0
620124,235,1,1,1,160.31831066,Cartagena,Cabecera,2.0
620125,235,1,1,1,107.1250437,Cartagena,Cabecera,1.0
620126,235,1,1,1,103.98922558,Cartagena,Cabecera,1.0
620127,235,1,1,1,92.994685718,Cartagena,Cabecera,1.0
620128,235,1,1,1,116.78579569,Cartagena,Cabecera,1.0
620129,235,1,1,1,98.709874033,Cartagena,Cabecera,2.0
620130,235,1,1,1,109.2685382,Cartagena,Cabecera,1.0
620131,235,1,1,1,114.31334609,Cartagena,Cabecera,1.0
620132,235,1,1,1,82.382478216,Cartagena,Cabecera,1.0
620133,235,1,1,1,106.65233586,Cartagena,Cabecera,1.0
620134,235,1,1,1,101.46542275,Cartagena,Cabecera,1.0
620135,235,1,1,1,92.854565589,Cartagena,Cabecera,1.0
620136,235,1,1,1,153.44846355,Cartagena,Cabecera,2.0
620137,235,1,1,1,127.55653145,Cartagena,Cabecera,
620138,235,1,1,1,125.31929059,Cartagena,Cabecera,2.0
620139,235,1,1,1,103.87608785,Cartagena,Cabecera,1.0
620140,235,1,1,1,139.37984719,Cartagena,Cabecera,2.0
620141,235,1,1,1,133.83753453,Cartagena,Cabecera,1.0
620142,235,1,1,1,146.57674118,Cartagena,Cabecera,1.0
620143,235,1,1,1,153.33711964,Cartagena,Cabecera,1.0
620144,235,1,1,1,146.6469618,Cartagena,Cabecera,2.0
620145,235,1,1,1,146.9666763,Cartagena,Cabecera,2.0
620146,235,1,1,1,133.47536801,Cartagena,Cabecera,1.0
620147,235,1,1,1,126.95467724,Cartagena,Cabecera,1.0
620148,235,1,1,1,128.03485735,Cartagena,Cabecera,1.0
620149,235,1,1,1,117.5717223,Cartagena,Cabecera,1.0
620150,235,1,1,1,135.03365002,Cartagena,Cabecera,1.0
620151,235,1,1,1,111.61196502,Cartagena,Cabecera,5.0
620152,235,1,1,1,146.9666763,Cartagena,Cabecera,2.0
620153,235,1,1,1,126.29073769,Cartagena,Cabecera,2.0
620154,235,1,1,1,98.181598828,Cartagena,Cabecera,1.0
620155,235,1,1,1,116.11638736,Cartagena,Cabecera,1.0
620156,235,1,1,1,110.45072659,Cartagena,Cabecera,1.0
620157,235,1,1,1,111.83924896,Cartagena,Cabecera,1.0
620158,235,1,1,1,106.88485549,Cartagena,Cabecera,1.0
620159,235,1,1,1,102.22621759,Cartagena,Cabecera,1.0
620160,235,1,1,1,116.8781952,Cartagena,Cabecera,2.0
620161,235,1,1,1,116.11638736,Cartagena,Cabecera,2.0
620162,235,1,1,1,94.094108098,Cartagena,Cabecera,2.0
620163,235,1,1,1,138.94800037,Cartagena,Cabecera,2.0
620164,235,1,1,1,122.02242168,Cartagena,Cabecera,2.0
620165,235,1,1,1,122.75877084,Cartagena,Cabecera,1.0
620167,235,1,1,1,117.62782134,Cartagena,Cabecera,2.0
620168,235,1,1,1,111.61196502,Cartagena,Cabecera,2.0
620169,235,1,1,1,111.50387775,Cartagena,Cabecera,2.0
620170,235,1,1,1,149.53999485,Cartagena,Cabecera,2.0
620171,235,1,1,1,2439.5804429,0,Cabecera,1.0
620172,235,1,1,1,2597.3059252,0,Cabecera,1.0
620173,235,1,1,1,762.30511971,0,Cabecera,1.0
620174,235,1,1,1,1328.7398317,0,Cabecera,1.0
620175,235,1,1,1,1584.3675655,0,Cabecera,1.0
620176,235,1,1,1,971.6842656,0,Cabecera,1.0
620177,235,1,1,1,1807.475005,0,Cabecera,1.0
620178,235,1,1,1,2009.7737662,0,Cabecera,1.0
620179,235,1,1,1,975.3745893,0,Cabecera,1.0
620180,235,1,1,1,1284.8227466,0,Cabecera,1.0
620182,235,1,1,1,918.85681912,0,Cabecera,1.0
620183,235,1,1,1,1409.7669029,0,Cabecera,1.0
620184,235,1,1,1,839.80377596,0,Cabecera,1.0
620186,235,1,1,1,918.85681912,0,Cabecera,1.0
620187,235,1,1,1,1171.3903474,0,Cabecera,1.0
620188,235,1,1,1,1111.3422615,0,Cabecera,1.0
620189,235,1,1,1,1839.2781489,0,Cabecera,1.0
620190,235,1,1,1,1363.8757898,0,Cabecera,1.0
620191,235,1,1,1,348.42323931,0,Centro poblado y rur,1.0
620192,235,1,1,1,198.16582387,0,Centro poblado y rur,1.0
620193,235,1,1,1,211.54790286,0,Centro poblado y rur,1.0
620194,235,1,1,1,273.68914954,0,Centro poblado y rur,1.0
620195,235,1,1,1,586.8532224,0,Centro poblado y rur,1.0
620196,235,1,1,1,305.19771673,0,Centro poblado y rur,1.0
620197,235,1,1,1,198.16582387,0,Centro poblado y rur,1.0
620198,235,1,1,1,683.13421201,0,Centro poblado y rur,1.0
620199,235,1,1,1,259.45631129,0,Centro poblado y rur,1.0
620200,235,1,1,1,607.06426121,0,Centro poblado y rur,1.0
620201,235,1,1,1,344.51422923,0,Centro poblado y rur,1.0
620202,235,1,1,1,265.36641031,0,Centro poblado y rur,1.0
620203,235,1,1,1,242.32314061,0,Centro poblado y rur,1.0
620204,235,1,1,1,316.35268686,0,Centro poblado y rur,1.0
620205,235,1,1,1,307.36471972,0,Centro poblado y rur,
620206,235,1,1,1,350.20579273,0,Centro poblado y rur,1.0
620207,235,1,1,1,4822.6905291,0,Centro poblado y rur,1.0
620208,235,1,1,1,4822.6905291,0,Centro poblado y rur,2.0
620209,235,1,1,1,1368.2259791,0,Cabecera,2.0
620210,235,1,1,1,3309.7851393,0,Centro poblado y rur,1.0
620211,235,1,1,1,4236.7760852,0,Centro poblado y rur,1.0
620212,235,1,1,1,3219.8635171,0,Centro poblado y rur,1.0
620213,235,1,1,1,1830.4658545,0,Cabecera,2.0
620214,235,1,1,1,1068.3041232,0,Cabecera,2.0
620215,235,1,1,1,1085.2350641,0,Cabecera,2.0
620216,235,1,1,1,1883.1146491,0,Cabecera,1.0
620217,235,1,1,1,2086.7048247,0,Cabecera,1.0
620218,235,1,1,1,2020.0349511,0,Cabecera,2.0
620219,235,1,1,1,1533.5117362,0,Cabecera,2.0
620220,235,1,1,1,2154.234721,0,Cabecera,1.0
620221,235,1,1,1,2239.4419322,0,Cabecera,1.0
620222,235,1,1,1,1047.6124741,0,Cabecera,1.0
620223,235,1,1,1,1005.5323902,0,Cabecera,1.0
620224,235,1,1,1,2404.6196467,0,Cabecera,1.0
620225,235,1,1,1,2225.5294221,0,Cabecera,1.0
620227,235,1,1,1,1271.5665275,0,Cabecera,1.0
620229,235,1,1,1,1733.5182375,0,Cabecera,1.0
620230,235,1,1,1,966.11711631,0,Centro poblado y rur,1.0
620231,235,1,1,1,718.20951518,0,Centro poblado y rur,1.0
620232,235,1,1,1,1111.6968009,0,Centro poblado y rur,1.0
620233,235,1,1,1,1467.8427239,0,Centro poblado y rur,1.0
620234,235,1,1,1,964.48178323,0,Centro poblado y rur,1.0
620235,235,1,1,1,548.54930905,0,Centro poblado y rur,1.0
620236,235,1,1,1,875.70623633,0,Centro poblado y rur,1.0
620237,235,1,1,1,1111.6968009,0,Centro poblado y rur,1.0
620238,235,1,1,1,718.20951518,0,Centro poblado y rur,1.0
620239,235,1,1,1,828.27934527,0,Centro poblado y rur,1.0
620240,235,1,1,1,1482.4409067,0,Centro poblado y rur,1.0
620241,235,1,1,1,777.5534428,0,Centro poblado y rur,1.0
620242,235,1,1,1,585.59268031,0,Centro poblado y rur,1.0
620243,235,1,1,1,780.85245421,0,Centro poblado y rur,1.0
620244,235,1,1,1,910.17027766,0,Centro poblado y rur,1.0
620245,235,1,1,1,1051.3070601,0,Centro poblado y rur,1.0
620246,235,1,1,1,850.82635004,0,Centro poblado y rur,1.0
620247,235,1,1,1,585.59268031,0,Centro poblado y rur,1.0
620248,235,1,1,1,1231.0003448,0,Centro poblado y rur,1.0
620249,235,1,1,1,548.54930905,0,Centro poblado y rur,1.0
620250,235,1,1,1,1467.8427239,0,Centro poblado y rur,1.0
620251,235,1,1,1,964.48178323,0,Centro poblado y rur,1.0
620252,235,1,1,1,875.70623633,0,Centro poblado y rur,1.0
620253,235,1,1,1,850.82635004,0,Centro poblado y rur,1.0
620254,235,1,1,1,827.87850563,0,Cabecera,1.0
620255,235,1,1,1,1351.7589122,0,Cabecera,1.0
620256,235,1,1,1,925.75061004,0,Cabecera,1.0
620257,235,1,1,1,3311.5140225,0,Cabecera,1.0
620258,235,1,1,1,1694.1171782,0,Cabecera,1.0
620259,235,1,1,1,1351.7589122,0,Cabecera,1.0
620260,235,1,1,1,896.52008087,0,Cabecera,1.0
620261,235,1,1,1,2730.6468512,0,Cabecera,1.0
620262,235,1,1,1,1351.7589122,0,Cabecera,1.0
620263,235,1,1,1,1284.2470651,0,Cabecera,1.0
620264,235,1,1,1,1498.0915592,0,Cabecera,1.0
620265,235,1,1,1,979.66513454,0,Cabecera,1.0
620266,235,1,1,1,1630.9295849,0,Cabecera,1.0
620267,235,1,1,1,1280.2464026,0,Cabecera,1.0
620268,235,1,1,1,1560.9867171,0,Cabecera,1.0
620269,235,1,1,1,2613.1795712,0,Cabecera,1.0
620270,235,1,1,1,1043.1269171,0,Cabecera,1.0
620271,235,1,1,1,1043.1269171,0,Cabecera,1.0
620272,235,1,1,1,1618.151302,0,Cabecera,1.0
620273,235,1,1,1,2198.3954616,0,Cabecera,1.0
620274,235,1,1,1,3035.4039665,0,Cabecera,1.0
620275,235,1,1,1,1618.151302,0,Cabecera,1.0
620276,235,1,1,1,2171.3187616,0,Cabecera,1.0
620277,235,1,1,1,2171.3187616,0,Cabecera,1.0
620278,235,1,1,1,79.172930653,0,Centro poblado y rur,8.0
620279,235,1,1,1,157.01040544,0,Centro poblado y rur,8.0
620280,235,1,1,1,211.20303901,0,Centro poblado y rur,8.0
620281,235,1,1,1,88.778351727,0,Centro poblado y rur,8.0
620282,235,1,1,1,195.92113642,0,Centro poblado y rur,8.0
620283,235,1,1,1,151.23389028,0,Centro poblado y rur,1.0
620284,235,1,1,1,77.773442221,0,Centro poblado y rur,8.0
620285,235,1,1,1,202.82101572,0,Centro poblado y rur,8.0
620286,235,1,1,1,75.125613444,0,Centro poblado y rur,1.0
620287,235,1,1,1,64.419405629,0,Centro poblado y rur,8.0
620288,235,1,1,1,51.535524503,0,Centro poblado y rur,1.0
620289,235,1,1,1,51.535524503,0,Centro poblado y rur,1.0
620290,235,1,1,1,86.573570279,0,Centro poblado y rur,1.0
620291,235,1,1,1,122.52410809,0,Centro poblado y rur,1.0
620292,235,1,1,1,206.14209801,0,Centro poblado y rur,1.0
620293,235,1,1,1,82.271510429,0,Centro poblado y rur,1.0
620294,235,1,1,1,162.25681258,0,Centro poblado y rur,1.0
620295,235,1,1,1,104.2888926,0,Centro poblado y rur,1.0
620296,235,1,1,1,91.075438034,0,Centro poblado y rur,1.0
620297,235,1,1,1,77.815813073,0,Centro poblado y rur,1.0
620298,235,1,1,1,91.075438034,0,Centro poblado y rur,1.0
620299,235,1,1,1,51.535524503,0,Centro poblado y rur,1.0
620300,235,1,1,1,85.509364196,0,Centro poblado y rur,1.0
620301,235,1,1,1,69.011885469,0,Centro poblado y rur,1.0
620302,235,1,1,1,86.573570279,0,Centro poblado y rur,1.0
620303,235,1,1,1,1068.3874201,Bogotá,Cabecera,1.0
620304,235,1,1,1,1548.2779088,Bogotá,Cabecera,2.0
620305,235,1,1,1,797.66823432,Bogotá,Cabecera,2.0
620306,235,1,1,1,791.53023433,Bogotá,Cabecera,2.0
620307,235,1,1,1,1071.8847061,Bogotá,Cabecera,1.0
620308,235,1,1,1,771.14833037,Bogotá,Cabecera,1.0
620309,235,1,1,1,1095.7180708,Bogotá,Cabecera,1.0
620310,235,1,1,1,1233.7064206,Bogotá,Cabecera,3.0
620311,235,1,1,1,1211.5328698,Bogotá,Cabecera,2.0
620312,235,1,1,1,1375.3985344,Bogotá,Cabecera,2.0
620314,235,1,1,1,730.06624707,Bogotá,Cabecera,2.0
620315,235,1,1,1,1036.7280845,Bogotá,Cabecera,2.0
620316,235,1,1,1,1064.9657555,Bogotá,Cabecera,4.0
620321,235,1,1,1,1038.4152531,Bogotá,Cabecera,2.0
620322,235,1,1,1,1066.0680723,Bogotá,Cabecera,3.0
620323,235,1,1,1,1470.7465558,Bogotá,Cabecera,3.0
620324,235,1,1,1,1804.3265237,Bogotá,Cabecera,2.0
620326,235,1,1,1,911.7261628,Bogotá,Cabecera,2.0
620327,235,1,1,1,1136.7345395,Bogotá,Cabecera,2.0
620328,235,1,1,1,1690.4622709,Bogotá,Cabecera,4.0
620329,235,1,1,1,1621.8336575,Bogotá,Cabecera,2.0
620330,235,1,1,1,1600.1583518,Bogotá,Cabecera,2.0
620331,235,1,1,1,1533.2443839,Bogotá,Cabecera,2.0
620332,235,1,1,1,1200.719632,Bogotá,Cabecera,3.0
620333,235,1,1,1,1250.2176609,Bogotá,Cabecera,3.0
620334,235,1,1,1,1486.6264002,Bogotá,Cabecera,3.0
620335,235,1,1,1,1183.2842186,Bogotá,Cabecera,3.0
620336,235,1,1,1,1120.5966005,Bogotá,Cabecera,3.0
620337,235,1,1,1,1175.2261621,Bogotá,Cabecera,3.0
620338,235,1,1,1,1362.2357789,Bogotá,Cabecera,3.0
620339,235,1,1,1,1362.5399451,Bogotá,Cabecera,3.0
620340,235,1,1,1,1640.0462337,Bogotá,Cabecera,3.0
620341,235,1,1,1,791.52237078,Bogotá,Cabecera,3.0
620342,235,1,1,1,660.63682416,Bogotá,Cabecera,3.0
620343,235,1,1,1,1127.9677141,Bogotá,Cabecera,4.0
620344,235,1,1,1,685.67519054,Bogotá,Cabecera,3.0
620345,235,1,1,1,1909.7425134,Bogotá,Cabecera,3.0
620346,235,1,1,1,1262.1672975,Bogotá,Cabecera,
620347,235,1,1,1,877.59093074,Bogotá,Cabecera,3.0
620348,235,1,1,1,1909.7425134,Bogotá,Cabecera,3.0
620349,235,1,1,1,1833.4458112,Bogotá,Cabecera,3.0
620350,235,1,1,1,1731.0508557,Bogotá,Cabecera,2.0
620351,235,1,1,1,2081.193551,Bogotá,Cabecera,2.0
620352,235,1,1,1,1731.0508557,Bogotá,Cabecera,2.0
620353,235,1,1,1,1869.5930794,Bogotá,Cabecera,2.0
620354,235,1,1,1,2619.0485284,Bogotá,Cabecera,2.0
620355,235,1,1,1,2239.5348849,Bogotá,Cabecera,2.0
620356,235,1,1,1,1165.4683886,Bogotá,Cabecera,2.0
620357,235,1,1,1,1046.9721245,Bogotá,Cabecera,2.0
620358,235,1,1,1,1386.7098454,Bogotá,Cabecera,2.0
620359,235,1,1,1,1053.1091169,Bogotá,Cabecera,2.0
620360,235,1,1,1,1239.2994203,Bogotá,Cabecera,2.0
620361,235,1,1,1,1206.9259468,Bogotá,Cabecera,4.0
620362,235,1,1,1,1473.5095313,Bogotá,Cabecera,2.0
620363,235,1,1,1,1110.6469539,Bogotá,Cabecera,3.0
620364,235,1,1,1,1084.5486384,Bogotá,Cabecera,3.0
620365,235,1,1,1,1288.2286777,Bogotá,Cabecera,3.0
620366,235,1,1,1,1373.7488186,Bogotá,Cabecera,3.0
620367,235,1,1,1,1238.8899933,Bogotá,Cabecera,4.0
620368,235,1,1,1,1335.4842751,Bogotá,Cabecera,3.0
620369,235,1,1,1,1087.4223676,Bogotá,Cabecera,2.0
620370,235,1,1,1,1070.1041654,Bogotá,Cabecera,2.0
620371,235,1,1,1,899.46617538,Bogotá,Cabecera,1.0
620372,235,1,1,1,1068.3874201,Bogotá,Cabecera,1.0
620373,235,1,1,1,1087.4223676,Bogotá,Cabecera,2.0
620374,235,1,1,1,1294.6705013,Bogotá,Cabecera,2.0
620375,235,1,1,1,1151.3883892,Bogotá,Cabecera,3.0
620376,235,1,1,1,1061.6568689,Bogotá,Cabecera,2.0
620377,235,1,1,1,1087.4223676,Bogotá,Cabecera,2.0
620378,235,1,1,1,1395.9072938,Bogotá,Cabecera,3.0
620379,235,1,1,1,1133.0514692,Bogotá,Cabecera,3.0
620380,235,1,1,1,1244.7651688,Bogotá,Cabecera,3.0
620381,235,1,1,1,1486.6264002,Bogotá,Cabecera,3.0
620382,235,1,1,1,906.44117537,Bogotá,Cabecera,2.0
620383,235,1,1,1,1038.2348912,Bogotá,Cabecera,3.0
620384,235,1,1,1,747.81396968,Bogotá,Cabecera,1.0
620385,235,1,1,1,984.73000332,Bogotá,Cabecera,3.0
620386,235,1,1,1,2062.7374093,Bogotá,Cabecera,3.0
620387,235,1,1,1,754.38800169,Bogotá,Cabecera,1.0
620388,235,1,1,1,976.71461871,Bogotá,Cabecera,1.0
620389,235,1,1,1,1374.1844346,Bogotá,Cabecera,4.0
620390,235,1,1,1,1374.1844346,Bogotá,Cabecera,4.0
620391,235,1,1,1,1824.3241903,Bogotá,Cabecera,4.0
620392,235,1,1,1,1028.4692953,Bogotá,Cabecera,3.0
620393,235,1,1,1,1064.5795524,Bogotá,Cabecera,3.0
620394,235,1,1,1,1175.2261621,Bogotá,Cabecera,3.0
620396,235,1,1,1,1148.5060678,Bogotá,Cabecera,3.0
620397,235,1,1,1,1342.6709631,Bogotá,Cabecera,3.0
620398,235,1,1,1,1068.5552005,Bogotá,Cabecera,3.0
620399,235,1,1,1,765.67071188,Bogotá,Cabecera,3.0
620400,235,1,1,1,1340.6220428,Bogotá,Cabecera,3.0
620401,235,1,1,1,1100.8997529,Bogotá,Cabecera,3.0
620402,235,1,1,1,1352.7798456,Bogotá,Cabecera,3.0
620403,235,1,1,1,1362.2357789,Bogotá,Cabecera,2.0
620404,235,1,1,1,1540.3968963,Bogotá,Cabecera,4.0
620405,235,1,1,1,1312.5782376,Bogotá,Cabecera,4.0
620406,235,1,1,1,1652.6617904,Bogotá,Cabecera,4.0
620407,235,1,1,1,1424.8431317,Bogotá,Cabecera,4.0
620408,235,1,1,1,1941.9033314,Bogotá,Cabecera,4.0
620409,235,1,1,1,1391.36174,Bogotá,Cabecera,4.0
620410,235,1,1,1,1480.9346956,Bogotá,Cabecera,4.0
620411,235,1,1,1,1469.3688197,Bogotá,Cabecera,2.0
620412,235,1,1,1,1738.0034977,Bogotá,Cabecera,2.0
620413,235,1,1,1,1389.7890306,Bogotá,Cabecera,2.0
620414,235,1,1,1,747.81396968,Bogotá,Cabecera,3.0
620415,235,1,1,1,1380.1984056,Bogotá,Cabecera,2.0
620416,235,1,1,1,1369.2416856,Bogotá,Cabecera,2.0
620417,235,1,1,1,1521.3796507,Bogotá,Cabecera,4.0
620418,235,1,1,1,1343.3659946,Bogotá,Cabecera,2.0
620419,235,1,1,1,1295.8116721,Bogotá,Cabecera,3.0
620422,235,1,1,1,1105.2901793,Bogotá,Cabecera,2.0
620425,235,1,1,1,1649.7154364,Bogotá,Cabecera,2.0
620426,235,1,1,1,1415.3367904,Bogotá,Cabecera,2.0
620427,235,1,1,1,1196.5395708,Bogotá,Cabecera,2.0
620428,235,1,1,1,1217.1037206,Bogotá,Cabecera,2.0
620429,235,1,1,1,1335.4842751,Bogotá,Cabecera,3.0
620430,235,1,1,1,1426.7027916,Bogotá,Cabecera,2.0
620431,235,1,1,1,1259.1026304,Bogotá,Cabecera,3.0
620432,235,1,1,1,891.10473732,Bogotá,Cabecera,3.0
620433,235,1,1,1,1887.6130667,Bogotá,Cabecera,2.0
620434,235,1,1,1,1053.1091169,Bogotá,Cabecera,3.0
620435,235,1,1,1,1305.5445073,Bogotá,Cabecera,2.0
620436,235,1,1,1,1565.2592602,Bogotá,Cabecera,2.0
620437,235,1,1,1,1246.3566161,Bogotá,Cabecera,2.0
620438,235,1,1,1,1723.7887543,Bogotá,Cabecera,2.0
620439,235,1,1,1,1827.2982674,Bogotá,Cabecera,2.0
620440,235,1,1,1,1396.1676232,Bogotá,Cabecera,2.0
620441,235,1,1,1,1187.3692764,Bogotá,Cabecera,2.0
620442,235,1,1,1,1242.1785651,Bogotá,Cabecera,3.0
620443,235,1,1,1,1159.4681167,Bogotá,Cabecera,2.0
620444,235,1,1,1,1196.3604873,Bogotá,Cabecera,2.0
620445,235,1,1,1,1438.8217092,Bogotá,Cabecera,3.0
620446,235,1,1,1,1078.8907368,Bogotá,Cabecera,3.0
620447,235,1,1,1,605.76888039,Bogotá,Cabecera,3.0
620448,235,1,1,1,751.572822,Bogotá,Cabecera,3.0
620449,235,1,1,1,945.29626115,Bogotá,Cabecera,2.0
620450,235,1,1,1,1072.1302974,Bogotá,Cabecera,2.0
620451,235,1,1,1,1036.9642607,Bogotá,Cabecera,2.0
620452,235,1,1,1,1308.2312322,Bogotá,Cabecera,2.0
620453,235,1,1,1,2462.8376568,Bogotá,Cabecera,2.0
620454,235,1,1,1,1453.590258,Bogotá,Cabecera,3.0
620455,235,1,1,1,969.92743074,Bogotá,Cabecera,2.0
620456,235,1,1,1,1247.7047191,Bogotá,Cabecera,2.0
620457,235,1,1,1,1056.2721575,Bogotá,Cabecera,2.0
620458,235,1,1,1,1278.7342506,Bogotá,Cabecera,3.0
620459,235,1,1,1,1477.533218,Bogotá,Cabecera,3.0
620460,235,1,1,1,815.96086473,Bogotá,Cabecera,2.0
620461,235,1,1,1,1305.2917848,Bogotá,Cabecera,2.0
620462,235,1,1,1,797.5100814,Bogotá,Cabecera,2.0
620463,235,1,1,1,1284.3937343,Bogotá,Cabecera,3.0
620464,235,1,1,1,1068.2708573,Bogotá,Cabecera,3.0
620465,235,1,1,1,3346.5224192,0,Cabecera,4.0
620466,235,1,1,1,3702.5106292,0,Cabecera,4.0
620467,235,1,1,1,2821.5728169,0,Cabecera,2.0
620468,235,1,1,1,2884.9755428,0,Cabecera,4.0
620469,235,1,1,1,2728.0106805,0,Cabecera,3.0
620470,235,1,1,1,3449.5180449,0,Cabecera,3.0
620471,235,1,1,1,3260.6949608,0,Cabecera,4.0
620472,235,1,1,1,5025.5083577,0,Cabecera,4.0
620473,235,1,1,1,28.626954745,0,Cabecera,2.0
620474,235,1,1,1,3351.6238108,0,Cabecera,3.0
620475,235,1,1,1,2909.8683806,0,Cabecera,3.0
620476,235,1,1,1,3938.4411378,0,Cabecera,3.0
620477,235,1,1,1,87.825200231,0,Cabecera,2.0
620478,235,1,1,1,27.289224185,0,Cabecera,1.0
620479,235,1,1,1,3009.1761659,0,Cabecera,5.0
620480,235,1,1,1,3059.712317,0,Cabecera,4.0
620481,235,1,1,1,3442.5526609,0,Cabecera,4.0
620482,235,1,1,1,3344.502885,0,Cabecera,4.0
620483,235,1,1,1,3157.7620929,0,Cabecera,4.0
620484,235,1,1,1,3059.712317,0,Cabecera,4.0
620485,235,1,1,1,3059.712317,0,Cabecera,4.0
620486,235,1,1,1,2720.6331605,0,Cabecera,4.0
620487,235,1,1,1,174.03398583,0,Centro poblado y rur,2.0
620488,235,1,1,1,73.198844223,0,Cabecera,2.0
620489,235,1,1,1,49.529990877,0,Cabecera,2.0
620490,235,1,1,1,28.220757836,0,Cabecera,2.0
620491,235,1,1,1,59.670748073,0,Cabecera,2.0
620492,235,1,1,1,4977.7529065,0,Cabecera,4.0
620493,235,1,1,1,49.234197521,0,Cabecera,2.0
620494,235,1,1,1,3059.712317,0,Cabecera,3.0
620495,235,1,1,1,414.53199317,0,Centro poblado y rur,1.0
620496,235,1,1,1,409.33187766,0,Centro poblado y rur,1.0
620497,235,1,1,1,288.39603099,0,Centro poblado y rur,2.0
620498,235,1,1,1,414.53199317,0,Centro poblado y rur,1.0
620499,235,1,1,1,243.43648877,0,Centro poblado y rur,2.0
620500,235,1,1,1,281.86040534,0,Centro poblado y rur,2.0
620501,235,1,1,1,174.03398583,0,Centro poblado y rur,1.0
620502,235,1,1,1,598.27128612,0,Centro poblado y rur,2.0
620503,235,1,1,1,205.46742447,0,Centro poblado y rur,2.0
620504,235,1,1,1,205.46742447,0,Centro poblado y rur,2.0
620505,235,1,1,1,205.46742447,0,Centro poblado y rur,2.0
620506,235,1,1,1,1188.8034187,0,Centro poblado y rur,2.0
620507,235,1,1,1,1113.6532645,0,Centro poblado y rur,9.0
620508,235,1,1,1,414.53199317,0,Centro poblado y rur,1.0
620509,235,1,1,1,205.46742447,0,Centro poblado y rur,2.0
620510,235,1,1,1,1877.9313928,0,Centro poblado y rur,2.0
620511,235,1,1,1,1110.0243295,0,Centro poblado y rur,2.0
620512,235,1,1,1,347.1781775,0,Centro poblado y rur,2.0
620513,235,1,1,1,205.46742447,0,Centro poblado y rur,2.0
620514,235,1,1,1,1110.0243295,0,Centro poblado y rur,2.0
620515,235,1,1,1,1113.6532645,0,Centro poblado y rur,2.0
620516,235,1,1,1,1726.3973345,0,Centro poblado y rur,2.0
620517,235,1,1,1,414.53199317,0,Centro poblado y rur,2.0
620518,235,1,1,1,1935.0332755,0,Centro poblado y rur,2.0
620519,235,1,1,1,364.7532437,0,Centro poblado y rur,2.0
620520,235,1,1,1,378.61161615,0,Centro poblado y rur,2.0
