DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;P1182S1;P1182S2;P1182S3;P1181S1;P1181S2;P3317S1;P3317S2;P3317S3;P3318;P1612S1;P1611S1;P1772;P3319S1;P3319S2;P3320;P3321;P3119;P3121;P3122S1;P3122S2;P3122S3;P3122S4;P3123;P3124;P3125S1;P3125S2;P3125S3;P3125S4;P3125S5;P3125S6;P3126;P3322;P3127;P3128S1;P3128S2;P3128S3;P3128S4;P3128S5;P3128S6;P3128S7;P3128S8;P3129;P3323S1;P3323S2;P3323S3;P3323S4;P3323S5;P3323S6;P3324S1;P3324S2;P3324S3;P3324S4;P3325S1;P3325S2;P3325S3;P3325S4;P3326S1;P3326S2;P3326S3;P3326S4;P3326S5;P3326S6;P3326S7;P3326S8;P3326S9;P3327S1;P3327S2;P3327S3
620266;237;1;1;1;1630.9295849;1;1;1;1;2;2;1;2;1;3;2;2;1;1;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620266;237;2;1;2;1630.9295849;2;2;2;3;2;2;2;2;1;3;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;2;5;4;4
620267;237;1;1;1;1280.2464026;1;1;2;2;2;2;2;2;1;3;2;2;1;1;1;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620268;237;1;1;1;1560.9867171;2;2;2;2;2;2;2;2;1;3;2;1;9;1;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620268;237;2;1;2;1560.9867171;2;2;2;2;2;2;2;2;1;3;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620269;237;1;1;1;2613.1795712;2;3;2;2;2;2;2;2;2;;2;2;2;2;2;4;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620269;237;2;1;2;2613.1795712;2;2;2;2;2;2;2;2;1;3;2;2;1;1;1;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620270;237;1;1;1;1043.1269171;2;2;2;2;2;2;2;2;1;3;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620270;237;2;1;2;1043.1269171;2;2;2;2;2;2;2;2;1;3;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;1;;;;;;;1;2;2;2;2;2;2;2;2;4;4;4
620270;237;3;1;3;1043.1269171;2;2;2;2;2;2;2;2;1;4;2;2;9;9;2;4;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620271;237;1;1;1;1043.1269171;2;3;2;2;2;2;2;2;1;3;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620271;237;2;1;2;1043.1269171;2;2;2;2;2;2;2;2;1;3;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620271;237;3;1;3;1043.1269171;2;2;2;2;2;2;2;2;1;3;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620272;237;1;1;1;1618.151302;1;2;2;2;2;2;2;2;1;4;2;2;2;2;2;3;4;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620273;237;1;1;1;2198.3954616;2;2;2;2;2;2;2;2;1;3;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620273;237;2;1;2;2198.3954616;2;2;2;2;2;2;2;2;1;3;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620274;237;1;1;1;3035.4039665;1;1;2;2;2;2;3;3;1;4;1;2;2;2;2;4;4;2;;;;;;;;;;;;;;2;4;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620274;237;2;1;2;3035.4039665;1;2;1;2;2;2;1;2;2;;2;2;2;2;2;4;4;2;;;;;;;;;;;;;;2;4;1;;;1;;;;;2;;1;;;;;;;;1;;;;;2;2;2;2;1;4;2;2;1;3;3;3
620275;237;1;1;1;1618.151302;2;2;2;2;2;2;2;2;1;3;2;2;9;9;2;4;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620276;237;1;1;1;2171.3187616;1;1;1;1;2;2;2;2;1;3;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;9;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;3;2;2;4;4;4
620277;237;1;1;1;2171.3187616;2;2;2;3;3;3;3;3;1;4;2;2;2;2;2;4;4;2;;;;;;;;;;;;;;2;4;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620278;237;1;1;1;79.172930653;2;2;3;3;3;2;3;3;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620279;237;1;1;1;157.01040544;2;3;3;3;3;2;3;3;;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;2;;1;;;;;;;2;1;;;;;;;;;1;;;;;3;2;2;3;2;3;3;3;2;3;3;3
620280;237;1;1;1;211.20303901;2;2;2;2;2;2;2;2;;;2;2;9;9;1;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;;;;1;;;;;;1;;;;;2;2;2;2;2;3;2;2;2;4;4;4
620281;237;1;1;1;88.778351727;2;3;3;3;3;2;3;3;;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;2;1;1;;;;;;;2;1;;;;;;;;;1;;;;;3;2;2;3;2;2;3;3;1;3;3;3
620282;237;1;1;1;195.92113642;2;2;2;2;2;2;2;2;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;2;2;2;4;4;4
620282;237;2;1;2;195.92113642;2;2;2;2;2;2;2;2;;;2;2;9;9;2;3;2;2;;;;;;;;;;;;;;2;3;1;1;1;1;;;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;3;2;2;2;4;4;4
620283;237;1;1;1;151.23389028;1;2;2;2;2;2;2;2;;;2;2;9;9;9;4;4;2;;;;;;;;;;;;;;2;4;1;1;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;2;2;2;4;4;4
620283;237;2;1;2;151.23389028;2;2;2;2;2;2;2;2;;;2;2;9;9;2;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;2;2;2;4;4;4
620283;237;3;1;3;151.23389028;1;2;2;2;2;2;2;2;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;;;;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;3;2;2;2;4;4;4
620284;237;1;1;1;77.773442221;2;3;3;3;3;2;2;2;;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;2;1;;;;;;;;2;1;;;;;;;;;1;;;;;3;3;2;3;2;2;3;3;2;3;3;3
620285;237;1;1;1;202.82101572;2;3;3;3;3;2;3;3;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;;;1;;;;;3;2;2;2;2;3;3;3;1;3;3;3
620285;237;2;1;2;202.82101572;2;3;3;3;3;2;2;2;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;1;;;;;;;;;1;;;;;3;3;2;3;2;3;3;3;2;3;3;3
620286;237;1;1;1;75.125613444;1;2;2;2;2;2;2;2;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;;;;;;2;1;;;1;;;;;;1;;;;;2;2;2;2;2;3;2;2;2;4;4;4
620286;237;2;1;2;75.125613444;2;2;2;2;2;2;2;2;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;2;2;2;4;4;4
620287;237;1;1;1;64.419405629;2;3;3;3;3;1;2;2;;;2;2;9;9;9;3;2;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;2;1;;;1;;;;;;1;;;;;3;2;2;3;2;3;3;2;2;3;3;3
620287;237;2;1;2;64.419405629;2;3;3;3;3;2;3;3;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;1;;;1;;;;;;1;;;;;3;3;2;3;2;2;3;3;2;3;3;3
620288;237;1;1;1;51.535524503;2;2;2;2;3;3;3;3;;;2;1;2;1;2;3;3;2;;;;;;;;;;;;;;2;1;1;;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;3;2;1;2;3;3
620288;237;2;1;2;51.535524503;1;1;2;2;2;2;2;3;;;2;1;2;1;2;3;3;2;;;;;;;;;;;;;;2;2;1;;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;3;2;1;3;3;3
620289;237;1;1;1;51.535524503;2;2;2;2;2;2;3;3;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;3;2;3;3;2;1;3;3;3
620289;237;2;1;2;51.535524503;2;2;2;2;2;2;3;3;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;2;1;1;;;;;;;1;1;;;;;;;;;1;;;;;3;3;2;2;2;3;3;2;1;3;4;3
620290;237;1;1;1;86.573570279;2;2;2;2;2;1;2;2;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;2;1;;;;;;;;2;1;;;;;;;;;1;;;;;3;2;2;2;2;3;2;2;1;3;3;3
620291;237;1;1;1;122.52410809;2;2;2;2;2;2;3;3;;;2;1;2;1;2;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;;;;1;1;;;;;;;;;1;;;;;2;2;2;2;2;3;3;2;1;3;3;3
620291;237;2;1;2;122.52410809;2;2;2;2;2;2;3;3;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;;;;1;1;;;;;;;;;1;;;;;3;2;2;2;2;3;3;2;1;3;3;3
620291;237;5;1;5;122.52410809;2;2;2;2;2;2;2;2;;;2;1;2;1;2;3;3;2;;;;;;;;;;;;;;2;3;1;;;1;;;;;1;1;;;;;;;;;1;;;;;2;2;2;2;2;3;3;2;2;3;3;3
620292;237;1;1;1;206.14209801;2;2;2;2;3;3;3;3;;;2;1;2;1;2;3;3;2;;;;;;;;;;;;;;2;3;1;;1;;;;;;2;1;;;;;;;;;1;;;;;3;2;2;2;2;3;2;2;1;3;3;3
620292;237;2;1;2;206.14209801;2;1;2;3;2;3;3;3;;;2;1;2;1;1;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;;;;;1;1;;;;;;;;;1;;;;;2;2;2;2;2;3;3;2;2;3;3;3
620293;237;1;1;1;82.271510429;2;2;2;2;2;3;3;3;;;2;1;2;2;1;3;4;2;;;;;;;;;;;;;;2;4;1;1;;;;;;;1;1;;;;;;;;;1;;;;;2;2;2;2;2;3;3;1;2;4;4;3
620293;237;2;1;2;82.271510429;1;1;2;2;2;2;2;2;;;2;1;2;1;1;3;3;2;;;;;;;;;;;;;;2;4;1;1;;;;;;;1;1;;;;;;;;;1;;;;;2;2;2;2;2;4;3;2;1;3;3;3
620294;237;1;1;1;162.25681258;2;2;2;3;3;2;2;3;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;;;;1;1;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;3;3;3
620294;237;2;1;2;162.25681258;2;2;2;2;3;2;3;3;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;9;3;;;;1;1;1;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;3;3;3
620295;237;1;1;1;104.2888926;2;2;2;3;3;2;3;3;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;;;;1;;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;3;3;3
620296;237;1;1;1;91.075438034;2;2;2;2;2;2;2;2;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;2;1;;;;;;;;1;1;;;;;;;;;1;;;;;2;2;2;2;2;3;3;2;1;3;3;3
620296;237;2;1;2;91.075438034;2;2;3;2;2;2;2;2;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;2;1;;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;4;2;2;1;3;3;3
620297;237;1;1;1;77.815813073;2;2;2;2;3;2;3;3;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;;;;;1;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;3;3;3
620297;237;2;1;2;77.815813073;2;2;2;3;3;2;3;3;;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;3;3;3
620298;237;1;1;1;91.075438034;1;1;2;2;2;2;3;3;;;2;2;9;9;9;3;4;2;;;;;;;;;;;;;;2;2;1;;;;;;;;2;1;;;;;;;;;1;;;;;3;2;2;2;2;4;3;2;1;3;3;3
620298;237;2;1;2;91.075438034;2;2;2;2;2;2;3;3;;;2;2;9;9;9;3;4;2;;;;;;;;;;;;;;2;3;1;;;;;;;;1;1;;;;;;;;;1;;;;;2;2;2;2;2;4;3;2;1;3;3;3
620299;237;1;1;1;51.535524503;2;3;3;3;3;2;3;3;;;2;2;9;9;9;3;4;2;;;;;;;;;;;;;;2;3;;;;;1;1;;;2;1;;;;;;;1;;;;;;;2;2;3;2;2;2;2;2;2;4;4;4
620299;237;2;1;2;51.535524503;2;2;2;3;3;2;3;3;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;9;3;1;;;;1;;;;3;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;3;3;3
620299;237;3;1;3;51.535524503;2;2;2;2;3;3;3;3;;;2;2;2;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;;;1;1;;;2;1;;;;;;;1;;;;;;;2;2;2;2;2;2;2;2;2;3;3;3
620300;237;1;1;1;85.509364196;2;2;2;2;2;2;2;2;;;2;1;2;1;2;3;3;2;;;;;;;;;;;;;;2;2;1;;;;;;;;2;1;;;;;;;;;1;;;;;3;2;2;2;2;3;3;2;2;3;3;3
620301;237;1;1;1;69.011885469;2;3;2;3;3;2;3;3;;;2;2;9;9;9;4;4;2;;;;;;;;;;;;;;9;3;;;;;1;1;;;2;1;;;;;;;1;;;;;;;2;2;2;2;1;1;2;2;2;4;4;4
620301;237;2;1;2;69.011885469;2;3;2;3;3;2;3;3;;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;1;;;;1;1;;;3;1;;;;;;;1;;;;;;;2;2;2;2;1;2;2;2;2;4;4;4
620302;237;1;1;1;86.573570279;1;1;2;2;2;2;2;2;;;2;1;2;1;2;3;3;2;;;;;;;;;;;;;;2;2;1;;;;;;;;1;1;;;;;;;;;1;;;;;2;2;2;2;2;3;3;2;2;3;3;3
620303;237;1;1;1;1068.3874201;2;3;3;3;3;3;3;3;2;;2;2;2;9;9;2;2;2;;;;;;;;;;;;;;2;3;1;1;1;;;;;;3;1;1;;;;;;1;;;;;;;3;3;2;3;2;2;3;3;2;3;3;3
620304;237;1;1;1;1548.2779088;3;3;3;3;3;3;3;3;2;;2;2;9;9;9;1;1;2;;;;;;;;;;;;;;2;1;;;1;;;;;;3;1;;;;;;;;;1;;;;;3;3;3;3;2;2;2;3;2;3;3;3
620304;237;2;1;2;1548.2779088;3;3;3;3;3;3;3;2;2;;2;2;2;2;2;1;1;1;;;;1;2;2;;;1;;;;2;2;2;;;1;;;;;;3;1;1;1;;;;;;;1;;;;;3;3;3;3;3;3;3;3;3;3;3;3
620305;237;1;1;1;797.66823432;3;3;3;3;3;3;3;3;2;;2;2;9;9;9;1;1;2;;;;;;;;;;;;;;9;2;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;2;3;2;3;3;3
620305;237;2;1;2;797.66823432;2;3;3;3;3;3;3;3;2;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;1;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;2;3;3;2;3;3;3
620306;237;1;1;1;791.53023433;1;1;2;2;2;1;1;1;2;;2;2;9;9;9;4;4;2;;;;;;;;;;;;;;2;4;;;;1;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;2;2;2;4;4;4
620307;237;1;1;1;1071.8847061;2;3;2;3;3;2;2;2;1;2;2;1;1;1;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;1;;1;1;;;3;1;1;;1;;;1;;;;1;;;;2;3;2;2;1;3;3;3;2;4;4;4
620307;237;2;1;2;1071.8847061;2;3;3;3;3;2;3;2;1;2;2;1;2;1;2;3;3;2;;;;;;;;;;;;;;2;3;;;1;1;1;;;;2;1;1;;1;;;1;;;;1;1;;;2;3;2;2;2;3;3;3;2;4;4;4
620308;237;1;1;1;771.14833037;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;2;;;1;1;;;;;2;1;;;;;;;;;1;;;;;2;3;3;2;2;2;3;3;2;3;3;3
620308;237;2;1;2;771.14833037;2;2;2;2;3;2;2;2;2;;2;2;9;9;9;3;2;2;;;;;;;;;;;;;;2;2;;;;;;1;;;2;1;;;;;;;;;1;;;;;2;3;2;2;2;2;3;3;2;3;3;3
620309;237;1;1;1;1095.7180708;2;2;3;3;2;2;2;2;2;;2;2;9;1;9;2;1;2;;;;;;;;;;;;;;2;1;1;;1;;;;;;2;1;;;;;;;;;1;;;;;3;3;3;2;2;3;4;4;3;3;3;3
620310;237;1;1;1;1233.7064206;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;;1;;1;;;;3;1;1;;;;;;;;1;;;;;3;4;3;3;3;3;3;3;3;3;3;3
620311;237;1;1;1;1211.5328698;2;2;2;2;2;2;2;2;1;3;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;9;3;;1;1;;;;;;2;1;;;;;;;;;1;;;;;3;3;3;3;3;3;3;3;3;3;3;3
620311;237;2;1;2;1211.5328698;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;2;1;;1;;;;;;3;1;;;;;;;;;1;;;;;3;3;3;3;3;3;3;3;3;4;3;3
620312;237;1;1;1;1375.3985344;3;3;2;3;3;2;3;2;2;;2;2;9;2;2;1;2;2;;;;;;;;;;;;;;2;2;;;1;;;;;;3;;;;;;2;;;;1;;;;;3;3;3;3;3;3;3;3;3;2;1;2
620312;237;2;2;1;1375.3985344;2;2;3;3;3;3;2;3;2;;2;2;9;9;9;2;3;2;;;;;;;;;;;;;;2;2;1;;;;;;;;2;1;;;;;;;;;1;;;;;3;3;2;3;3;3;3;3;2;3;3;3
620312;237;3;2;2;1375.3985344;2;2;3;2;3;3;2;2;2;;2;2;9;9;9;2;3;2;;;;;;;;;;;;;;2;2;1;;;;;;;;1;1;;;;;;;;;1;;;;;3;2;2;2;2;3;3;2;1;4;4;3
620314;237;1;1;1;730.06624707;1;2;2;2;2;2;2;3;2;;2;2;2;2;2;4;3;2;;;;;;;;;;;;;;2;4;1;;1;;1;;;;2;1;1;;;;;;1;1;;;;;;2;2;2;2;2;2;2;2;2;3;3;3
620314;237;2;1;2;730.06624707;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;1;1;;;1;;;;2;1;1;;;;;1;;;;1;;;;2;2;3;2;2;2;2;2;2;3;3;3
620315;237;1;1;1;1036.7280845;1;3;3;3;3;3;3;3;2;;2;2;1;1;1;3;3;2;;;;;;;;;;;;;;2;3;;1;;;;;;;1;1;;;1;;;;1;;;;;;;2;3;3;2;2;2;3;2;2;3;4;4
620316;237;1;1;1;1064.9657555;1;3;3;3;3;1;2;2;1;3;2;2;9;9;2;4;4;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;3;2;2;3;3;3
620321;237;1;1;1;1038.4152531;2;2;2;2;2;2;2;2;1;3;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;1;;;;;;;;1;;;;;3;3;3;3;2;2;3;3;2;4;4;4
620322;237;1;1;1;1066.0680723;1;1;1;1;1;1;1;1;2;;1;2;2;2;2;3;4;2;;;;;;;;;;;;;;2;3;;;;1;;;;;2;1;1;1;;;;;;;1;;;;;3;3;3;3;3;2;2;2;2;3;3;3
620322;237;2;1;2;1066.0680723;1;1;2;1;2;2;2;2;2;;2;2;2;2;2;3;4;2;;;;;;;;;;;;;;2;3;1;;;;;;;;2;1;1;;;;;;;;1;;;;;3;3;3;3;3;3;3;3;3;3;3;3
620322;237;3;1;3;1066.0680723;1;1;2;1;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;4;1;;;;;;;;2;1;1;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;4;4;4
620322;237;4;1;4;1066.0680723;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;;;;;1;;;3;1;1;;;;;;;;1;;;;;3;3;3;3;3;3;3;3;3;3;3;3
620323;237;1;1;1;1470.7465558;1;2;2;2;2;3;3;3;1;4;1;1;1;1;2;4;2;2;;;;;;;;;;;;;;2;4;1;1;1;;;;;;2;1;1;;;;;;;;1;;;;;2;1;2;2;2;2;2;2;2;4;4;4
620323;237;2;1;2;1470.7465558;1;2;2;2;2;2;2;2;1;4;2;2;2;2;9;3;3;2;;;;;;;;;;;;;;2;4;1;1;1;;;;;;2;1;;;;;;;;;1;;;;;2;3;3;3;2;2;2;1;1;3;3;3
620323;237;3;1;3;1470.7465558;1;3;3;3;3;3;3;3;1;3;2;2;9;9;9;4;3;2;;;;;;;;;;;;;;2;3;;1;;1;;;;;2;1;;;;;;;;;1;;;;;3;3;2;2;3;3;3;3;1;4;4;4
620324;237;1;1;1;1804.3265237;3;3;3;3;3;3;3;3;2;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;2;;;;;;;;2;;;;;;;2;;;;1;;;;;3;4;3;3;3;2;3;3;2;3;3;3
620324;237;2;1;2;1804.3265237;2;2;3;3;2;2;2;2;2;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;3;;;;;;1;;;2;;;;;;2;;;;1;;;;;3;3;3;3;3;3;3;3;3;3;3;3
620326;237;1;1;1;911.7261628;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;1;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;3;2;2;3;3;3
620326;237;2;1;2;911.7261628;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;1;1;2;;;;;;;;;;;;;;1;1;;;1;;;;;;3;1;;;1;;;1;;;;1;;;;2;3;2;3;2;2;2;2;2;3;3;3
620326;237;3;1;3;911.7261628;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;2;2;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;3;3;2;2;3;3;3
620326;237;4;1;4;911.7261628;1;1;3;2;2;2;1;1;2;;2;2;9;9;9;3;4;2;;;;;;;;;;;;;;2;4;1;;;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;2;2;2;3;3;3
620327;237;1;1;1;1136.7345395;2;1;3;3;3;3;2;1;2;;2;2;9;9;9;5;2;1;;;1;;1;2;;1;;;;;2;2;3;;;1;;;;;;3;1;;;;;;;;;1;;;;;3;3;3;2;2;3;3;2;2;3;3;3
620327;237;2;1;2;1136.7345395;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;2;2;;;;;;;;;;;;;;9;3;1;;1;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;2;3;2;2;3;3;3
620327;237;3;1;3;1136.7345395;2;1;3;2;2;2;2;1;2;;2;1;1;1;2;3;3;2;;;;;;;;;;;;;;2;3;;;1;;;;;;3;1;;;;;;;;;1;;;;;3;3;3;2;2;2;3;2;2;3;3;3
620327;237;4;1;4;1136.7345395;3;2;3;3;3;2;3;3;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;9;3;;;;;;;;2;;;;;;;2;;;;1;;;;;3;3;3;3;3;3;3;3;3;3;3;3
620328;237;1;1;1;1690.4622709;2;1;2;2;2;2;2;1;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;;1;;;;;;3;1;1;;;;;;;;1;;;;;3;3;3;3;3;3;3;3;3;3;3;3
620328;237;2;1;2;1690.4622709;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;;;;;1;;;3;1;1;;;;;;;;1;;;;;3;3;3;3;3;3;3;3;3;3;3;3
620329;237;1;1;1;1621.8336575;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;3;3;2;2;3;3;3
620329;237;2;1;2;1621.8336575;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;2;2;2;2;2;3;3;2;2;3;3;3
620330;237;2;1;2;1600.1583518;3;2;3;2;3;3;3;3;2;;2;2;2;2;9;2;1;2;;;;;;;;;;;;;;2;2;;;1;;;;;;3;1;;;;;;;;;1;;;;;2;3;2;2;2;3;3;2;2;3;3;4
620330;237;3;1;3;1600.1583518;2;2;2;2;2;2;2;2;2;;2;2;9;9;9;3;2;2;;;;;;;;;;;;;;9;3;;;1;;;;;;2;1;;;;;;;;;1;;;;;2;2;2;2;2;3;3;3;3;3;3;3
620330;237;4;1;4;1600.1583518;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;3;3;2;;;;;;;;;;;;;;2;3;;;;;;;;2;;;;;;;2;;;;1;;;;;3;3;2;2;2;2;3;3;3;3;3;3
