DIRECTORIO,Victima_hurto_residencial_2022,Hurto_objeto_personal_2022,Victima_delito_cibernetico_2022,Implicado_violencia_fisica_2022,Victima_fraude_2022,Victima_amenazas_2022,Victima_acoso_laboral_2022,Victima_acoso_escolar_2022,Victima_secuestro_2022,Victima_invasiones_domiciliarias_2022,Victima_desplazamiento_2022,Victima_acoso_callejero_2022,Victima_acoso_sexual_2022
601498,1.0,0,0,0,0,0,0,0,0,0,0,0,0
601499,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601499,,0,0,0,0,0,0,0,0,0,0,0,0
601500,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601500,,0,0,0,0,0,0,0,0,0,0,0,0
601500,,0,0,0,0,0,0,0,0,0,0,0,0
601501,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601502,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601502,,0,0,0,0,0,0,0,0,0,0,0,0
601503,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601503,,0,0,0,0,0,0,0,0,0,0,0,0
601504,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601504,,1,0,0,0,0,0,0,0,0,0,0,0
601505,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601505,,0,0,0,0,0,0,0,0,0,0,0,0
601506,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601506,,0,0,0,0,0,0,0,0,0,0,0,0
601507,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601507,,0,0,0,0,0,0,0,0,0,0,0,0
601507,,0,0,0,0,0,0,0,0,0,0,0,0
601507,,0,0,0,0,0,0,0,0,0,0,0,0
601508,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601508,,0,0,0,0,0,0,0,0,0,0,0,0
601508,,0,0,0,0,0,0,0,0,0,0,0,0
601509,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601509,,0,0,0,0,0,0,0,0,0,0,0,0
601509,,0,0,0,0,0,0,0,0,0,0,0,0
601509,,0,0,0,0,0,0,0,0,0,0,0,0
601510,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601510,,0,0,0,0,0,0,0,0,0,0,0,0
601510,,0,0,0,0,0,0,0,0,0,0,0,0
601510,,0,0,0,0,0,0,0,0,0,0,0,0
601511,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601511,,0,0,0,0,0,0,0,0,0,0,0,0
601511,,0,0,0,0,0,0,0,0,0,0,0,0
601511,,0,0,0,0,0,0,0,0,0,0,0,0
601512,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601512,,0,0,0,0,0,0,0,0,0,0,0,0
601512,,0,0,0,0,0,0,0,0,0,0,0,0
601513,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601513,,0,0,0,0,0,0,0,0,0,0,0,0
601514,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601514,,0,0,0,0,0,0,0,0,0,0,0,0
601515,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601515,,0,0,0,0,0,0,0,0,0,0,0,0
601516,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601516,,0,0,0,0,0,0,0,0,0,0,0,0
601517,0.0,0,0,1,0,0,0,0,0,0,0,0,0
601518,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601518,,0,0,0,0,0,0,0,0,0,0,0,0
601519,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601520,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601520,,0,0,0,0,0,0,0,0,0,0,0,0
601521,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601521,,0,0,0,0,0,0,0,0,0,0,0,0
601522,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601522,,0,0,0,0,0,0,0,0,0,0,0,0
601523,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601523,,0,0,0,0,0,0,0,0,0,0,0,0
601524,0.0,1,0,0,0,0,0,0,0,0,0,0,0
601524,,0,0,0,0,0,0,0,0,0,0,0,0
601525,1.0,0,0,0,0,0,0,0,0,0,0,0,0
601525,,0,0,0,0,0,0,0,0,0,0,0,0
601526,0.0,0,0,0,1,1,0,0,0,0,0,0,0
601527,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601527,,0,0,0,0,0,0,0,0,0,0,0,0
601528,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601529,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601529,,0,0,0,0,0,0,0,0,0,0,0,0
601529,,0,0,0,0,0,0,0,0,0,0,0,0
601529,,0,0,0,0,0,0,0,0,0,0,0,0
601529,,0,0,0,0,0,0,0,0,0,0,0,0
601530,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601531,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601532,0.0,1,0,0,0,0,0,0,0,0,0,0,0
601533,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601533,,0,0,0,0,0,0,0,0,0,0,0,0
601533,,0,0,0,0,0,0,0,0,0,0,0,0
601534,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601534,,1,0,0,0,0,0,0,0,0,0,0,0
601535,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601535,,0,0,0,0,0,0,0,0,0,0,0,0
601536,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601537,,0,0,0,0,0,0,0,0,0,0,0,0
601537,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601537,,0,0,0,0,0,0,0,0,0,0,0,0
601538,0.0,1,0,0,0,0,0,0,0,0,0,0,0
601539,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601539,,0,0,0,0,0,0,0,0,0,0,0,0
601539,,0,0,0,0,0,0,0,0,0,0,0,0
601540,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601540,,0,0,0,0,0,0,0,0,0,0,0,0
601541,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601541,,0,0,0,0,0,0,0,0,0,0,0,0
601542,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601542,,0,0,0,0,0,0,0,0,0,0,0,0
601543,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601544,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601544,,0,0,0,0,0,0,0,0,0,0,0,0
601545,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601546,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601546,,0,0,0,0,0,0,0,0,0,0,0,0
601547,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601547,,0,0,1,0,0,0,0,0,0,0,0,0
601548,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601548,,0,0,0,0,0,0,0,0,0,0,0,0
601549,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601549,,0,0,0,0,0,0,0,0,0,0,0,0
601549,,0,0,0,0,0,0,0,0,0,0,0,0
601550,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601550,,0,0,0,0,0,0,0,0,0,0,0,0
601551,0.0,0,1,0,0,0,0,0,0,0,0,0,0
601552,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601552,,0,0,0,0,0,0,0,0,0,0,0,0
601553,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601553,,0,0,0,0,0,0,0,0,0,0,0,0
601554,0.0,0,0,0,1,0,0,0,0,0,0,0,0
601554,,0,0,0,0,0,0,0,0,0,0,0,0
601555,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601555,,0,0,0,0,0,0,0,0,0,0,0,0
601556,0.0,1,0,0,0,0,0,0,0,0,0,0,0
601556,,0,0,0,0,0,0,0,0,0,0,0,0
601556,,0,0,0,0,0,0,0,0,0,0,0,0
601557,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601557,,0,0,0,1,0,0,0,0,0,0,0,0
601558,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601558,,0,0,0,0,0,0,0,0,0,0,0,0
601559,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601560,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601560,,0,0,0,0,0,0,0,0,0,0,0,0
601561,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601561,,0,0,0,0,0,0,0,0,0,0,0,0
601562,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601563,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601563,,0,0,0,0,0,0,0,0,0,0,0,0
601563,,0,0,0,0,0,0,0,0,0,0,0,0
601563,,0,0,0,0,0,0,0,0,0,0,0,0
601564,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601564,,0,0,0,0,0,0,0,0,0,0,0,0
601565,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601565,,0,0,0,0,0,0,0,0,0,0,0,0
601566,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601567,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601567,,0,0,0,0,0,0,0,0,0,0,0,0
601568,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601568,,0,0,0,0,0,0,0,0,0,0,0,0
601569,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601569,,0,0,0,0,0,0,0,0,0,0,0,0
601569,,0,0,0,0,0,0,0,0,0,0,0,0
601570,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601570,,0,0,0,0,0,0,0,0,0,0,0,0
601570,,0,0,0,0,0,0,0,0,0,0,0,0
601571,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601571,,0,0,0,0,0,0,0,0,0,0,0,0
601571,,0,0,0,0,0,0,0,0,0,0,0,0
601572,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601573,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601574,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601574,,0,0,0,0,0,0,0,0,0,0,0,0
601575,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601575,,0,0,0,0,0,0,0,0,0,0,0,0
601575,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601575,,0,0,0,0,0,0,0,0,0,0,0,0
601575,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601575,,0,0,0,0,0,0,0,0,0,0,0,0
601575,,0,0,0,0,0,0,0,0,0,0,0,0
601576,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601576,,0,0,0,0,0,0,0,0,0,0,0,0
601577,0.0,1,0,0,0,0,0,0,0,0,0,0,0
601577,,0,0,0,0,0,0,0,0,0,0,0,0
601578,1.0,0,0,0,0,0,0,0,0,0,0,0,0
601578,,0,0,0,0,0,0,0,0,0,0,0,0
601579,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601579,,0,0,0,0,0,0,0,0,0,0,0,0
601579,,0,0,0,0,0,0,0,0,0,0,0,0
601580,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601582,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601583,0.0,1,0,0,0,0,0,0,0,0,0,0,0
601583,,0,0,0,0,0,0,0,0,0,0,0,0
601584,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601586,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601587,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601587,,0,0,0,0,0,0,0,0,0,0,0,0
601593,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601594,0.0,0,1,0,0,0,0,0,0,0,0,0,0
601594,,0,1,0,0,0,0,0,0,0,0,0,0
601595,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601595,,0,0,0,0,0,0,0,0,0,0,0,0
601596,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601597,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601597,,0,0,0,0,0,0,0,0,0,0,0,0
601598,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601599,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601599,,0,0,0,0,0,0,0,0,0,0,0,0
601600,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601601,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601601,,0,0,0,0,0,0,0,0,0,0,0,0
601601,,0,0,0,0,0,0,0,0,0,0,0,0
601602,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601602,,0,0,0,0,0,0,0,0,0,0,0,0
601603,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601603,,0,0,0,0,0,0,0,0,0,0,0,0
601604,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601604,,0,0,0,0,0,0,0,0,0,0,0,0
601605,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601606,1.0,0,0,0,0,0,0,0,0,0,0,0,0
601607,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601607,,0,0,0,1,0,0,0,0,0,0,0,0
601608,,0,0,0,0,0,0,0,0,0,0,0,0
601608,,0,0,0,0,0,0,0,0,0,0,0,0
601608,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601608,,0,0,0,0,0,0,0,0,0,0,0,0
601608,,0,0,0,0,0,0,0,0,0,0,0,0
601609,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601609,,0,0,0,0,0,0,0,0,0,0,0,0
601610,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601610,,0,0,0,0,0,0,0,0,0,0,1,0
601610,,0,0,0,0,0,0,0,0,0,0,0,0
601611,1.0,0,0,0,0,0,0,0,0,0,0,0,0
601611,,0,0,0,0,0,0,0,0,0,0,0,0
601612,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601612,,0,0,0,0,0,0,0,0,0,0,0,0
601613,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601614,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601614,,0,0,0,0,0,0,0,0,0,0,0,0
601615,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601615,,0,1,0,1,0,0,0,0,0,0,0,0
601616,0.0,0,1,0,0,0,0,0,0,0,0,0,0
601616,,0,0,0,0,0,0,0,0,0,0,0,0
601617,0.0,0,0,0,1,1,0,0,0,0,0,0,0
601618,0.0,0,0,0,0,0,0,0,0,0,0,1,0
601618,,0,0,0,0,0,0,0,0,0,0,0,0
601618,,0,0,0,0,0,0,0,0,0,0,1,0
601619,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601619,,0,0,0,0,0,0,0,0,0,0,0,0
601619,,0,0,0,0,0,0,0,0,0,0,0,0
601620,,0,0,0,1,0,0,0,0,0,0,0,0
601620,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601620,,0,0,0,0,0,0,0,0,0,0,0,0
601621,0.0,1,1,0,0,0,0,0,0,0,0,1,0
601621,,0,0,0,0,0,0,0,0,0,0,0,0
601622,0.0,0,0,0,1,0,0,0,0,0,0,0,0
601622,,0,0,0,0,0,0,0,0,0,0,0,0
601623,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601626,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601627,0.0,0,0,0,0,0,0,1,0,0,0,1,0
601627,,0,0,1,0,0,0,0,0,0,0,1,0
601627,,0,0,0,0,0,0,0,0,0,0,1,0
601628,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601628,,0,0,0,0,0,0,0,0,0,0,0,0
601629,,0,0,0,0,0,0,0,0,0,0,0,0
601629,,1,0,0,0,0,0,0,0,0,0,0,0
601629,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601630,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601630,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601630,,0,0,0,0,0,0,0,0,0,0,0,0
601631,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601631,,0,0,0,0,0,0,0,0,0,0,0,0
601632,0.0,0,0,0,0,0,1,0,0,0,0,0,0
601632,,0,0,0,0,0,0,0,0,0,0,0,0
601633,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601633,,0,0,0,0,0,0,0,0,0,0,0,0
601633,,0,0,0,0,0,0,0,0,0,0,0,0
601634,,0,0,0,0,0,0,0,0,0,0,0,0
601634,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601635,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601635,,0,1,0,0,0,0,0,0,0,0,0,0
601636,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601636,,0,0,0,0,0,0,0,0,0,0,0,0
601636,,0,0,0,0,0,0,0,0,0,0,0,0
601636,,0,0,0,0,0,0,0,0,0,0,0,0
601637,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601637,,0,0,0,0,0,0,0,0,0,0,1,0
601637,,1,1,1,0,1,0,0,0,0,0,0,0
601638,0.0,1,0,0,0,0,0,0,0,0,0,0,0
601638,,0,0,0,0,0,0,0,0,0,0,0,0
601638,,0,0,0,0,0,0,0,0,0,0,0,0
601638,,0,0,0,0,0,0,0,0,0,0,0,0
601638,,1,0,0,0,0,0,0,0,0,0,0,0
601639,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601639,,0,0,0,0,0,0,0,0,0,0,0,0
601639,,0,0,0,0,0,0,0,0,0,0,0,0
601639,,1,0,0,0,0,1,0,0,0,0,1,0
601640,0.0,0,0,0,0,0,0,0,0,0,0,1,0
601640,,0,0,0,0,0,0,0,0,0,0,0,0
601641,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601641,,0,0,0,0,0,0,0,0,0,0,1,0
601642,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601643,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601643,,0,0,0,0,0,0,0,0,0,0,0,0
601644,0.0,0,0,0,1,0,0,0,0,0,0,0,0
601645,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601645,,0,1,0,0,0,0,0,0,0,0,0,0
601646,1.0,0,0,0,0,0,0,0,0,0,0,0,0
601647,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601647,,0,0,0,0,0,0,0,0,0,0,0,0
601648,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601649,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601649,,0,0,0,0,0,0,0,0,0,0,0,0
601649,,0,0,0,0,0,0,0,0,0,0,0,0
601649,,0,0,0,0,0,0,0,0,0,0,0,0
601650,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601651,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601651,,0,0,0,0,0,0,0,0,0,0,0,0
601651,,0,1,0,0,0,0,0,0,0,0,0,0
601651,,0,0,0,0,0,0,0,0,0,0,0,0
601651,,0,0,0,0,0,0,0,0,0,0,0,0
601652,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601653,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601653,,0,0,0,0,0,0,0,0,0,0,0,0
601653,,0,0,0,0,0,0,0,0,0,0,0,0
601653,,0,0,0,0,0,0,0,0,0,0,0,0
601654,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601654,,0,0,0,0,0,0,0,0,0,0,0,0
601655,0.0,0,0,0,0,0,0,0,0,0,0,1,1
601656,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601656,,0,0,0,0,0,0,0,0,0,0,0,0
601657,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601657,,0,0,0,0,0,0,0,0,0,0,0,0
601658,,0,0,0,0,0,0,0,0,0,0,0,0
601658,,0,0,0,0,0,0,0,0,0,0,0,0
601658,,0,0,0,0,0,0,0,0,0,0,0,0
601658,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601658,,0,0,0,0,0,0,0,0,0,0,0,0
601659,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601659,,0,0,0,0,0,0,0,0,0,0,0,0
601659,,0,0,0,0,0,0,0,0,0,0,0,0
601660,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601660,,0,0,0,0,0,0,0,0,0,0,0,0
601662,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601662,,0,0,0,0,0,0,0,0,0,0,0,0
601663,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601663,,0,0,0,0,0,0,0,0,0,0,0,0
601663,,0,0,0,0,0,0,0,0,0,0,0,0
601664,0.0,0,0,0,1,0,0,0,0,0,0,0,0
601664,,0,0,0,0,0,0,0,0,0,0,0,0
601665,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601666,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601667,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601668,1.0,0,0,0,0,0,0,0,0,0,0,0,0
601668,,0,0,0,0,0,0,0,0,0,0,0,0
601668,,0,0,0,0,0,0,0,0,0,0,0,0
601669,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601669,,0,0,0,0,0,0,0,0,0,0,0,0
601670,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601671,1.0,0,0,0,0,0,0,0,0,0,0,0,0
601671,,0,0,0,0,0,0,0,0,0,0,0,0
601672,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601672,,0,0,0,0,0,0,0,0,0,0,0,0
601672,,0,1,1,0,0,0,0,0,0,0,0,0
601673,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601673,,0,0,0,0,0,0,0,0,0,0,0,0
601673,,0,0,0,0,0,0,0,0,0,0,0,0
601674,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601675,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601676,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601676,,0,0,0,0,0,0,0,0,0,0,0,0
601676,,0,0,0,0,0,0,0,0,0,0,0,0
601676,,0,0,0,0,0,0,1,0,0,0,1,0
601677,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601677,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601677,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601678,,0,0,0,0,0,0,0,0,0,0,0,0
601678,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601679,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601679,,0,0,0,0,0,0,0,0,0,0,0,0
601679,,0,0,0,0,0,0,0,0,0,0,0,0
601680,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601680,,0,0,0,0,0,0,0,0,0,0,0,0
601681,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601681,,0,0,0,0,0,0,0,0,0,0,0,0
601681,,0,0,0,0,0,0,0,0,0,0,0,0
601682,0.0,0,0,0,1,0,0,0,0,0,1,0,0
601682,,0,0,0,0,0,0,0,0,0,0,0,0
601682,,0,0,0,0,0,0,0,0,0,0,0,0
601682,,0,0,0,0,0,0,0,0,0,0,0,0
601682,,0,0,0,0,0,0,0,0,0,0,0,0
601683,,0,0,0,0,0,0,0,0,0,0,0,0
601683,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601684,0.0,0,1,0,0,0,0,0,0,0,0,0,0
601684,,0,0,0,0,0,0,0,0,0,0,0,0
601684,,0,1,0,0,0,0,0,0,0,0,1,0
601684,,0,0,0,0,0,0,0,0,0,0,0,0
601685,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601686,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601686,,0,0,0,0,0,0,0,0,0,0,0,0
601686,,0,0,0,0,0,0,1,0,0,0,0,0
601687,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601687,,0,0,0,0,0,0,0,0,0,0,0,0
601687,,0,0,0,0,0,0,0,0,0,0,0,0
601688,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601688,,0,0,0,0,0,0,0,0,0,0,0,0
601688,,0,0,0,0,0,0,0,0,0,0,0,0
601688,,0,0,0,0,0,0,0,0,0,0,0,0
601689,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601689,,0,0,0,0,0,0,0,0,0,0,0,0
601689,,0,0,0,0,0,0,0,0,0,0,0,0
601689,,0,0,0,0,0,0,0,0,0,0,0,0
601689,,0,0,0,0,0,0,0,0,0,0,0,0
601690,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601691,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601692,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601693,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601693,,0,0,0,0,0,0,0,0,0,0,0,0
601693,,0,0,0,0,0,0,0,0,0,0,0,0
601694,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601695,0.0,1,0,0,0,0,0,0,0,0,0,0,0
601695,,0,0,0,0,0,0,0,0,0,0,0,0
601696,,0,0,0,0,0,0,0,0,0,0,0,0
601696,,1,0,0,0,0,0,0,0,0,0,0,0
601696,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601696,,0,0,0,0,0,0,0,0,0,0,0,0
601697,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601698,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601699,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601699,,0,0,0,0,0,0,0,0,0,0,0,0
601700,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601700,,0,0,0,0,0,0,0,0,0,0,0,0
601700,,0,0,0,0,0,0,0,0,0,0,0,0
601701,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601701,,0,0,0,0,0,0,0,0,0,0,0,0
601701,,0,0,0,0,0,0,0,0,0,0,0,0
601702,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601702,,0,0,0,0,0,0,0,0,0,0,0,0
601702,,0,0,0,0,0,0,0,0,0,0,0,0
601702,,0,0,0,0,0,0,0,0,0,0,0,0
601703,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601703,,0,0,0,0,0,0,0,0,0,0,0,0
601704,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601704,,0,0,0,0,0,0,0,0,0,0,0,0
601704,,0,0,0,0,0,0,0,0,0,0,0,0
601704,,0,0,0,0,0,0,0,0,0,0,0,0
601705,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601706,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601706,,0,0,0,0,0,0,0,0,0,0,0,0
601707,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601708,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601708,,0,0,0,0,0,0,0,0,0,0,0,0
601708,,0,0,0,0,0,0,0,0,0,0,0,0
601709,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601709,,0,0,0,0,0,0,0,0,0,0,0,0
601710,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601711,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601712,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601712,,0,0,0,0,0,0,0,0,0,0,0,0
601712,,0,0,0,0,0,0,0,0,0,0,0,0
601713,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601713,,0,0,0,0,0,0,0,0,0,0,0,0
601713,,0,0,0,0,0,0,0,0,0,0,1,0
601714,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601714,,0,0,0,0,0,0,0,0,0,0,0,0
601714,,0,0,0,0,0,0,0,0,0,0,0,0
601715,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601717,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601718,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601719,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601719,,0,0,0,0,0,0,0,0,0,0,0,0
601719,,1,0,0,0,0,0,0,0,0,0,0,0
601719,,0,0,0,0,0,0,0,0,0,0,0,0
601720,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601720,,0,0,0,0,0,0,0,0,0,0,0,0
601720,,0,0,0,0,0,0,0,0,0,0,0,0
601720,,0,0,0,0,0,0,0,0,0,0,0,0
601721,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601721,,1,0,0,0,0,0,0,0,0,0,0,0
601722,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601723,0.0,0,0,0,0,0,0,0,0,0,0,0,0
601723,,0,0,0,0,0,0,0,0,0,0,0,0
601723,,0,0,0,0,0,0,0,0,0,0,0,0
